id,action_id,action_type,cluster_name,agent_name,status,progress_percentage,steps,metadata,started_at,completed_at,created_at,updated_at
286,act-107423e3,restart_pod,prod-usw2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-bbc0947-0aa1a"",""namespace"":""payments"",""reason"":""oom_crashloop""}",2026-05-27 06:59:25,2026-05-27 07:16:25,2026-05-27 06:59:25,2026-06-23 12:00:00
287,act-6c896eb6,drain_node,prod-use2-eks,worker-staging-use2-eks-04,failed,20,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-eff0684-a368a"",""namespace"":""search"",""reason"":""healthy""}",2026-06-01 05:02:43,,2026-06-01 05:02:43,2026-06-23 12:00:00
288,act-43a63581,restart_pod,prod-usw2-eks,worker-prod-usw2-eks-00,running,26,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-9683178-b7560"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-13 15:25:03,,2026-06-13 15:25:03,2026-06-23 12:00:00
289,act-a555ebbc,increase_memory_limit,prod-usw2-eks,worker-staging-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-bbc0947-0aa1a"",""namespace"":""payments"",""reason"":""oom_crashloop""}",2026-06-08 11:48:51,2026-06-08 12:08:51,2026-06-08 11:48:51,2026-06-23 12:00:00
290,act-0ce26ca3,rollback_deploy,staging-use2-eks,worker-prod-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""config-svc-929cd33-16be4"",""namespace"":""platform"",""reason"":""disk_pressure""}",2026-06-19 05:52:21,2026-06-19 05:57:21,2026-06-19 05:52:21,2026-06-23 12:00:00
291,act-a41ebb4f,restart_pod,prod-use2-eks,worker-staging-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-bf1d422-2018d"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-11 21:58:56,2026-06-11 21:59:56,2026-06-11 21:58:56,2026-06-23 12:00:00
292,act-b01c2575,increase_memory_limit,prod-use2-eks,worker-staging-use2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-9bddb17-f3d59"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-19 20:04:57,,2026-06-19 20:04:57,2026-06-23 12:00:00
293,act-92d098fb,rollback_deploy,prod-use2-eks,worker-prod-use2-eks-02,failed,22,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-527eb80-045c0"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-02 23:42:23,,2026-06-02 23:42:23,2026-06-23 12:00:00
294,act-143ce572,increase_memory_limit,prod-usw2-eks,worker-dr-use1-eks-02,running,14,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-14 04:41:41,,2026-06-14 04:41:41,2026-06-23 12:00:00
295,act-23992a56,restart_pod,prod-use2-eks,cluster_manager-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-4350294-dbefb"",""namespace"":""search"",""reason"":""healthy""}",2026-06-22 21:29:13,2026-06-22 21:44:13,2026-06-22 21:29:13,2026-06-23 12:00:00
296,act-92f79e35,restart_pod,staging-use2-eks,worker-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-8ca0b98-505ff"",""namespace"":""search"",""reason"":""healthy""}",2026-06-18 21:42:57,2026-06-18 21:52:57,2026-06-18 21:42:57,2026-06-23 12:00:00
297,act-a3b927df,cordon_node,staging-use2-eks,worker-dr-use1-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-2729261-453da"",""namespace"":""payments"",""reason"":""disk_pressure""}",2026-06-15 11:23:41,,2026-06-15 11:23:41,2026-06-23 12:00:00
298,act-e727ba84,drain_node,prod-use2-eks,cluster_manager-prod-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""metrics-server-e2e6924-29c37"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-05-24 23:54:00,,2026-05-24 23:54:00,2026-06-23 12:00:00
299,act-522be30f,cordon_node,dr-use1-eks,worker-prod-usw2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-6af7422-f66fc"",""namespace"":""search"",""reason"":""node_pressure""}",2026-06-18 02:18:32,,2026-06-18 02:18:32,2026-06-23 12:00:00
300,act-d5f05124,restart_pod,prod-use2-eks,worker-dr-use1-eks-03,failed,78,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-9994630-7c707"",""namespace"":""platform"",""reason"":""network_latency""}",2026-06-12 06:53:42,,2026-06-12 06:53:42,2026-06-23 12:00:00
301,act-a74b3f0e,scale_deployment,prod-usw2-eks,worker-dr-use1-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-4453f63-e15f3"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-13 02:57:11,,2026-06-13 02:57:11,2026-06-23 12:00:00
302,act-a3d0df07,drain_node,prod-usw2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-api-cbca488-26609"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-17 02:19:00,2026-06-17 02:39:00,2026-06-17 02:19:00,2026-06-23 12:00:00
303,act-44a27f37,increase_memory_limit,prod-use2-eks,worker-prod-use2-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-06e2683-7270e"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-17 19:44:57,,2026-06-17 19:44:57,2026-06-23 12:00:00
304,act-eead8566,drain_node,prod-use2-eks,cluster_manager-staging-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-bf1d422-2018d"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-17 04:28:59,2026-06-17 04:47:59,2026-06-17 04:28:59,2026-06-23 12:00:00
305,act-11931355,drain_node,prod-use2-eks,cluster_manager-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-bff7264-02c23"",""namespace"":""payments"",""reason"":""healthy""}",2026-05-28 18:54:04,2026-05-28 19:01:04,2026-05-28 18:54:04,2026-06-23 12:00:00
306,act-a1db95c1,drain_node,prod-use2-eks,worker-prod-usw2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-9bddb17-f3d59"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-09 00:20:33,,2026-06-09 00:20:33,2026-06-23 12:00:00
307,act-3a6bf2ab,cordon_node,prod-use2-eks,worker-dr-use1-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-c2eb578-2d181"",""namespace"":""checkout"",""reason"":""oom_crashloop""}",2026-06-06 05:43:02,,2026-06-06 05:43:02,2026-06-23 12:00:00
308,act-f09e8ed5,cordon_node,prod-use2-eks,cluster_manager-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-6ee3345-b0d20"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-11 01:08:24,2026-06-11 01:24:24,2026-06-11 01:08:24,2026-06-23 12:00:00
309,act-df4d2908,scale_deployment,prod-use2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-58c5e74-26d34"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-11 02:57:26,2026-06-11 03:12:26,2026-06-11 02:57:26,2026-06-23 12:00:00
310,act-7ddbd3c2,restart_pod,staging-use2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-c975434-e6ef9"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-23 00:44:44,2026-06-23 00:49:44,2026-06-23 00:44:44,2026-06-23 12:00:00
311,act-657cf924,rollback_deploy,prod-use2-eks,cluster_manager-prod-use2-eks-01,failed,74,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""config-svc-ddd1723-06ca5"",""namespace"":""platform"",""reason"":""healthy""}",2026-05-27 11:50:45,,2026-05-27 11:50:45,2026-06-23 12:00:00
312,act-f87869de,drain_node,prod-usw2-eks,worker-prod-use2-eks-02,running,33,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ebb2b70-575e4"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-18 16:33:02,,2026-06-18 16:33:02,2026-06-23 12:00:00
313,act-002a325d,increase_memory_limit,dr-use1-eks,worker-staging-use2-eks-04,failed,30,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-f884840-8265c"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-07 01:08:24,,2026-06-07 01:08:24,2026-06-23 12:00:00
314,act-4a37ae9d,drain_node,prod-usw2-eks,worker-staging-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-6c1eb29-ca471"",""namespace"":""search"",""reason"":""healthy""}",2026-05-29 15:39:44,,2026-05-29 15:39:44,2026-06-23 12:00:00
315,act-7ccc752e,scale_deployment,prod-use2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""metrics-server-e2e6924-29c37"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-04 15:16:19,2026-06-04 15:32:19,2026-06-04 15:16:19,2026-06-23 12:00:00
316,act-e3191465,drain_node,prod-use2-eks,strategist-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-6e38c94-75bbf"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-16 06:50:37,2026-06-16 07:03:37,2026-06-16 06:50:37,2026-06-23 12:00:00
317,act-f53f7b42,rollback_deploy,prod-usw2-eks,worker-dr-use1-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""notifications-abd2926-3451e"",""namespace"":""notifications"",""reason"":""healthy""}",2026-05-25 04:15:08,2026-05-25 04:24:08,2026-05-25 04:15:08,2026-06-23 12:00:00
318,act-2d0463da,rollback_deploy,staging-use2-eks,cluster_manager-prod-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-1605640-8abaf"",""namespace"":""search"",""reason"":""network_latency""}",2026-06-04 22:55:26,,2026-06-04 22:55:26,2026-06-23 12:00:00
319,act-53d509be,increase_memory_limit,prod-usw2-eks,worker-prod-use2-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-0a94879-c1bba"",""namespace"":""checkout"",""reason"":""disk_pressure""}",2026-05-30 11:54:09,,2026-05-30 11:54:09,2026-06-23 12:00:00
320,act-cbc30877,drain_node,prod-use2-eks,worker-staging-use2-eks-04,failed,24,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-7b28269-a7447"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-10 23:18:40,,2026-06-10 23:18:40,2026-06-23 12:00:00
321,act-576c3639,increase_memory_limit,prod-usw2-eks,strategist-dr-use1-eks-00,failed,78,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-19 17:24:49,,2026-06-19 17:24:49,2026-06-23 12:00:00
322,act-5a0d4e93,drain_node,staging-use2-eks,worker-prod-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-b16ea15-07544"",""namespace"":""kube-system"",""reason"":""healthy""}",2026-06-23 02:15:31,,2026-06-23 02:15:31,2026-06-23 12:00:00
323,act-5a4c774a,restart_pod,prod-usw2-eks,worker-dr-use1-eks-03,running,14,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-ec64e26-f37ce"",""namespace"":""checkout"",""reason"":""healthy""}",2026-06-07 11:22:28,,2026-06-07 11:22:28,2026-06-23 12:00:00
324,act-17480ab7,rollback_deploy,prod-use2-eks,cluster_manager-dr-use1-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-7bb3c89-50e74"",""namespace"":""platform"",""reason"":""network_latency""}",2026-06-01 04:28:25,,2026-06-01 04:28:25,2026-06-23 12:00:00
325,act-b15f34ec,increase_memory_limit,prod-use2-eks,worker-dr-use1-eks-03,failed,59,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-bfb2f93-32ad3"",""namespace"":""orders"",""reason"":""memory_leak""}",2026-06-04 18:24:29,,2026-06-04 18:24:29,2026-06-23 12:00:00
326,act-0be7e571,scale_deployment,prod-use2-eks,worker-staging-use2-eks-01,failed,41,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-4350294-dbefb"",""namespace"":""search"",""reason"":""healthy""}",2026-05-28 02:02:54,,2026-05-28 02:02:54,2026-06-23 12:00:00
327,act-78d1de71,scale_deployment,prod-usw2-eks,cluster_manager-prod-use2-eks-01,running,18,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-0a94879-c1bba"",""namespace"":""checkout"",""reason"":""disk_pressure""}",2026-06-14 05:26:29,,2026-06-14 05:26:29,2026-06-23 12:00:00
328,act-9119e3fb,restart_pod,prod-use2-eks,worker-dr-use1-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-7b28269-a7447"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-07 22:15:34,2026-06-07 22:24:34,2026-06-07 22:15:34,2026-06-23 12:00:00
329,act-49c87d95,cordon_node,prod-use2-eks,worker-staging-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-7a57672-86691"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-21 08:53:29,2026-06-21 09:11:29,2026-06-21 08:53:29,2026-06-23 12:00:00
330,act-cf3487e9,rollback_deploy,prod-use2-eks,worker-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""indexer-4680271-0a829"",""namespace"":""search"",""reason"":""healthy""}",2026-06-11 08:56:20,2026-06-11 08:58:20,2026-06-11 08:56:20,2026-06-23 12:00:00
331,act-1b468f14,rollback_deploy,prod-usw2-eks,cluster_manager-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-db28570-d359e"",""namespace"":""search"",""reason"":""healthy""}",2026-06-09 04:50:34,2026-06-09 04:52:34,2026-06-09 04:50:34,2026-06-23 12:00:00
332,act-513e0632,scale_deployment,prod-usw2-eks,worker-prod-use2-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-b907131-2627d"",""namespace"":""orders"",""reason"":""disk_pressure""}",2026-06-14 13:35:23,,2026-06-14 13:35:23,2026-06-23 12:00:00
333,act-6872e9aa,increase_memory_limit,prod-use2-eks,cluster_manager-prod-usw2-eks-01,running,74,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-e513a45-fb7bf"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-06-06 03:35:00,,2026-06-06 03:35:00,2026-06-23 12:00:00
334,act-c52e6e4a,rollback_deploy,prod-usw2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-api-21c5d48-15186"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-18 12:14:25,2026-06-18 12:28:25,2026-06-18 12:14:25,2026-06-23 12:00:00
335,act-6f2a74d1,cordon_node,prod-usw2-eks,strategist-prod-use2-eks-00,running,82,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-6542c92-1100b"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-02 15:54:30,,2026-06-02 15:54:30,2026-06-23 12:00:00
336,act-242bcbc2,drain_node,prod-use2-eks,worker-prod-usw2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-c2eb578-2d181"",""namespace"":""checkout"",""reason"":""oom_crashloop""}",2026-05-31 21:12:08,,2026-05-31 21:12:08,2026-06-23 12:00:00
337,act-e55550dc,rollback_deploy,prod-use2-eks,worker-staging-use2-eks-01,failed,29,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-1271443-2f040"",""namespace"":""search"",""reason"":""healthy""}",2026-06-22 10:24:52,,2026-06-22 10:24:52,2026-06-23 12:00:00
338,act-f4aa43b4,drain_node,staging-use2-eks,worker-staging-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-8ca0b98-505ff"",""namespace"":""search"",""reason"":""healthy""}",2026-06-08 19:08:25,2026-06-08 19:15:25,2026-06-08 19:08:25,2026-06-23 12:00:00
339,act-a53a8d1b,rollback_deploy,prod-use2-eks,cluster_manager-staging-use2-eks-00,running,44,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-47df111-4e24c"",""namespace"":""checkout"",""reason"":""healthy""}",2026-05-28 20:22:11,,2026-05-28 20:22:11,2026-06-23 12:00:00
340,act-7bfce7d2,drain_node,dr-use1-eks,cluster_manager-prod-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-4263246-52f3a"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-01 12:00:29,2026-06-01 12:19:29,2026-06-01 12:00:29,2026-06-23 12:00:00
341,act-69d4cfa9,scale_deployment,prod-use2-eks,worker-dr-use1-eks-00,running,57,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-527eb80-045c0"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-09 22:15:07,,2026-06-09 22:15:07,2026-06-23 12:00:00
342,act-5f3ddbc4,cordon_node,prod-use2-eks,strategist-prod-usw2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-7bb3c89-50e74"",""namespace"":""platform"",""reason"":""network_latency""}",2026-06-12 12:22:40,,2026-06-12 12:22:40,2026-06-23 12:00:00
343,act-54a02679,cordon_node,prod-usw2-eks,worker-prod-usw2-eks-01,running,40,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ebb2b70-575e4"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-09 04:08:29,,2026-06-09 04:08:29,2026-06-23 12:00:00
344,act-d88cc88f,restart_pod,staging-use2-eks,worker-dr-use1-eks-01,failed,71,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-1605640-8abaf"",""namespace"":""search"",""reason"":""network_latency""}",2026-06-04 08:22:26,,2026-06-04 08:22:26,2026-06-23 12:00:00
345,act-d411f8e9,increase_memory_limit,prod-use2-eks,worker-staging-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-6ee3345-b0d20"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-02 13:25:51,2026-06-02 13:45:51,2026-06-02 13:25:51,2026-06-23 12:00:00
346,act-87abde99,rollback_deploy,prod-usw2-eks,worker-staging-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-d825e25-14f9f"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-05-29 12:50:38,2026-05-29 12:56:38,2026-05-29 12:50:38,2026-06-23 12:00:00
347,act-051fb518,scale_deployment,dr-use1-eks,worker-staging-use2-eks-00,failed,46,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-6e9e217-a5c79"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-08 02:58:49,,2026-06-08 02:58:49,2026-06-23 12:00:00
348,act-413a8578,restart_pod,prod-use2-eks,strategist-prod-usw2-eks-00,failed,30,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""recommendation-c460126-52814"",""namespace"":""search"",""reason"":""healthy""}",2026-06-15 07:21:48,,2026-06-15 07:21:48,2026-06-23 12:00:00
349,act-830a5c19,increase_memory_limit,dr-use1-eks,worker-dr-use1-eks-02,running,56,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-f884840-8265c"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-15 00:20:33,,2026-06-15 00:20:33,2026-06-23 12:00:00
350,act-5d61b635,drain_node,prod-use2-eks,worker-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""recommendation-e5d5555-c6e9b"",""namespace"":""search"",""reason"":""healthy""}",2026-06-22 12:46:45,2026-06-22 13:02:45,2026-06-22 12:46:45,2026-06-23 12:00:00
351,act-58929ac9,scale_deployment,dr-use1-eks,worker-prod-usw2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-e00a046-6e2d6"",""namespace"":""ledger"",""reason"":""healthy""}",2026-06-13 15:33:44,,2026-06-13 15:33:44,2026-06-23 12:00:00
352,act-00ec3b63,scale_deployment,prod-usw2-eks,worker-staging-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""indexer-6c1eb29-ca471"",""namespace"":""search"",""reason"":""healthy""}",2026-05-28 05:19:34,2026-05-28 05:33:34,2026-05-28 05:19:34,2026-06-23 12:00:00
