edge_id,dag_id,from_node_id,to_node_id,edge_type,condition_expression,condition_met,created_at,activated_at,data_transferred,transfer_size_bytes,metadata
edge-b23ed1be-014,dag-2d8a6d19-200,node-9dd4ab35-7c6,node-aaaa4f7b-5d8,DATA_FLOW,action_required==true,true,2026-06-19 20:10:03,2026-06-19 20:10:03,"{""bytes"":1423}",1624,"{""hop"":0}"
edge-b1478c70-aaf,dag-2d8a6d19-200,node-aaaa4f7b-5d8,node-df35420d-3f0,CONDITIONAL,risk>0.65,true,2026-05-25 18:10:55,2026-05-25 18:10:55,"{""bytes"":2064}",4830,"{""hop"":1}"
edge-b01ae2e1-9a1,dag-2d8a6d19-200,node-df35420d-3f0,node-bd1ccba4-433,CONTROL,sop_matched,true,2026-06-08 22:33:56,2026-06-08 22:33:56,"{""bytes"":256}",934,"{""hop"":2}"
edge-20b47618-dcb,dag-2d8a6d19-200,node-bd1ccba4-433,node-1ca221ad-d49,CONDITIONAL,,true,2026-06-09 14:25:59,2026-06-09 14:25:59,"{""bytes"":3577}",2182,"{""hop"":3}"
edge-d0b085aa-e8d,dag-2d8a6d19-200,node-1ca221ad-d49,node-0caccd95-48e,CONDITIONAL,risk>0.65,true,2026-06-21 00:26:23,2026-06-21 00:26:23,"{""bytes"":1880}",4600,"{""hop"":4}"
edge-cab11cd3-557,dag-2d8a6d19-200,node-0caccd95-48e,node-b1e2ab04-a03,CONTROL,action_required==true,true,2026-06-16 13:33:33,2026-06-16 13:33:33,"{""bytes"":3439}",115,"{""hop"":5}"
edge-0edec3cd-456,dag-2d8a6d19-200,node-b1e2ab04-a03,node-a8a0c6b5-0ef,CONTROL,,true,2026-06-04 22:38:32,2026-06-04 22:38:32,"{""bytes"":1432}",2988,"{""hop"":6}"
edge-b67fe25a-559,dag-0858f05b-efe,node-fd6a7735-631,node-294b34b8-436,DATA_FLOW,,true,2026-05-27 17:39:29,2026-05-27 17:39:29,"{""bytes"":1081}",4921,"{""hop"":0}"
edge-9ec0de96-229,dag-0858f05b-efe,node-294b34b8-436,node-31ff7b1d-fcc,CONDITIONAL,,true,2026-05-25 15:12:08,2026-05-25 15:12:08,"{""bytes"":2253}",3274,"{""hop"":1}"
edge-6770b90e-bb1,dag-0858f05b-efe,node-31ff7b1d-fcc,node-9ffb0adc-d11,CONTROL,sop_matched,true,2026-05-29 05:10:11,2026-05-29 05:10:11,"{""bytes"":2443}",2953,"{""hop"":2}"
edge-fe61d0a4-ac3,dag-0858f05b-efe,node-9ffb0adc-d11,node-974b14f0-30e,CONDITIONAL,sop_matched,true,2026-06-09 20:30:50,2026-06-09 20:30:50,"{""bytes"":3620}",1820,"{""hop"":3}"
edge-a4d06b0d-a0c,dag-9376ac9c-166,node-ec64f648-5e6,node-99dc4269-b1c,CONTROL,risk>0.65,true,2026-06-18 20:12:52,2026-06-18 20:12:52,"{""bytes"":565}",4283,"{""hop"":0}"
edge-9cca2cd4-b3b,dag-9376ac9c-166,node-99dc4269-b1c,node-9e3b26bd-e4c,DATA_FLOW,,true,2026-06-04 23:39:35,2026-06-04 23:39:35,"{""bytes"":1777}",1314,"{""hop"":1}"
edge-953fca47-38e,dag-9376ac9c-166,node-9e3b26bd-e4c,node-3f552360-148,DATA_FLOW,action_required==true,true,2026-06-11 00:20:11,2026-06-11 00:20:11,"{""bytes"":2962}",724,"{""hop"":2}"
edge-1b7d77cf-349,dag-9376ac9c-166,node-3f552360-148,node-a03a6c8f-1e3,DATA_FLOW,risk>0.65,true,2026-06-18 03:32:18,2026-06-18 03:32:18,"{""bytes"":2293}",2927,"{""hop"":3}"
edge-54fe01e2-a9e,dag-9376ac9c-166,node-a03a6c8f-1e3,node-c3f12466-5af,DATA_FLOW,,true,2026-05-31 21:06:56,2026-05-31 21:06:57,"{""bytes"":538}",2700,"{""hop"":4}"
edge-d65afe48-492,dag-9376ac9c-166,node-c3f12466-5af,node-8f5e9c09-85e,CONDITIONAL,action_required==true,true,2026-06-11 17:22:09,2026-06-11 17:22:09,"{""bytes"":788}",747,"{""hop"":5}"
edge-237e5c6c-fbe,dag-4efefa56-774,node-01386fe8-71e,node-8939def3-303,DATA_FLOW,sop_matched,true,2026-06-20 22:00:59,2026-06-20 22:00:59,"{""bytes"":1169}",1553,"{""hop"":0}"
edge-26acd219-02f,dag-4efefa56-774,node-8939def3-303,node-5172f9fe-90b,DATA_FLOW,risk>0.65,true,2026-06-19 04:52:17,2026-06-19 04:52:17,"{""bytes"":516}",336,"{""hop"":1}"
edge-c4707c0c-1ec,dag-4efefa56-774,node-5172f9fe-90b,node-c58b68fd-b12,DATA_FLOW,sop_matched,true,2026-06-10 06:27:37,2026-06-10 06:27:37,"{""bytes"":1200}",58,"{""hop"":2}"
edge-6cb07f2e-6cc,dag-449659d2-901,node-330a85cf-b69,node-f7d10526-e31,DATA_FLOW,sop_matched,true,2026-06-03 18:33:49,2026-06-03 18:33:49,"{""bytes"":1261}",417,"{""hop"":0}"
edge-e3b43b02-afd,dag-449659d2-901,node-f7d10526-e31,node-72220880-89e,CONTROL,risk>0.65,true,2026-06-19 14:09:07,2026-06-19 14:09:07,"{""bytes"":3584}",305,"{""hop"":1}"
edge-3fee7369-a8a,dag-449659d2-901,node-72220880-89e,node-b1b30d97-09a,CONDITIONAL,risk>0.65,false,2026-06-04 07:03:47,2026-06-04 07:03:47,"{""bytes"":3382}",755,"{""hop"":2}"
edge-4b36b784-5cb,dag-449659d2-901,node-b1b30d97-09a,node-6cbc2ae1-517,CONDITIONAL,sop_matched,true,2026-06-17 03:37:04,2026-06-17 03:37:04,"{""bytes"":1526}",3654,"{""hop"":3}"
edge-714473d6-14d,dag-449659d2-901,node-6cbc2ae1-517,node-cc3ac73b-431,CONTROL,action_required==true,true,2026-05-28 10:00:21,2026-05-28 10:00:21,"{""bytes"":2744}",1272,"{""hop"":4}"
edge-a51118a0-74a,dag-c492e92c-3fc,node-09d4a1be-c7c,node-db0f8965-2fd,CONTROL,sop_matched,true,2026-06-15 22:11:32,2026-06-15 22:11:32,"{""bytes"":145}",3797,"{""hop"":0}"
edge-a0cd4b1a-ef3,dag-c492e92c-3fc,node-db0f8965-2fd,node-48aeb885-efb,CONTROL,sop_matched,true,2026-06-13 21:31:57,2026-06-13 21:31:57,"{""bytes"":1207}",2160,"{""hop"":1}"
edge-ba9cbe49-fc2,dag-c492e92c-3fc,node-48aeb885-efb,node-5ac4f9da-7fc,DATA_FLOW,risk>0.65,true,2026-06-16 05:57:02,2026-06-16 05:57:02,"{""bytes"":3922}",375,"{""hop"":2}"
edge-584b4b6c-ae1,dag-2e525638-445,node-8f7ca073-aa9,node-a8209f30-c22,CONTROL,,true,2026-06-01 10:08:59,2026-06-01 10:08:59,"{""bytes"":4013}",1505,"{""hop"":0}"
edge-df21c719-317,dag-2e525638-445,node-a8209f30-c22,node-a9c17d52-713,DATA_FLOW,sop_matched,true,2026-05-25 19:55:24,2026-05-25 19:55:24,"{""bytes"":937}",1953,"{""hop"":1}"
edge-5aa07ebc-154,dag-2e525638-445,node-a9c17d52-713,node-b8b8903f-a1b,DATA_FLOW,sop_matched,true,2026-06-07 04:00:39,2026-06-07 04:00:39,"{""bytes"":574}",3653,"{""hop"":2}"
edge-2559f806-fed,dag-2e525638-445,node-b8b8903f-a1b,node-d38f075e-e18,DATA_FLOW,,true,2026-06-18 03:38:31,2026-06-18 03:38:31,"{""bytes"":4710}",118,"{""hop"":3}"
edge-4724212e-fe0,dag-2e525638-445,node-d38f075e-e18,node-22320326-7df,DATA_FLOW,,true,2026-06-08 14:26:21,2026-06-08 14:26:21,"{""bytes"":3790}",355,"{""hop"":4}"
edge-abd57f3d-326,dag-2e525638-445,node-22320326-7df,node-cc024528-e36,DATA_FLOW,action_required==true,true,2026-06-14 07:52:40,2026-06-14 07:52:40,"{""bytes"":1076}",535,"{""hop"":5}"
edge-fb00657c-541,dag-2e525638-445,node-cc024528-e36,node-309d885e-970,CONTROL,sop_matched,true,2026-05-29 16:05:35,2026-05-29 16:05:35,"{""bytes"":342}",3693,"{""hop"":6}"
edge-192f0b44-27b,dag-2e525638-445,node-309d885e-970,node-136034dd-970,CONDITIONAL,sop_matched,true,2026-06-14 10:45:55,2026-06-14 10:45:55,"{""bytes"":4574}",2436,"{""hop"":7}"
edge-20725bad-b82,dag-caf781a3-633,node-d9a7c50d-6c6,node-22e93ef4-b17,CONDITIONAL,sop_matched,true,2026-06-10 18:44:08,2026-06-10 18:44:08,"{""bytes"":77}",1773,"{""hop"":0}"
edge-1511786e-06e,dag-caf781a3-633,node-22e93ef4-b17,node-10e548c6-aaf,DATA_FLOW,action_required==true,true,2026-05-29 09:46:32,2026-05-29 09:46:32,"{""bytes"":238}",3872,"{""hop"":1}"
edge-f2a9a36e-b69,dag-caf781a3-633,node-10e548c6-aaf,node-083e03cb-733,CONDITIONAL,action_required==true,true,2026-06-09 09:05:58,2026-06-09 09:05:58,"{""bytes"":845}",829,"{""hop"":2}"
edge-8585f24b-322,dag-caf781a3-633,node-083e03cb-733,node-33a2fddd-26c,DATA_FLOW,sop_matched,true,2026-06-14 11:53:47,2026-06-14 11:53:47,"{""bytes"":2102}",1684,"{""hop"":3}"
edge-c19502ab-267,dag-caf781a3-633,node-33a2fddd-26c,node-20046cba-f80,CONTROL,sop_matched,true,2026-06-13 09:52:35,2026-06-13 09:52:35,"{""bytes"":2461}",2998,"{""hop"":4}"
edge-325cded4-07e,dag-d668e2cd-caa,node-4776c876-306,node-fb7bd40d-e81,DATA_FLOW,risk>0.65,true,2026-06-02 06:22:59,2026-06-02 06:22:59,"{""bytes"":852}",3844,"{""hop"":0}"
edge-28733c15-122,dag-d668e2cd-caa,node-fb7bd40d-e81,node-4ab7588e-4c6,CONTROL,action_required==true,true,2026-06-01 06:01:42,2026-06-01 06:01:42,"{""bytes"":2719}",3636,"{""hop"":1}"
edge-500d083c-ccc,dag-d668e2cd-caa,node-4ab7588e-4c6,node-3c9f2176-8e8,DATA_FLOW,,true,2026-05-27 15:20:47,2026-05-27 15:20:47,"{""bytes"":3537}",2550,"{""hop"":2}"
edge-9127d332-dc9,dag-855c268b-a2e,node-7bf57d30-958,node-11086cc3-c85,DATA_FLOW,risk>0.65,true,2026-06-03 14:06:00,2026-06-03 14:06:00,"{""bytes"":2999}",4034,"{""hop"":0}"
edge-93ee7280-e71,dag-855c268b-a2e,node-11086cc3-c85,node-4ec9db97-4ad,DATA_FLOW,action_required==true,false,2026-05-30 20:28:26,2026-05-30 20:28:26,"{""bytes"":1804}",3978,"{""hop"":1}"
edge-f8a6e2c9-4e5,dag-855c268b-a2e,node-4ec9db97-4ad,node-f2d9cf39-8f2,CONDITIONAL,risk>0.65,true,2026-06-16 12:17:14,2026-06-16 12:17:14,"{""bytes"":3138}",2875,"{""hop"":2}"
edge-c790add3-08f,dag-ec7b8293-012,node-9c26fe55-4b6,node-6dea492b-517,DATA_FLOW,,true,2026-06-06 19:11:11,2026-06-06 19:11:11,"{""bytes"":1084}",4338,"{""hop"":0}"
edge-a0c79658-82d,dag-ec7b8293-012,node-6dea492b-517,node-0b0b5b36-a3b,DATA_FLOW,,true,2026-06-21 08:02:45,2026-06-21 08:02:45,"{""bytes"":4128}",90,"{""hop"":1}"
edge-b21a41db-6d5,dag-ec7b8293-012,node-0b0b5b36-a3b,node-157c5cbe-aa2,CONTROL,action_required==true,false,2026-05-27 05:29:41,2026-05-27 05:29:41,"{""bytes"":108}",2460,"{""hop"":2}"
edge-b802981e-ff7,dag-ec7b8293-012,node-157c5cbe-aa2,node-17f4172e-7a9,CONDITIONAL,,true,2026-06-09 07:40:14,2026-06-09 07:40:14,"{""bytes"":3066}",2957,"{""hop"":3}"
edge-776bda7d-29e,dag-ec7b8293-012,node-17f4172e-7a9,node-03e1123d-673,CONDITIONAL,sop_matched,true,2026-06-01 20:24:14,2026-06-01 20:24:14,"{""bytes"":3444}",1223,"{""hop"":4}"
edge-ad37889c-790,dag-ec7b8293-012,node-03e1123d-673,node-990e4426-500,DATA_FLOW,,true,2026-06-08 06:54:23,2026-06-08 06:54:23,"{""bytes"":2922}",4360,"{""hop"":5}"
edge-b777d8d5-df9,dag-d3908f03-6fc,node-809bd23c-240,node-22e91e5e-bdf,CONTROL,action_required==true,true,2026-06-11 18:17:47,2026-06-11 18:17:47,"{""bytes"":4950}",756,"{""hop"":0}"
edge-ddbd91c9-68d,dag-d3908f03-6fc,node-22e91e5e-bdf,node-ab1d85df-114,DATA_FLOW,action_required==true,false,2026-06-11 22:31:04,2026-06-11 22:31:04,"{""bytes"":1716}",238,"{""hop"":1}"
edge-815960ed-6ba,dag-d3908f03-6fc,node-ab1d85df-114,node-33ede01d-aa6,CONDITIONAL,action_required==true,true,2026-06-19 23:04:36,2026-06-19 23:04:36,"{""bytes"":4736}",4306,"{""hop"":2}"
edge-8fab480b-b49,dag-d3908f03-6fc,node-33ede01d-aa6,node-98a5c560-d5b,DATA_FLOW,sop_matched,true,2026-05-31 01:31:35,2026-05-31 01:31:35,"{""bytes"":752}",295,"{""hop"":3}"
edge-3d388b56-098,dag-d3908f03-6fc,node-98a5c560-d5b,node-8f3d3cc6-704,DATA_FLOW,sop_matched,true,2026-05-25 08:25:50,2026-05-25 08:25:50,"{""bytes"":110}",3926,"{""hop"":4}"
edge-24c1a2ac-214,dag-d3908f03-6fc,node-8f3d3cc6-704,node-304d5cde-007,DATA_FLOW,action_required==true,true,2026-06-10 18:39:43,2026-06-10 18:39:43,"{""bytes"":2238}",2499,"{""hop"":5}"
edge-c696cf43-81b,dag-90bb986f-be7,node-dc654ca8-4df,node-fac5d29d-fe8,CONTROL,risk>0.65,true,2026-06-18 01:11:20,2026-06-18 01:11:20,"{""bytes"":4475}",3980,"{""hop"":0}"
edge-7f539d28-3a1,dag-90bb986f-be7,node-fac5d29d-fe8,node-cf446ee3-7f4,CONTROL,action_required==true,true,2026-06-11 23:39:45,2026-06-11 23:39:45,"{""bytes"":943}",130,"{""hop"":1}"
edge-a6ef6c9a-3c6,dag-90bb986f-be7,node-cf446ee3-7f4,node-0efb8486-0b7,DATA_FLOW,action_required==true,true,2026-06-07 07:31:28,2026-06-07 07:31:28,"{""bytes"":3990}",4885,"{""hop"":2}"
edge-7d49b1b8-f6a,dag-90bb986f-be7,node-0efb8486-0b7,node-cc9ec9f9-42b,CONDITIONAL,sop_matched,true,2026-06-08 05:49:57,2026-06-08 05:49:57,"{""bytes"":3556}",2848,"{""hop"":3}"
edge-d79ee5e1-501,dag-90bb986f-be7,node-cc9ec9f9-42b,node-8df55b64-32a,CONTROL,sop_matched,false,2026-06-20 05:09:30,2026-06-20 05:09:30,"{""bytes"":303}",4921,"{""hop"":4}"
edge-6ce86a7b-3fc,dag-e941afdb-904,node-cfd3e841-eff,node-34c6efdd-b08,DATA_FLOW,sop_matched,true,2026-06-08 02:18:53,2026-06-08 02:18:53,"{""bytes"":923}",2924,"{""hop"":0}"
edge-8d0d9ddf-99a,dag-e941afdb-904,node-34c6efdd-b08,node-cc417fb4-54f,DATA_FLOW,,true,2026-06-07 01:41:58,2026-06-07 01:41:58,"{""bytes"":3981}",1369,"{""hop"":1}"
edge-6f466289-e8e,dag-e941afdb-904,node-cc417fb4-54f,node-626871df-c25,DATA_FLOW,action_required==true,true,2026-06-08 20:00:28,2026-06-08 20:00:28,"{""bytes"":3950}",807,"{""hop"":2}"
edge-a1d7d62a-219,dag-d031c0ec-130,node-5d6b4f90-1e1,node-2d28b3d6-b80,CONTROL,action_required==true,true,2026-06-15 00:12:50,2026-06-15 00:12:50,"{""bytes"":1202}",2641,"{""hop"":0}"
edge-d5835c42-721,dag-d031c0ec-130,node-2d28b3d6-b80,node-09dfcead-839,CONTROL,risk>0.65,true,2026-06-04 22:42:35,2026-06-04 22:42:35,"{""bytes"":307}",3920,"{""hop"":1}"
edge-e5eef96e-0b7,dag-d031c0ec-130,node-09dfcead-839,node-58c5cb3a-1a2,DATA_FLOW,risk>0.65,true,2026-06-01 23:03:25,2026-06-01 23:03:25,"{""bytes"":373}",1548,"{""hop"":2}"
edge-603e6442-6b8,dag-d031c0ec-130,node-58c5cb3a-1a2,node-e2f10a84-ab2,DATA_FLOW,,true,2026-06-23 01:41:51,2026-06-23 01:41:51,"{""bytes"":3898}",4540,"{""hop"":3}"
edge-5722894c-eee,dag-d031c0ec-130,node-e2f10a84-ab2,node-148497cb-a47,CONTROL,risk>0.65,false,2026-05-24 15:34:16,2026-05-24 15:34:16,"{""bytes"":4442}",1898,"{""hop"":4}"
edge-15935afa-eef,dag-d031c0ec-130,node-148497cb-a47,node-ca9abc5c-655,DATA_FLOW,risk>0.65,false,2026-06-04 23:51:08,2026-06-04 23:51:08,"{""bytes"":4052}",2422,"{""hop"":5}"
edge-a70f9856-572,dag-d031c0ec-130,node-ca9abc5c-655,node-71b98710-1bd,CONTROL,sop_matched,true,2026-06-06 00:13:14,2026-06-06 00:13:14,"{""bytes"":1906}",2614,"{""hop"":6}"
edge-bd04ab88-49c,dag-e93d74f8-130,node-95a29b17-259,node-3afde30e-1ad,DATA_FLOW,risk>0.65,true,2026-05-27 04:28:24,2026-05-27 04:28:24,"{""bytes"":3147}",786,"{""hop"":0}"
edge-69819151-214,dag-e93d74f8-130,node-3afde30e-1ad,node-17a151b5-2cd,DATA_FLOW,risk>0.65,true,2026-05-31 00:48:27,2026-05-31 00:48:27,"{""bytes"":1055}",3571,"{""hop"":1}"
edge-33b4ebd4-6e3,dag-e93d74f8-130,node-17a151b5-2cd,node-42317ee1-06c,CONDITIONAL,action_required==true,true,2026-06-23 08:06:12,2026-06-23 08:06:12,"{""bytes"":1919}",2485,"{""hop"":2}"
edge-c000ebdd-69f,dag-e93d74f8-130,node-42317ee1-06c,node-fd0b6f78-843,DATA_FLOW,action_required==true,true,2026-06-21 03:24:17,2026-06-21 03:24:17,"{""bytes"":2024}",540,"{""hop"":3}"
edge-5787e8aa-80a,dag-e93d74f8-130,node-fd0b6f78-843,node-11d0e4e9-2f5,CONTROL,action_required==true,true,2026-05-28 03:45:51,2026-05-28 03:45:51,"{""bytes"":3807}",1044,"{""hop"":4}"
edge-220a14b0-970,dag-e93d74f8-130,node-11d0e4e9-2f5,node-864a17cf-d82,DATA_FLOW,,true,2026-06-07 03:38:47,2026-06-07 03:38:47,"{""bytes"":1766}",4875,"{""hop"":5}"
edge-0ca34a47-c4d,dag-e93d74f8-130,node-864a17cf-d82,node-0005f827-f70,CONDITIONAL,risk>0.65,true,2026-06-03 20:08:44,2026-06-03 20:08:44,"{""bytes"":3412}",1931,"{""hop"":6}"
edge-57f68307-58e,dag-907aaecc-801,node-ebe0004b-d72,node-f1bbe142-ca0,DATA_FLOW,action_required==true,true,2026-06-10 21:58:40,2026-06-10 21:58:40,"{""bytes"":65}",2317,"{""hop"":0}"
edge-f1384e71-02a,dag-907aaecc-801,node-f1bbe142-ca0,node-a40b756e-22f,CONTROL,action_required==true,true,2026-06-20 13:08:16,2026-06-20 13:08:16,"{""bytes"":4964}",4330,"{""hop"":1}"
edge-5258b3e1-08a,dag-907aaecc-801,node-a40b756e-22f,node-80e8b0aa-724,DATA_FLOW,,true,2026-05-25 20:56:55,2026-05-25 20:56:55,"{""bytes"":1110}",2997,"{""hop"":2}"
edge-91fac84f-a7f,dag-907aaecc-801,node-80e8b0aa-724,node-f96ce7df-edc,CONDITIONAL,sop_matched,true,2026-06-01 01:08:29,2026-06-01 01:08:29,"{""bytes"":3320}",2332,"{""hop"":3}"
edge-64228e51-9e6,dag-907aaecc-801,node-f96ce7df-edc,node-22a00389-bd9,CONTROL,risk>0.65,true,2026-06-11 21:20:12,2026-06-11 21:20:12,"{""bytes"":1068}",1359,"{""hop"":4}"
edge-9b3601bc-467,dag-907aaecc-801,node-22a00389-bd9,node-d8ab1464-093,DATA_FLOW,risk>0.65,true,2026-06-09 12:03:30,2026-06-09 12:03:30,"{""bytes"":4536}",218,"{""hop"":5}"
edge-ea959adc-37f,dag-907aaecc-801,node-d8ab1464-093,node-b7cd95cc-680,DATA_FLOW,action_required==true,true,2026-06-13 23:29:42,2026-06-13 23:29:42,"{""bytes"":1587}",3706,"{""hop"":6}"
edge-157a18ad-0f9,dag-907aaecc-801,node-b7cd95cc-680,node-75bc72b1-f61,CONTROL,risk>0.65,true,2026-05-30 16:08:53,2026-05-30 16:08:53,"{""bytes"":331}",2207,"{""hop"":7}"
edge-f011bd58-163,dag-9c00ada0-cea,node-f9726541-2eb,node-c33250b5-973,CONTROL,sop_matched,true,2026-06-02 07:31:25,2026-06-02 07:31:25,"{""bytes"":4433}",3684,"{""hop"":0}"
edge-90c9c861-522,dag-9c00ada0-cea,node-c33250b5-973,node-8f7ee8a0-74a,CONTROL,sop_matched,true,2026-06-04 18:49:28,2026-06-04 18:49:28,"{""bytes"":3706}",4482,"{""hop"":1}"
edge-0c1e2343-107,dag-017ad5f8-024,node-65573b6f-19b,node-9c3aff07-840,DATA_FLOW,,true,2026-06-10 17:05:39,2026-06-10 17:05:39,"{""bytes"":4810}",3825,"{""hop"":0}"
edge-935ed4d8-b11,dag-017ad5f8-024,node-9c3aff07-840,node-4c4d3671-b66,DATA_FLOW,,false,2026-05-31 05:03:36,2026-05-31 05:03:36,"{""bytes"":1502}",1171,"{""hop"":1}"
edge-2be2e3c9-a88,dag-017ad5f8-024,node-4c4d3671-b66,node-9a4d6c7e-cb6,CONDITIONAL,,true,2026-06-01 16:57:42,2026-06-01 16:57:42,"{""bytes"":1446}",1392,"{""hop"":2}"
edge-def8e56d-cc4,dag-017ad5f8-024,node-9a4d6c7e-cb6,node-cb96178f-442,CONTROL,action_required==true,true,2026-06-14 20:11:35,2026-06-14 20:11:35,"{""bytes"":2191}",3328,"{""hop"":3}"
edge-bbd83a7f-0c5,dag-017ad5f8-024,node-cb96178f-442,node-6f4188cf-e3a,CONDITIONAL,sop_matched,true,2026-06-15 00:31:44,2026-06-15 00:31:44,"{""bytes"":3177}",2993,"{""hop"":4}"
edge-c9af81bd-9aa,dag-017ad5f8-024,node-6f4188cf-e3a,node-b774c2a9-e5f,DATA_FLOW,risk>0.65,true,2026-06-20 06:33:33,2026-06-20 06:33:33,"{""bytes"":2974}",1316,"{""hop"":5}"
edge-96dd539d-6c4,dag-017ad5f8-024,node-b774c2a9-e5f,node-17a497f6-4a2,CONTROL,,true,2026-06-04 15:34:58,2026-06-04 15:34:58,"{""bytes"":4508}",3981,"{""hop"":6}"
edge-a5db0f74-963,dag-1b4adc91-9e1,node-7ef2cec0-c4c,node-1cc7f760-6c9,CONDITIONAL,risk>0.65,false,2026-06-17 23:13:19,2026-06-17 23:13:19,"{""bytes"":912}",1894,"{""hop"":0}"
edge-6ecf8383-0c0,dag-1b4adc91-9e1,node-1cc7f760-6c9,node-bfd63f9a-e9a,CONTROL,,true,2026-06-07 17:45:20,2026-06-07 17:45:20,"{""bytes"":2185}",2981,"{""hop"":1}"
edge-a2c4266f-55e,dag-1b4adc91-9e1,node-bfd63f9a-e9a,node-6771343d-31a,CONTROL,,true,2026-06-15 09:13:00,2026-06-15 09:13:00,"{""bytes"":1360}",2825,"{""hop"":2}"
edge-4c2bf1f9-059,dag-e499b4ad-242,node-5caf19c6-8f4,node-0626f3a1-719,DATA_FLOW,,true,2026-06-04 21:24:44,2026-06-04 21:24:44,"{""bytes"":2612}",163,"{""hop"":0}"
edge-18d210e0-b66,dag-e499b4ad-242,node-0626f3a1-719,node-0ee51f2a-592,DATA_FLOW,risk>0.65,true,2026-06-21 02:42:59,2026-06-21 02:42:59,"{""bytes"":1443}",4163,"{""hop"":1}"
edge-15ad431f-371,dag-74b8dd6d-2b9,node-702d10dd-090,node-3723bd27-b4b,CONTROL,,true,2026-06-11 00:33:54,2026-06-11 00:33:54,"{""bytes"":4732}",502,"{""hop"":0}"
edge-64987719-ab3,dag-74b8dd6d-2b9,node-3723bd27-b4b,node-844f7e80-0b8,DATA_FLOW,risk>0.65,true,2026-06-22 12:03:15,2026-06-22 12:03:15,"{""bytes"":4656}",2719,"{""hop"":1}"
edge-7f7a3ba1-feb,dag-74b8dd6d-2b9,node-844f7e80-0b8,node-d73a5cb7-936,DATA_FLOW,risk>0.65,true,2026-06-12 07:15:44,2026-06-12 07:15:44,"{""bytes"":610}",3987,"{""hop"":2}"
edge-3d48fd35-9bf,dag-74b8dd6d-2b9,node-d73a5cb7-936,node-3110823c-64f,CONTROL,action_required==true,true,2026-06-05 01:12:48,2026-06-05 01:12:48,"{""bytes"":3439}",1962,"{""hop"":3}"
edge-014081e3-3b2,dag-e645d993-8d8,node-ac9016bc-a24,node-721c78ed-ab2,CONDITIONAL,risk>0.65,true,2026-06-12 18:16:40,2026-06-12 18:16:40,"{""bytes"":499}",2647,"{""hop"":0}"
edge-a647d580-e0f,dag-e645d993-8d8,node-721c78ed-ab2,node-e42e4532-c48,CONDITIONAL,action_required==true,true,2026-06-16 11:27:25,2026-06-16 11:27:25,"{""bytes"":1470}",2328,"{""hop"":1}"
edge-85461209-116,dag-e645d993-8d8,node-e42e4532-c48,node-2dc21465-958,DATA_FLOW,risk>0.65,true,2026-06-06 20:10:21,2026-06-06 20:10:21,"{""bytes"":4301}",406,"{""hop"":2}"
edge-1ab5339a-479,dag-e645d993-8d8,node-2dc21465-958,node-a81f3022-417,CONTROL,action_required==true,true,2026-06-04 02:59:30,2026-06-04 02:59:30,"{""bytes"":4305}",334,"{""hop"":3}"
edge-48e22e3d-b36,dag-e645d993-8d8,node-a81f3022-417,node-828336d0-c8b,DATA_FLOW,risk>0.65,true,2026-05-30 05:59:41,2026-05-30 05:59:41,"{""bytes"":2146}",1670,"{""hop"":4}"
edge-f70f2184-28f,dag-e645d993-8d8,node-828336d0-c8b,node-f3f436bf-ed2,CONDITIONAL,sop_matched,false,2026-06-20 22:13:19,2026-06-20 22:13:19,"{""bytes"":3078}",219,"{""hop"":5}"
edge-b4b32133-ba3,dag-e645d993-8d8,node-f3f436bf-ed2,node-1e0a6802-0a5,DATA_FLOW,action_required==true,true,2026-05-26 10:53:05,2026-05-26 10:53:05,"{""bytes"":3075}",4658,"{""hop"":6}"
edge-c0bac3b8-7d0,dag-66a971ce-f5a,node-3f7e98a7-2e9,node-0424d018-1e4,CONDITIONAL,action_required==true,true,2026-06-05 07:39:37,2026-06-05 07:39:37,"{""bytes"":1128}",4703,"{""hop"":0}"
edge-827968cd-398,dag-66a971ce-f5a,node-0424d018-1e4,node-509d12ef-5f7,DATA_FLOW,,true,2026-06-17 03:41:13,2026-06-17 03:41:13,"{""bytes"":209}",940,"{""hop"":1}"
edge-181d4f50-3d2,dag-66a971ce-f5a,node-509d12ef-5f7,node-8a31909d-5a8,DATA_FLOW,,true,2026-06-06 23:18:20,2026-06-06 23:18:20,"{""bytes"":2497}",4320,"{""hop"":2}"
edge-b74c8664-337,dag-66a971ce-f5a,node-8a31909d-5a8,node-15613a4c-276,DATA_FLOW,sop_matched,true,2026-06-02 23:42:54,2026-06-02 23:42:54,"{""bytes"":4036}",2092,"{""hop"":3}"
edge-22f8ab8d-fc6,dag-66a971ce-f5a,node-15613a4c-276,node-870bb114-1e5,DATA_FLOW,risk>0.65,true,2026-06-20 08:24:00,2026-06-20 08:24:00,"{""bytes"":853}",2398,"{""hop"":4}"
edge-f78c056c-7bf,dag-66a971ce-f5a,node-870bb114-1e5,node-c21f1569-579,DATA_FLOW,action_required==true,true,2026-06-05 21:38:05,2026-06-05 21:38:05,"{""bytes"":2364}",4661,"{""hop"":5}"
edge-e67c996b-b86,dag-66a971ce-f5a,node-c21f1569-579,node-0d4f63fd-afb,DATA_FLOW,action_required==true,true,2026-06-23 11:13:59,2026-06-23 11:13:59,"{""bytes"":1110}",4045,"{""hop"":6}"
