cache_key,cache_value,created_at,expires_at
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:kube_pod_container_status_restarts_total,"{""value"":22398.15,""ts"":""2026-06-23 11:09:12""}",2026-06-23 11:09:12,2026-06-23 11:14:12
mc:prod-usw2-eks:search:search-api-a47d446-4ffe2:process_open_fds,"{""value"":46764.67,""ts"":""2026-06-23 11:55:04""}",2026-06-23 11:55:04,2026-06-23 12:00:04
mc:prod-use2-eks:identity:session-store-4732511-0dba8:tcp_established,"{""value"":48493.72,""ts"":""2026-06-23 06:45:24""}",2026-06-23 06:45:24,2026-06-23 06:50:24
mc:prod-use2-eks:search:search-api-eff0684-a368a:container_memory_working_set_bytes,"{""value"":32397.0,""ts"":""2026-06-23 09:09:21""}",2026-06-23 09:09:21,2026-06-23 09:14:21
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:http_requests_total,"{""value"":54812.57,""ts"":""2026-06-23 11:01:48""}",2026-06-23 11:01:48,2026-06-23 11:06:48
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:http_request_duration_ms,"{""value"":22596.91,""ts"":""2026-06-23 07:30:54""}",2026-06-23 07:30:54,2026-06-23 07:35:54
mc:prod-use2-eks:search:indexer-b07f520-eaf04:kube_pod_container_status_restarts_total,"{""value"":78700.26,""ts"":""2026-06-23 11:01:33""}",2026-06-23 11:01:33,2026-06-23 11:06:33
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_fs_usage_bytes,"{""value"":86731.13,""ts"":""2026-06-23 10:32:54""}",2026-06-23 10:32:54,2026-06-23 10:37:54
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:go_gc_duration_seconds,"{""value"":39586.97,""ts"":""2026-06-23 08:48:43""}",2026-06-23 08:48:43,2026-06-23 08:53:43
mc:staging-use2-eks:payments:payments-api-dde4d16-a3d09:container_memory_rss,"{""value"":8745.55,""ts"":""2026-06-23 09:43:42""}",2026-06-23 09:43:42,2026-06-23 09:48:42
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:kube_pod_container_status_restarts_total,"{""value"":97837.46,""ts"":""2026-06-23 08:21:30""}",2026-06-23 08:21:30,2026-06-23 08:26:30
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:process_open_fds,"{""value"":1389.56,""ts"":""2026-06-23 11:52:28""}",2026-06-23 11:52:28,2026-06-23 11:57:28
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:container_fs_usage_bytes,"{""value"":41068.71,""ts"":""2026-06-23 08:31:00""}",2026-06-23 08:31:00,2026-06-23 08:36:00
mc:prod-use2-eks:inventory:inventory-svc-3e28589-98330:container_memory_rss,"{""value"":35444.2,""ts"":""2026-06-23 09:31:22""}",2026-06-23 09:31:22,2026-06-23 09:36:22
mc:prod-usw2-eks:platform:config-svc-d193d56-68bd9:kube_pod_container_status_restarts_total,"{""value"":38973.67,""ts"":""2026-06-23 09:07:09""}",2026-06-23 09:07:09,2026-06-23 09:12:09
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:http_requests_total,"{""value"":60917.63,""ts"":""2026-06-23 11:29:55""}",2026-06-23 11:29:55,2026-06-23 11:34:55
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_memory_rss,"{""value"":93852.3,""ts"":""2026-06-23 11:21:53""}",2026-06-23 11:21:53,2026-06-23 11:26:53
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:container_memory_working_set_bytes,"{""value"":87813.47,""ts"":""2026-06-23 07:13:45""}",2026-06-23 07:13:45,2026-06-23 07:18:45
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:container_memory_working_set_bytes,"{""value"":36833.47,""ts"":""2026-06-23 08:52:34""}",2026-06-23 08:52:34,2026-06-23 08:57:34
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:go_gc_duration_seconds,"{""value"":44767.03,""ts"":""2026-06-23 09:42:02""}",2026-06-23 09:42:02,2026-06-23 09:47:02
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:container_fs_usage_bytes,"{""value"":30148.12,""ts"":""2026-06-23 11:42:02""}",2026-06-23 11:42:02,2026-06-23 11:47:02
mc:prod-use2-eks:notifications:notifications-1938743-28dca:tcp_established,"{""value"":97040.23,""ts"":""2026-06-23 07:56:50""}",2026-06-23 07:56:50,2026-06-23 08:01:50
mc:prod-use2-eks:search:recommendation-c460126-52814:http_requests_total,"{""value"":24648.4,""ts"":""2026-06-23 06:57:38""}",2026-06-23 06:57:38,2026-06-23 07:02:38
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:container_memory_rss,"{""value"":98297.24,""ts"":""2026-06-23 07:02:31""}",2026-06-23 07:02:31,2026-06-23 07:07:31
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:tcp_established,"{""value"":2363.03,""ts"":""2026-06-23 07:02:44""}",2026-06-23 07:02:44,2026-06-23 07:07:44
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:http_requests_total,"{""value"":4977.29,""ts"":""2026-06-23 09:07:39""}",2026-06-23 09:07:39,2026-06-23 09:12:39
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:http_request_duration_ms,"{""value"":29564.47,""ts"":""2026-06-23 08:23:00""}",2026-06-23 08:23:00,2026-06-23 08:28:00
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:go_gc_duration_seconds,"{""value"":31965.45,""ts"":""2026-06-23 09:48:29""}",2026-06-23 09:48:29,2026-06-23 09:53:29
mc:staging-use2-eks:payments:payments-api-2729261-453da:kube_pod_container_status_restarts_total,"{""value"":41880.91,""ts"":""2026-06-23 08:20:09""}",2026-06-23 08:20:09,2026-06-23 08:25:09
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:process_open_fds,"{""value"":80625.53,""ts"":""2026-06-23 10:15:28""}",2026-06-23 10:15:28,2026-06-23 10:20:28
mc:prod-use2-eks:orders:orders-api-bfb2f93-32ad3:tcp_established,"{""value"":14880.44,""ts"":""2026-06-23 06:54:09""}",2026-06-23 06:54:09,2026-06-23 06:59:09
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:container_cpu_usage_seconds_total,"{""value"":62257.54,""ts"":""2026-06-23 07:11:43""}",2026-06-23 07:11:43,2026-06-23 07:16:43
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:process_open_fds,"{""value"":85386.69,""ts"":""2026-06-23 11:44:55""}",2026-06-23 11:44:55,2026-06-23 11:49:55
mc:dr-use1-eks:search:search-api-be84964-d972c:go_gc_duration_seconds,"{""value"":29966.94,""ts"":""2026-06-23 06:26:45""}",2026-06-23 06:26:45,2026-06-23 06:31:45
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:http_requests_total,"{""value"":96131.5,""ts"":""2026-06-23 06:09:44""}",2026-06-23 06:09:44,2026-06-23 06:14:44
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:go_gc_duration_seconds,"{""value"":86866.24,""ts"":""2026-06-23 07:02:17""}",2026-06-23 07:02:17,2026-06-23 07:07:17
mc:prod-use2-eks:checkout:checkout-web-c2eb578-2d181:container_memory_rss,"{""value"":39180.51,""ts"":""2026-06-23 06:55:51""}",2026-06-23 06:55:51,2026-06-23 07:00:51
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:container_fs_usage_bytes,"{""value"":60113.05,""ts"":""2026-06-23 09:28:43""}",2026-06-23 09:28:43,2026-06-23 09:33:43
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:container_memory_rss,"{""value"":37856.4,""ts"":""2026-06-23 11:50:59""}",2026-06-23 11:50:59,2026-06-23 11:55:59
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:kube_pod_container_status_restarts_total,"{""value"":18037.39,""ts"":""2026-06-23 07:10:45""}",2026-06-23 07:10:45,2026-06-23 07:15:45
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:container_fs_usage_bytes,"{""value"":96792.85,""ts"":""2026-06-23 07:16:36""}",2026-06-23 07:16:36,2026-06-23 07:21:36
mc:prod-usw2-eks:checkout:checkout-web-ec64e26-f37ce:container_memory_rss,"{""value"":30606.38,""ts"":""2026-06-23 11:01:50""}",2026-06-23 11:01:50,2026-06-23 11:06:50
mc:prod-use2-eks:kube-system:metrics-server-e2e6924-29c37:http_request_duration_ms,"{""value"":62730.42,""ts"":""2026-06-23 10:13:03""}",2026-06-23 10:13:03,2026-06-23 10:18:03
mc:prod-usw2-eks:search:search-api-8352074-5b766:http_requests_total,"{""value"":89366.75,""ts"":""2026-06-23 07:26:03""}",2026-06-23 07:26:03,2026-06-23 07:31:03
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:process_open_fds,"{""value"":30884.04,""ts"":""2026-06-23 06:32:52""}",2026-06-23 06:32:52,2026-06-23 06:37:52
mc:prod-use2-eks:search:search-api-4350294-dbefb:container_fs_usage_bytes,"{""value"":12476.79,""ts"":""2026-06-23 10:16:27""}",2026-06-23 10:16:27,2026-06-23 10:21:27
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:go_gc_duration_seconds,"{""value"":52828.94,""ts"":""2026-06-23 06:53:51""}",2026-06-23 06:53:51,2026-06-23 06:58:51
mc:staging-use2-eks:identity:session-store-a097c68-649a1:process_open_fds,"{""value"":82070.63,""ts"":""2026-06-23 07:21:38""}",2026-06-23 07:21:38,2026-06-23 07:26:38
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:container_network_receive_bytes_total,"{""value"":9731.31,""ts"":""2026-06-23 06:37:52""}",2026-06-23 06:37:52,2026-06-23 06:42:52
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:container_cpu_usage_seconds_total,"{""value"":91965.49,""ts"":""2026-06-23 06:52:37""}",2026-06-23 06:52:37,2026-06-23 06:57:37
mc:dr-use1-eks:search:search-api-d416b43-7cb20:container_cpu_usage_seconds_total,"{""value"":21926.93,""ts"":""2026-06-23 08:21:38""}",2026-06-23 08:21:38,2026-06-23 08:26:38
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:kube_pod_container_status_restarts_total,"{""value"":46412.39,""ts"":""2026-06-23 06:57:36""}",2026-06-23 06:57:36,2026-06-23 07:02:36
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:container_cpu_usage_seconds_total,"{""value"":92767.33,""ts"":""2026-06-23 06:02:48""}",2026-06-23 06:02:48,2026-06-23 06:07:48
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:container_memory_rss,"{""value"":38319.64,""ts"":""2026-06-23 07:45:24""}",2026-06-23 07:45:24,2026-06-23 07:50:24
mc:prod-usw2-eks:payments:payments-api-423b015-b80bd:container_cpu_usage_seconds_total,"{""value"":82049.51,""ts"":""2026-06-23 11:59:22""}",2026-06-23 11:59:22,2026-06-23 12:04:22
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:go_gc_duration_seconds,"{""value"":76333.81,""ts"":""2026-06-23 11:16:23""}",2026-06-23 11:16:23,2026-06-23 11:21:23
mc:staging-use2-eks:search:search-api-1605640-8abaf:http_request_duration_ms,"{""value"":80737.19,""ts"":""2026-06-23 06:01:28""}",2026-06-23 06:01:28,2026-06-23 06:06:28
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:tcp_established,"{""value"":77272.99,""ts"":""2026-06-23 06:09:59""}",2026-06-23 06:09:59,2026-06-23 06:14:59
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_fs_usage_bytes,"{""value"":33521.32,""ts"":""2026-06-23 11:07:16""}",2026-06-23 11:07:16,2026-06-23 11:12:16
mc:prod-usw2-eks:ledger:ledger-svc-2014124-29b88:tcp_established,"{""value"":24911.69,""ts"":""2026-06-23 11:28:21""}",2026-06-23 11:28:21,2026-06-23 11:33:21
mc:prod-usw2-eks:checkout:checkout-web-ec64e26-f37ce:container_fs_usage_bytes,"{""value"":87888.7,""ts"":""2026-06-23 07:09:44""}",2026-06-23 07:09:44,2026-06-23 07:14:44
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:tcp_established,"{""value"":86204.36,""ts"":""2026-06-23 11:06:36""}",2026-06-23 11:06:36,2026-06-23 11:11:36
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:process_open_fds,"{""value"":87124.98,""ts"":""2026-06-23 08:27:49""}",2026-06-23 08:27:49,2026-06-23 08:32:49
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:container_cpu_usage_seconds_total,"{""value"":82501.34,""ts"":""2026-06-23 11:50:54""}",2026-06-23 11:50:54,2026-06-23 11:55:54
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:process_open_fds,"{""value"":33797.56,""ts"":""2026-06-23 10:05:55""}",2026-06-23 10:05:55,2026-06-23 10:10:55
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:container_fs_usage_bytes,"{""value"":4568.15,""ts"":""2026-06-23 09:51:51""}",2026-06-23 09:51:51,2026-06-23 09:56:51
mc:prod-usw2-eks:search:search-api-a47d446-4ffe2:container_memory_rss,"{""value"":35293.15,""ts"":""2026-06-23 07:07:06""}",2026-06-23 07:07:06,2026-06-23 07:12:06
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:tcp_established,"{""value"":90798.0,""ts"":""2026-06-23 06:02:21""}",2026-06-23 06:02:21,2026-06-23 06:07:21
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:container_cpu_usage_seconds_total,"{""value"":62642.24,""ts"":""2026-06-23 06:54:13""}",2026-06-23 06:54:13,2026-06-23 06:59:13
mc:prod-use2-eks:search:indexer-b07f520-eaf04:go_gc_duration_seconds,"{""value"":14177.88,""ts"":""2026-06-23 11:55:55""}",2026-06-23 11:55:55,2026-06-23 12:00:55
mc:prod-usw2-eks:payments:payments-api-1e23165-1e35b:container_memory_rss,"{""value"":77906.22,""ts"":""2026-06-23 07:47:39""}",2026-06-23 07:47:39,2026-06-23 07:52:39
mc:staging-use2-eks:identity:session-store-a097c68-649a1:go_gc_duration_seconds,"{""value"":17122.04,""ts"":""2026-06-23 08:15:03""}",2026-06-23 08:15:03,2026-06-23 08:20:03
mc:staging-use2-eks:search:recommendation-2071c72-c0b22:tcp_established,"{""value"":7349.14,""ts"":""2026-06-23 08:08:58""}",2026-06-23 08:08:58,2026-06-23 08:13:58
mc:prod-use2-eks:inventory:inventory-svc-df6d343-0a45b:container_cpu_usage_seconds_total,"{""value"":44784.5,""ts"":""2026-06-23 07:54:56""}",2026-06-23 07:54:56,2026-06-23 07:59:56
mc:prod-use2-eks:ledger:ledger-svc-204e643-7d23b:tcp_established,"{""value"":4324.7,""ts"":""2026-06-23 08:41:05""}",2026-06-23 08:41:05,2026-06-23 08:46:05
mc:staging-use2-eks:checkout:checkout-web-2b77739-52fdd:container_memory_rss,"{""value"":24165.76,""ts"":""2026-06-23 06:54:23""}",2026-06-23 06:54:23,2026-06-23 06:59:23
mc:prod-use2-eks:search:recommendation-e5d5555-c6e9b:process_open_fds,"{""value"":32937.33,""ts"":""2026-06-23 09:01:03""}",2026-06-23 09:01:03,2026-06-23 09:06:03
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:container_fs_usage_bytes,"{""value"":9835.35,""ts"":""2026-06-23 10:57:48""}",2026-06-23 10:57:48,2026-06-23 11:02:48
mc:staging-use2-eks:inventory:inventory-svc-1d6f570-1b50d:container_network_receive_bytes_total,"{""value"":28899.29,""ts"":""2026-06-23 11:27:19""}",2026-06-23 11:27:19,2026-06-23 11:32:19
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:process_open_fds,"{""value"":69870.72,""ts"":""2026-06-23 08:41:54""}",2026-06-23 08:41:54,2026-06-23 08:46:54
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:container_fs_usage_bytes,"{""value"":31500.55,""ts"":""2026-06-23 10:42:28""}",2026-06-23 10:42:28,2026-06-23 10:47:28
mc:staging-use2-eks:identity:session-store-a097c68-649a1:container_network_receive_bytes_total,"{""value"":94068.49,""ts"":""2026-06-23 08:01:23""}",2026-06-23 08:01:23,2026-06-23 08:06:23
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:kube_pod_container_status_restarts_total,"{""value"":89422.03,""ts"":""2026-06-23 09:15:03""}",2026-06-23 09:15:03,2026-06-23 09:20:03
mc:staging-use2-eks:payments:payments-api-dde4d16-a3d09:container_memory_working_set_bytes,"{""value"":71921.27,""ts"":""2026-06-23 08:23:45""}",2026-06-23 08:23:45,2026-06-23 08:28:45
mc:prod-use2-eks:checkout:cart-svc-527eb80-045c0:tcp_established,"{""value"":62311.8,""ts"":""2026-06-23 06:12:26""}",2026-06-23 06:12:26,2026-06-23 06:17:26
mc:prod-usw2-eks:orders:orders-api-402bb51-ad48f:go_gc_duration_seconds,"{""value"":71346.79,""ts"":""2026-06-23 11:20:45""}",2026-06-23 11:20:45,2026-06-23 11:25:45
mc:prod-use2-eks:inventory:inventory-svc-df6d343-0a45b:http_requests_total,"{""value"":42216.6,""ts"":""2026-06-23 06:26:10""}",2026-06-23 06:26:10,2026-06-23 06:31:10
mc:prod-usw2-eks:payments:payments-worker-b4be648-d2dcb:container_memory_working_set_bytes,"{""value"":39607.18,""ts"":""2026-06-23 08:50:13""}",2026-06-23 08:50:13,2026-06-23 08:55:13
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:process_open_fds,"{""value"":19935.86,""ts"":""2026-06-23 07:49:42""}",2026-06-23 07:49:42,2026-06-23 07:54:42
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_network_receive_bytes_total,"{""value"":54232.24,""ts"":""2026-06-23 06:36:12""}",2026-06-23 06:36:12,2026-06-23 06:41:12
mc:dr-use1-eks:search:search-api-be84964-d972c:container_cpu_usage_seconds_total,"{""value"":16956.09,""ts"":""2026-06-23 11:26:36""}",2026-06-23 11:26:36,2026-06-23 11:31:36
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:container_memory_rss,"{""value"":1853.45,""ts"":""2026-06-23 09:38:49""}",2026-06-23 09:38:49,2026-06-23 09:43:49
mc:prod-use2-eks:search:search-api-61d1d17-0014f:container_fs_usage_bytes,"{""value"":80042.13,""ts"":""2026-06-23 11:05:42""}",2026-06-23 11:05:42,2026-06-23 11:10:42
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:tcp_established,"{""value"":65142.46,""ts"":""2026-06-23 11:15:01""}",2026-06-23 11:15:01,2026-06-23 11:20:01
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_memory_rss,"{""value"":11895.74,""ts"":""2026-06-23 08:35:14""}",2026-06-23 08:35:14,2026-06-23 08:40:14
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:container_network_receive_bytes_total,"{""value"":67431.69,""ts"":""2026-06-23 08:56:34""}",2026-06-23 08:56:34,2026-06-23 09:01:34
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:container_fs_usage_bytes,"{""value"":22500.38,""ts"":""2026-06-23 09:09:06""}",2026-06-23 09:09:06,2026-06-23 09:14:06
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:kube_pod_container_status_restarts_total,"{""value"":71380.36,""ts"":""2026-06-23 07:18:55""}",2026-06-23 07:18:55,2026-06-23 07:23:55
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:container_cpu_usage_seconds_total,"{""value"":79048.71,""ts"":""2026-06-23 06:53:47""}",2026-06-23 06:53:47,2026-06-23 06:58:47
mc:prod-use2-eks:orders:orders-api-e9b4a39-c3784:http_requests_total,"{""value"":12204.46,""ts"":""2026-06-23 08:13:49""}",2026-06-23 08:13:49,2026-06-23 08:18:49
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:container_memory_rss,"{""value"":69416.22,""ts"":""2026-06-23 07:52:19""}",2026-06-23 07:52:19,2026-06-23 07:57:19
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:go_gc_duration_seconds,"{""value"":84387.68,""ts"":""2026-06-23 09:06:58""}",2026-06-23 09:06:58,2026-06-23 09:11:58
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:http_request_duration_ms,"{""value"":31800.31,""ts"":""2026-06-23 11:07:54""}",2026-06-23 11:07:54,2026-06-23 11:12:54
mc:prod-usw2-eks:search:indexer-b957537-8aa20:tcp_established,"{""value"":70231.56,""ts"":""2026-06-23 10:50:04""}",2026-06-23 10:50:04,2026-06-23 10:55:04
mc:prod-usw2-eks:search:search-api-db28570-d359e:container_memory_rss,"{""value"":76383.16,""ts"":""2026-06-23 11:24:47""}",2026-06-23 11:24:47,2026-06-23 11:29:47
mc:prod-use2-eks:search:search-api-1271443-2f040:go_gc_duration_seconds,"{""value"":44350.39,""ts"":""2026-06-23 09:40:38""}",2026-06-23 09:40:38,2026-06-23 09:45:38
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:kube_pod_container_status_restarts_total,"{""value"":53225.81,""ts"":""2026-06-23 10:24:38""}",2026-06-23 10:24:38,2026-06-23 10:29:38
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:container_memory_rss,"{""value"":85154.53,""ts"":""2026-06-23 07:52:49""}",2026-06-23 07:52:49,2026-06-23 07:57:49
mc:prod-use2-eks:payments:payments-api-58c5e74-26d34:container_network_receive_bytes_total,"{""value"":18451.74,""ts"":""2026-06-23 06:31:50""}",2026-06-23 06:31:50,2026-06-23 06:36:50
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:container_network_receive_bytes_total,"{""value"":88777.69,""ts"":""2026-06-23 07:36:47""}",2026-06-23 07:36:47,2026-06-23 07:41:47
mc:prod-use2-eks:payments:payments-api-58c5e74-26d34:tcp_established,"{""value"":52262.6,""ts"":""2026-06-23 08:53:01""}",2026-06-23 08:53:01,2026-06-23 08:58:01
mc:staging-use2-eks:identity:session-store-a097c68-649a1:process_open_fds,"{""value"":92778.21,""ts"":""2026-06-23 11:10:37""}",2026-06-23 11:10:37,2026-06-23 11:15:37
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:container_memory_rss,"{""value"":54440.53,""ts"":""2026-06-23 06:39:57""}",2026-06-23 06:39:57,2026-06-23 06:44:57
mc:prod-usw2-eks:search:recommendation-87e3198-026ea:kube_pod_container_status_restarts_total,"{""value"":93628.72,""ts"":""2026-06-23 11:12:21""}",2026-06-23 11:12:21,2026-06-23 11:17:21
mc:dr-use1-eks:checkout:cart-svc-da3cf51-00806:kube_pod_container_status_restarts_total,"{""value"":86734.24,""ts"":""2026-06-23 06:16:40""}",2026-06-23 06:16:40,2026-06-23 06:21:40
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:container_cpu_usage_seconds_total,"{""value"":90732.67,""ts"":""2026-06-23 10:03:55""}",2026-06-23 10:03:55,2026-06-23 10:08:55
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:tcp_established,"{""value"":34547.44,""ts"":""2026-06-23 09:37:31""}",2026-06-23 09:37:31,2026-06-23 09:42:31
mc:prod-usw2-eks:checkout:cart-svc-882ca58-64a75:http_request_duration_ms,"{""value"":84620.46,""ts"":""2026-06-23 10:43:15""}",2026-06-23 10:43:15,2026-06-23 10:48:15
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:container_memory_rss,"{""value"":94179.11,""ts"":""2026-06-23 09:47:29""}",2026-06-23 09:47:29,2026-06-23 09:52:29
mc:prod-usw2-eks:search:recommendation-87e3198-026ea:http_requests_total,"{""value"":66651.58,""ts"":""2026-06-23 07:45:28""}",2026-06-23 07:45:28,2026-06-23 07:50:28
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:kube_pod_container_status_restarts_total,"{""value"":66414.46,""ts"":""2026-06-23 11:51:37""}",2026-06-23 11:51:37,2026-06-23 11:56:37
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:http_request_duration_ms,"{""value"":50792.9,""ts"":""2026-06-23 08:55:08""}",2026-06-23 08:55:08,2026-06-23 09:00:08
mc:prod-use2-eks:inventory:inventory-svc-bfded25-1e6d2:container_cpu_usage_seconds_total,"{""value"":76171.04,""ts"":""2026-06-23 06:03:56""}",2026-06-23 06:03:56,2026-06-23 06:08:56
mc:prod-use2-eks:search:indexer-4680271-0a829:container_fs_usage_bytes,"{""value"":74878.28,""ts"":""2026-06-23 08:54:42""}",2026-06-23 08:54:42,2026-06-23 08:59:42
mc:prod-use2-eks:orders:orders-worker-9681c18-374c7:container_network_receive_bytes_total,"{""value"":64902.55,""ts"":""2026-06-23 07:42:21""}",2026-06-23 07:42:21,2026-06-23 07:47:21
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:tcp_established,"{""value"":76039.58,""ts"":""2026-06-23 06:23:58""}",2026-06-23 06:23:58,2026-06-23 06:28:58
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:process_open_fds,"{""value"":57874.71,""ts"":""2026-06-23 09:00:35""}",2026-06-23 09:00:35,2026-06-23 09:05:35
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:process_open_fds,"{""value"":95708.41,""ts"":""2026-06-23 06:33:23""}",2026-06-23 06:33:23,2026-06-23 06:38:23
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:http_request_duration_ms,"{""value"":18772.87,""ts"":""2026-06-23 07:53:42""}",2026-06-23 07:53:42,2026-06-23 07:58:42
mc:prod-usw2-eks:checkout:cart-svc-ee38458-64d46:go_gc_duration_seconds,"{""value"":81148.6,""ts"":""2026-06-23 09:55:17""}",2026-06-23 09:55:17,2026-06-23 10:00:17
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:container_fs_usage_bytes,"{""value"":24242.29,""ts"":""2026-06-23 11:33:00""}",2026-06-23 11:33:00,2026-06-23 11:38:00
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_fs_usage_bytes,"{""value"":52142.51,""ts"":""2026-06-23 10:45:36""}",2026-06-23 10:45:36,2026-06-23 10:50:36
mc:prod-use2-eks:payments:payments-api-58c5e74-26d34:tcp_established,"{""value"":66160.06,""ts"":""2026-06-23 11:59:51""}",2026-06-23 11:59:51,2026-06-23 12:04:51
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:kube_pod_container_status_restarts_total,"{""value"":20267.99,""ts"":""2026-06-23 08:55:47""}",2026-06-23 08:55:47,2026-06-23 09:00:47
mc:prod-use2-eks:search:indexer-4680271-0a829:container_memory_rss,"{""value"":172.34,""ts"":""2026-06-23 07:53:05""}",2026-06-23 07:53:05,2026-06-23 07:58:05
mc:dr-use1-eks:search:search-api-be84964-d972c:kube_pod_container_status_restarts_total,"{""value"":91344.37,""ts"":""2026-06-23 06:39:14""}",2026-06-23 06:39:14,2026-06-23 06:44:14
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:process_open_fds,"{""value"":1936.89,""ts"":""2026-06-23 11:32:04""}",2026-06-23 11:32:04,2026-06-23 11:37:04
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:http_requests_total,"{""value"":38420.3,""ts"":""2026-06-23 11:52:18""}",2026-06-23 11:52:18,2026-06-23 11:57:18
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:http_request_duration_ms,"{""value"":66067.42,""ts"":""2026-06-23 08:11:32""}",2026-06-23 08:11:32,2026-06-23 08:16:32
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:container_memory_rss,"{""value"":4939.43,""ts"":""2026-06-23 09:35:27""}",2026-06-23 09:35:27,2026-06-23 09:40:27
