id,metric_name,metric_value,unit,cluster_name,namespace,pod_name,container_name,timestamp,metadata,node_name,source
330,tcp_established,315959.883,ms,prod-use2-eks,orders,orders-worker-06e2683-7270e,orders-worker,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
331,container_memory_rss,733554.736,count,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,checkout-web,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,sysdig
332,http_request_duration_ms,625142.71,count,prod-use2-eks,payments,payments-api-7fa4649-debd8,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,sysdig
333,process_open_fds,992391.326,cores,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,cart-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
334,container_fs_usage_bytes,593425.584,ms,prod-use2-eks,search,indexer-4680271-0a829,indexer,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
335,http_requests_total,624865.49,cores,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,metrics-server,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
336,container_network_receive_bytes_total,412464.865,count,dr-use1-eks,checkout,checkout-web-4263246-52f3a,checkout-web,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,prometheus
337,http_request_duration_ms,914224.409,ms,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,session-store,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
338,container_cpu_usage_seconds_total,334348.473,bytes,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,checkout-web,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,prometheus
339,container_memory_rss,416576.572,count,prod-usw2-eks,orders,orders-api-402bb51-ad48f,orders-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
340,http_request_duration_ms,608914.219,bytes,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,checkout-web,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
341,go_gc_duration_seconds,612885.282,bytes,prod-usw2-eks,orders,orders-api-21c5d48-15186,orders-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,prometheus
342,process_open_fds,790939.203,ms,dr-use1-eks,search,search-api-d416b43-7cb20,search-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,prometheus
343,container_fs_usage_bytes,446689.297,ms,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
344,container_cpu_usage_seconds_total,304596.251,count,staging-use2-eks,payments,payments-api-dde4d16-a3d09,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,prometheus
345,go_gc_duration_seconds,865701.652,bytes,prod-use2-eks,checkout,cart-svc-527eb80-045c0,cart-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
346,container_fs_usage_bytes,772023.333,bytes,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
347,kube_pod_container_status_restarts_total,247955.389,ms,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,config-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
348,container_cpu_usage_seconds_total,482761.104,ms,prod-usw2-eks,payments,payments-api-423b015-b80bd,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
349,container_memory_rss,139407.665,count,prod-use2-eks,identity,session-store-1ac5266-1ca26,session-store,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
350,container_network_receive_bytes_total,732090.252,cores,prod-use2-eks,platform,config-svc-ddd1723-06ca5,config-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
351,tcp_established,133948.672,count,prod-use2-eks,orders,orders-worker-9681c18-374c7,orders-worker,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,sysdig
352,container_memory_rss,386656.745,ms,staging-use2-eks,search,search-api-8ca0b98-505ff,search-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,sysdig
353,tcp_established,686442.86,count,staging-use2-eks,platform,config-svc-929cd33-16be4,config-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,prometheus
354,tcp_established,553762.268,cores,prod-usw2-eks,identity,session-store-d825e25-14f9f,session-store,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
355,go_gc_duration_seconds,338682.941,cores,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,orders-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
356,container_fs_usage_bytes,464536.063,cores,prod-use2-eks,identity,session-store-4732511-0dba8,session-store,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
357,go_gc_duration_seconds,116268.87,count,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,ledger-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
358,go_gc_duration_seconds,305687.768,cores,prod-use2-eks,payments,payments-api-58c5e74-26d34,payments-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,sysdig
359,kube_pod_container_status_restarts_total,562797.895,bytes,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,cart-svc,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
360,container_memory_rss,188214.54,ms,prod-use2-eks,orders,orders-api-e9b4a39-c3784,orders-api,2026-05-28 05:59:47,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
361,http_request_duration_ms,486391.368,ms,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,inventory-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,prometheus
362,go_gc_duration_seconds,609979.97,count,staging-use2-eks,search,recommendation-2071c72-c0b22,recommendation,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
363,process_open_fds,922083.69,cores,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,orders-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
364,container_fs_usage_bytes,698314.614,count,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
365,kube_pod_container_status_restarts_total,827648.646,ms,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,orders-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
366,http_request_duration_ms,779701.448,ms,prod-use2-eks,platform,config-svc-ddd1723-06ca5,config-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
367,container_memory_rss,898590.221,cores,prod-usw2-eks,notifications,notifications-abd2926-3451e,notifications,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
368,tcp_established,166234.456,cores,prod-use2-eks,kube-system,coredns-47d4438-c55d7,coredns,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,sysdig
369,go_gc_duration_seconds,589890.444,count,prod-usw2-eks,inventory,inventory-svc-4453f63-e15f3,inventory-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
370,container_memory_working_set_bytes,806900.859,cores,staging-use2-eks,identity,auth-gateway-41b4f33-14ef9,auth-gateway,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,prometheus
371,process_open_fds,20868.78,cores,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,auth-gateway,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
372,container_memory_working_set_bytes,328693.688,ms,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,inventory-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
373,container_memory_rss,329606.482,count,prod-use2-eks,payments,payments-api-7fa4649-debd8,payments-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,prometheus
374,http_request_duration_ms,769771.646,cores,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,payments-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
375,http_request_duration_ms,880369.733,cores,staging-use2-eks,identity,session-store-a097c68-649a1,session-store,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,prometheus
376,container_network_receive_bytes_total,779901.904,bytes,prod-use2-eks,inventory,inventory-svc-3e28589-98330,inventory-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
377,http_requests_total,419635.767,cores,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,auth-gateway,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,sysdig
378,container_memory_working_set_bytes,216754.403,ms,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,coredns,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
379,container_memory_rss,780813.486,bytes,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,payments-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,prometheus
380,container_network_receive_bytes_total,590944.445,bytes,prod-usw2-eks,platform,config-svc-d193d56-68bd9,config-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
381,http_requests_total,508562.809,cores,prod-usw2-eks,payments,payments-api-423b015-b80bd,payments-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
382,tcp_established,31861.387,cores,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,sysdig
383,container_network_receive_bytes_total,81089.492,cores,prod-use2-eks,orders,orders-api-e9b4a39-c3784,orders-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
384,http_request_duration_ms,153209.985,cores,prod-usw2-eks,orders,orders-api-21c5d48-15186,orders-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,sysdig
385,tcp_established,733520.033,ms,prod-use2-eks,checkout,checkout-web-47df111-4e24c,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,sysdig
386,container_network_receive_bytes_total,572815.329,count,dr-use1-eks,checkout,cart-svc-da3cf51-00806,cart-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-128-5.use1.compute.internal,sysdig
387,container_memory_working_set_bytes,345258.228,cores,prod-usw2-eks,search,indexer-b957537-8aa20,indexer,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
388,container_memory_working_set_bytes,740374.61,ms,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,orders-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-44-216.use2.compute.internal,prometheus
389,tcp_established,399389.932,bytes,prod-use2-eks,identity,auth-gateway-7b28269-a7447,auth-gateway,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-37-142-3.use2.compute.internal,sysdig
390,kube_pod_container_status_restarts_total,528465.5,ms,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,metrics-server,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
391,process_open_fds,582839.155,bytes,staging-use2-eks,kube-system,coredns-b16ea15-07544,coredns,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-8-126-134.use2.compute.internal,sysdig
392,container_memory_working_set_bytes,702264.24,ms,dr-use1-eks,search,search-api-d416b43-7cb20,search-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,prometheus
393,tcp_established,656818.977,count,prod-use2-eks,inventory,inventory-svc-bfded25-1e6d2,inventory-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-37-142-3.use2.compute.internal,sysdig
394,container_fs_usage_bytes,144095.003,ms,prod-use2-eks,checkout,checkout-web-0101b48-2b2af,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
395,process_open_fds,89619.625,count,prod-use2-eks,search,search-api-eff0684-a368a,search-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
396,kube_pod_container_status_restarts_total,264477.232,cores,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,ledger-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
397,kube_pod_container_status_restarts_total,479593.087,bytes,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,cart-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
398,container_memory_rss,573243.949,bytes,prod-usw2-eks,identity,session-store-d825e25-14f9f,session-store,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
399,container_memory_working_set_bytes,713398.326,count,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,cart-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,prometheus
400,container_network_receive_bytes_total,350605.179,ms,prod-use2-eks,identity,session-store-4732511-0dba8,session-store,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
401,container_network_receive_bytes_total,1257.183,cores,prod-usw2-eks,search,recommendation-1e52697-e4756,recommendation,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
402,container_cpu_usage_seconds_total,363502.015,count,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,payments-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,sysdig
403,container_memory_rss,905562.414,cores,prod-usw2-eks,search,search-api-15a6d76-12766,search-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
404,kube_pod_container_status_restarts_total,671625.343,bytes,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,ledger-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
405,container_fs_usage_bytes,894603.725,cores,staging-use2-eks,search,search-api-1605640-8abaf,search-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-20-108-255.use2.compute.internal,prometheus
406,tcp_established,842442.703,bytes,prod-use2-eks,orders,orders-api-7f89525-97cdd,orders-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-37-142-3.use2.compute.internal,prometheus
407,container_memory_rss,375883.518,cores,prod-usw2-eks,notifications,notifications-b2aff41-e1772,notifications,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-29-63-193.usw2.compute.internal,sysdig
408,container_memory_working_set_bytes,638372.678,bytes,dr-use1-eks,orders,orders-worker-f884840-8265c,orders-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,prometheus
409,http_request_duration_ms,830470.869,ms,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,auth-gateway,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-12-35-23.usw2.compute.internal,prometheus
410,http_request_duration_ms,663373.1,cores,prod-usw2-eks,search,recommendation-87e3198-026ea,recommendation,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
411,container_network_receive_bytes_total,822411.512,count,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,session-store,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
412,container_fs_usage_bytes,554689.521,bytes,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
413,container_cpu_usage_seconds_total,141263.555,bytes,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,prometheus
414,http_requests_total,802341.975,count,prod-use2-eks,payments,payments-api-c9c2b74-00142,payments-api,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
415,kube_pod_container_status_restarts_total,302660.553,ms,prod-use2-eks,checkout,cart-svc-527eb80-045c0,cart-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,prometheus
416,container_memory_working_set_bytes,582768.784,cores,prod-use2-eks,checkout,cart-svc-51c2594-4d271,cart-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,sysdig
417,container_cpu_usage_seconds_total,775319.697,cores,prod-use2-eks,payments,payments-worker-7a57672-86691,payments-worker,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
418,container_memory_working_set_bytes,501465.691,cores,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
419,container_memory_working_set_bytes,446648.561,ms,dr-use1-eks,checkout,checkout-web-4263246-52f3a,checkout-web,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-21-57-150.use1.compute.internal,sysdig
420,http_request_duration_ms,305966.733,count,prod-usw2-eks,ledger,ledger-svc-0744083-43011,ledger-svc,2026-05-29 00:00:22,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
421,go_gc_duration_seconds,577090.478,ms,prod-use2-eks,orders,orders-worker-06e2683-7270e,orders-worker,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
422,http_requests_total,476830.185,cores,prod-usw2-eks,orders,orders-api-402bb51-ad48f,orders-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
423,container_memory_rss,304958.255,bytes,staging-use2-eks,payments,payments-api-dde4d16-a3d09,payments-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
424,http_requests_total,549226.795,cores,prod-usw2-eks,orders,orders-worker-b907131-2627d,orders-worker,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
425,container_memory_rss,259182.353,bytes,prod-use2-eks,payments,payments-api-1ce3577-591ac,payments-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
426,tcp_established,892489.786,count,prod-usw2-eks,platform,image-resizer-6542c92-1100b,image-resizer,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
427,container_network_receive_bytes_total,831210.035,ms,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,cart-svc,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-24-49-183.use2.compute.internal,sysdig
428,process_open_fds,219226.96,bytes,prod-use2-eks,search,recommendation-c460126-52814,recommendation,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-37-142-3.use2.compute.internal,sysdig
429,tcp_established,731000.335,count,prod-usw2-eks,search,search-api-8352074-5b766,search-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
430,container_memory_working_set_bytes,748709.724,cores,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,payments-worker,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-16-161.usw2.compute.internal,prometheus
431,http_request_duration_ms,59148.614,cores,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,coredns,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,sysdig
432,http_requests_total,69455.849,ms,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,checkout-web,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
433,container_memory_rss,56965.035,bytes,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,cart-svc,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,prometheus
434,http_request_duration_ms,181436.667,cores,prod-usw2-eks,platform,config-svc-370d832-a686a,config-svc,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-22-107-136.usw2.compute.internal,sysdig
435,container_memory_working_set_bytes,457933.546,bytes,prod-use2-eks,search,search-api-eff0684-a368a,search-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-57-12.use2.compute.internal,prometheus
436,container_cpu_usage_seconds_total,131016.095,count,dr-use1-eks,search,search-api-d416b43-7cb20,search-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-40-81-216.use1.compute.internal,sysdig
437,process_open_fds,847245.578,cores,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,checkout-web,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,sysdig
438,container_memory_working_set_bytes,607453.749,count,staging-use2-eks,search,recommendation-2071c72-c0b22,recommendation,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-14-70-252.use2.compute.internal,sysdig
439,container_memory_working_set_bytes,247455.745,cores,prod-usw2-eks,payments,payments-api-1e23165-1e35b,payments-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
440,kube_pod_container_status_restarts_total,50472.803,count,prod-use2-eks,payments,payments-worker-bff7264-02c23,payments-worker,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,sysdig
441,http_request_duration_ms,774079.064,cores,prod-use2-eks,identity,session-store-4732511-0dba8,session-store,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-17-79-110.use2.compute.internal,prometheus
442,container_memory_rss,567685.594,bytes,prod-usw2-eks,payments,payments-api-423b015-b80bd,payments-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
443,process_open_fds,295036.573,bytes,prod-use2-eks,payments,payments-api-7fa4649-debd8,payments-api,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-32-13-101.use2.compute.internal,sysdig
444,tcp_established,84970.133,count,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,inventory-svc,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-15-83-236.usw2.compute.internal,prometheus
445,http_request_duration_ms,7596.581,count,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,metrics-server,2026-05-29 18:00:04,"{""unit_hint"":""prom"",""scrape"":""30s""}",ip-10-6-194-142.usw2.compute.internal,sysdig
