id,cluster_name,node_name,ready_status,cpu_capacity,memory_capacity,pod_capacity,cpu_allocatable,memory_allocatable,pod_allocatable,collected_at
208,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-05-28 15:00:00
209,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-28 15:00:00
210,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,106,2026-05-28 15:00:00
211,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,108,2026-05-28 15:00:00
212,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-28 15:00:00
213,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,false,8,32Gi,58,7600m,29Gi,51,2026-05-28 15:00:00
214,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,106,2026-05-28 15:00:00
215,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,102,2026-05-28 15:00:00
216,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,103,2026-05-28 15:00:00
217,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-29 00:00:05
218,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,53,2026-05-29 00:00:05
219,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-05-29 00:00:05
220,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,108,2026-05-29 00:00:05
221,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,50,2026-05-29 00:00:05
222,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,108,2026-05-29 00:00:05
223,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-05-29 00:00:05
224,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,53,2026-05-29 00:00:05
225,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,103,2026-05-29 00:00:05
226,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,108,2026-05-29 00:00:05
227,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-29 00:00:05
228,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,102,2026-05-29 00:00:05
229,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,104,2026-05-29 00:00:05
230,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,105,2026-05-29 00:00:05
231,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,54,2026-05-29 00:00:05
232,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-29 00:00:05
233,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,102,2026-05-29 00:00:05
234,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,102,2026-05-29 00:00:05
235,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-29 09:00:14
236,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,52,2026-05-29 09:00:14
237,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,104,2026-05-29 09:00:14
238,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,106,2026-05-29 09:00:14
239,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,50,2026-05-29 09:00:14
240,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,103,2026-05-29 09:00:14
241,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,107,2026-05-29 09:00:14
242,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,51,2026-05-29 09:00:14
243,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,104,2026-05-29 09:00:14
244,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,102,2026-05-29 09:00:14
245,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,56,2026-05-29 09:00:14
246,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,107,2026-05-29 09:00:14
247,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-05-29 09:00:14
248,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-29 09:00:14
249,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,56,2026-05-29 09:00:14
250,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-29 09:00:14
251,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,false,8,64Gi,110,7600m,58Gi,104,2026-05-29 09:00:14
252,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,106,2026-05-29 09:00:14
253,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,54,2026-05-29 17:59:44
254,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,51,2026-05-29 17:59:44
255,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,107,2026-05-29 17:59:44
256,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,108,2026-05-29 17:59:44
257,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,53,2026-05-29 17:59:44
258,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,103,2026-05-29 17:59:44
259,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,106,2026-05-29 17:59:44
260,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,52,2026-05-29 17:59:44
261,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-05-29 17:59:44
262,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,106,2026-05-29 17:59:44
263,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-29 17:59:44
264,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,false,8,64Gi,110,7600m,58Gi,105,2026-05-29 17:59:44
265,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-05-29 17:59:44
266,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,104,2026-05-29 17:59:44
267,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,55,2026-05-29 17:59:44
268,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,107,2026-05-29 17:59:44
269,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,102,2026-05-29 17:59:44
270,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,102,2026-05-29 17:59:44
271,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,54,2026-05-30 02:59:51
272,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,55,2026-05-30 02:59:51
273,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,107,2026-05-30 02:59:51
274,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,103,2026-05-30 02:59:51
275,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,53,2026-05-30 02:59:51
276,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,102,2026-05-30 02:59:51
277,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,103,2026-05-30 02:59:51
278,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,55,2026-05-30 02:59:51
279,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,105,2026-05-30 02:59:51
280,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-05-30 02:59:51
281,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-05-30 02:59:51
282,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-05-30 02:59:51
283,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,104,2026-05-30 02:59:51
284,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,107,2026-05-30 02:59:51
285,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,51,2026-05-30 02:59:51
286,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,103,2026-05-30 02:59:51
287,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-05-30 02:59:51
288,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,107,2026-05-30 02:59:51
289,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,53,2026-05-30 11:59:59
290,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,56,2026-05-30 11:59:59
291,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,105,2026-05-30 11:59:59
292,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,107,2026-05-30 11:59:59
293,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,53,2026-05-30 11:59:59
294,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,105,2026-05-30 11:59:59
295,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-05-30 11:59:59
296,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,52,2026-05-30 11:59:59
297,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,105,2026-05-30 11:59:59
298,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,105,2026-05-30 11:59:59
299,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,51,2026-05-30 11:59:59
300,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,108,2026-05-30 11:59:59
301,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,104,2026-05-30 11:59:59
302,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,103,2026-05-30 11:59:59
303,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,53,2026-05-30 11:59:59
304,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,107,2026-05-30 11:59:59
305,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,105,2026-05-30 11:59:59
306,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,106,2026-05-30 11:59:59
307,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,54,2026-05-30 20:59:42
308,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,52,2026-05-30 20:59:42
309,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,104,2026-05-30 20:59:42
310,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,104,2026-05-30 20:59:42
311,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,53,2026-05-30 20:59:42
312,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,103,2026-05-30 20:59:42
313,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,104,2026-05-30 20:59:42
314,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,52,2026-05-30 20:59:42
315,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-05-30 20:59:42
316,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-05-30 20:59:42
317,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,50,2026-05-30 20:59:42
318,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,108,2026-05-30 20:59:42
319,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,105,2026-05-30 20:59:42
320,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,108,2026-05-30 20:59:42
321,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,53,2026-05-30 20:59:42
322,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-30 20:59:42
323,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-05-30 20:59:42
324,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,104,2026-05-30 20:59:42
325,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-05-31 05:59:45
326,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,55,2026-05-31 05:59:45
327,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,108,2026-05-31 05:59:45
328,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,108,2026-05-31 05:59:45
329,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,56,2026-05-31 05:59:45
330,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,108,2026-05-31 05:59:45
331,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,104,2026-05-31 05:59:45
332,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,53,2026-05-31 05:59:45
333,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-05-31 05:59:45
334,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,108,2026-05-31 05:59:45
335,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,56,2026-05-31 05:59:45
336,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,106,2026-05-31 05:59:45
337,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,102,2026-05-31 05:59:45
338,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,102,2026-05-31 05:59:45
339,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,53,2026-05-31 05:59:45
340,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,107,2026-05-31 05:59:45
341,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-05-31 05:59:45
342,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,103,2026-05-31 05:59:45
343,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,53,2026-05-31 15:00:22
344,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,false,8,64Gi,58,7600m,58Gi,54,2026-05-31 15:00:22
345,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,107,2026-05-31 15:00:22
346,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,108,2026-05-31 15:00:22
347,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,53,2026-05-31 15:00:22
348,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,108,2026-05-31 15:00:22
349,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,103,2026-05-31 15:00:22
350,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,55,2026-05-31 15:00:22
351,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,102,2026-05-31 15:00:22
352,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-05-31 15:00:22
353,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-05-31 15:00:22
354,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,105,2026-05-31 15:00:22
355,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-05-31 15:00:22
356,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,105,2026-05-31 15:00:22
357,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,51,2026-05-31 15:00:22
358,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,103,2026-05-31 15:00:22
359,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,107,2026-05-31 15:00:22
360,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,105,2026-05-31 15:00:22
361,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-06-01 00:00:21
362,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,50,2026-06-01 00:00:21
363,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,107,2026-06-01 00:00:21
364,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,105,2026-06-01 00:00:21
365,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,51,2026-06-01 00:00:21
366,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,107,2026-06-01 00:00:21
367,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,102,2026-06-01 00:00:21
368,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,54,2026-06-01 00:00:21
369,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,105,2026-06-01 00:00:21
370,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-06-01 00:00:21
371,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-06-01 00:00:21
372,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,105,2026-06-01 00:00:21
373,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,105,2026-06-01 00:00:21
374,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,103,2026-06-01 00:00:21
375,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,51,2026-06-01 00:00:21
376,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,107,2026-06-01 00:00:21
377,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,107,2026-06-01 00:00:21
378,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,102,2026-06-01 00:00:21
379,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,52,2026-06-01 09:00:22
380,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,56,2026-06-01 09:00:22
381,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-06-01 09:00:22
382,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,103,2026-06-01 09:00:22
383,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,56,2026-06-01 09:00:22
384,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,107,2026-06-01 09:00:22
385,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,105,2026-06-01 09:00:22
386,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,56,2026-06-01 09:00:22
387,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,108,2026-06-01 09:00:22
388,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,106,2026-06-01 09:00:22
389,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,51,2026-06-01 09:00:22
390,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,104,2026-06-01 09:00:22
391,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,106,2026-06-01 09:00:22
392,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,105,2026-06-01 09:00:22
393,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,55,2026-06-01 09:00:22
394,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,104,2026-06-01 09:00:22
395,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,105,2026-06-01 09:00:22
396,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,106,2026-06-01 09:00:22
397,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,51,2026-06-01 18:00:02
398,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,true,8,64Gi,58,7600m,58Gi,54,2026-06-01 18:00:02
399,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,102,2026-06-01 18:00:02
400,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,true,16,128Gi,110,15200m,117Gi,104,2026-06-01 18:00:02
401,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,false,16,32Gi,58,15200m,29Gi,51,2026-06-01 18:00:02
402,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,true,16,32Gi,110,15200m,29Gi,103,2026-06-01 18:00:02
403,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,103,2026-06-01 18:00:02
404,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,true,16,32Gi,58,15200m,29Gi,56,2026-06-01 18:00:02
405,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,true,16,64Gi,110,15200m,58Gi,105,2026-06-01 18:00:02
406,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-06-01 18:00:02
407,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,true,16,64Gi,58,15200m,58Gi,55,2026-06-01 18:00:02
408,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,true,8,64Gi,110,7600m,58Gi,107,2026-06-01 18:00:02
409,staging-use2-eks,ip-10-20-108-255.use2.compute.internal,true,32,64Gi,110,30400m,58Gi,102,2026-06-01 18:00:02
410,staging-use2-eks,ip-10-8-126-134.use2.compute.internal,true,32,128Gi,110,30400m,117Gi,106,2026-06-01 18:00:02
411,staging-use2-eks,ip-10-14-70-252.use2.compute.internal,true,8,32Gi,58,7600m,29Gi,55,2026-06-01 18:00:02
412,dr-use1-eks,ip-10-40-81-216.use1.compute.internal,true,32,128Gi,110,30400m,117Gi,108,2026-06-01 18:00:02
413,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,true,8,64Gi,110,7600m,58Gi,103,2026-06-01 18:00:02
414,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,true,32,32Gi,110,30400m,29Gi,102,2026-06-01 18:00:02
415,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,true,16,64Gi,58,15200m,58Gi,51,2026-06-02 02:59:36
