node_id,dag_id,node_type,task_name,agent_name,agent_layer,status,created_at,started_at,completed_at,duration_ms,input_data,output_data,error_message,retry_count,max_retries,cpu_usage_ms,memory_usage_mb,metadata,updated_at
node-bf3b7076-7d2,dag-4afb494e-c9c,task,match_sop,worker-prod-usw2-eks-01,worker,FAILED,2026-06-23 10:33:02,2026-06-23 10:33:02,2026-06-23 10:33:05,3352,"{""k"":3}","{""ok"":false}",timeout,2,3,1071,466,"{""layer"":""worker""}",2026-06-23 12:00:00
node-f934fc11-731,dag-e04bb2c0-191,task,evaluate_risk,worker-prod-usw2-eks-05,worker,FAILED,2026-05-24 21:28:35,2026-05-24 21:28:35,2026-05-24 21:28:40,4857,"{""k"":0}","{""ok"":false}",timeout,3,3,2183,25,"{""layer"":""worker""}",2026-06-23 12:00:00
node-ff204795-5ab,dag-e04bb2c0-191,action,run_prediction,worker-staging-use2-eks-04,worker,PENDING,2026-05-24 21:28:38,2026-05-24 21:28:38,,,"{""k"":1}","{""ok"":false}",,0,3,2568,436,"{""layer"":""worker""}",2026-06-23 12:00:00
node-5b262c2b-59d,dag-e04bb2c0-191,task,run_prediction,worker-staging-use2-eks-04,worker,COMPLETED,2026-05-24 21:28:41,2026-05-24 21:28:41,2026-05-24 21:28:47,5179,"{""k"":2}","{""ok"":true}",,0,3,872,40,"{""layer"":""worker""}",2026-06-23 12:00:00
node-0a084f1c-305,dag-e04bb2c0-191,decision,notify,strategist-prod-use2-eks-00,strategist,COMPLETED,2026-05-24 21:28:44,2026-05-24 21:28:44,2026-05-24 21:28:50,5760,"{""k"":3}","{""ok"":true}",,0,3,3755,290,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-4005ca1f-ba7,dag-e04bb2c0-191,task,run_prediction,cluster_manager-staging-use2-eks-01,manager,FAILED,2026-05-24 21:28:47,2026-05-24 21:28:47,2026-05-24 21:28:54,6376,"{""k"":4}","{""ok"":false}",invalid input,2,3,32,449,"{""layer"":""manager""}",2026-06-23 12:00:00
node-3e3222c3-580,dag-e04bb2c0-191,task,collect_metrics,worker-dr-use1-eks-00,worker,COMPLETED,2026-05-24 21:28:50,2026-05-24 21:28:50,2026-05-24 21:28:55,4962,"{""k"":5}","{""ok"":true}",,0,3,3779,204,"{""layer"":""worker""}",2026-06-23 12:00:00
node-24294538-1a7,dag-3036f4d6-410,decision,decide_action,cluster_manager-prod-usw2-eks-01,manager,PENDING,2026-05-29 17:39:44,2026-05-29 17:39:44,,,"{""k"":0}","{""ok"":false}",,0,3,2290,225,"{""layer"":""manager""}",2026-06-23 12:00:00
node-740aaa2b-546,dag-3036f4d6-410,io,run_prediction,worker-staging-use2-eks-01,worker,FAILED,2026-05-29 17:39:47,2026-05-29 17:39:47,2026-05-29 17:39:48,123,"{""k"":1}","{""ok"":false}",timeout,1,3,2595,311,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b06b232b-8fd,dag-3036f4d6-410,decision,match_sop,worker-staging-use2-eks-03,worker,PENDING,2026-05-29 17:39:50,2026-05-29 17:39:50,,,"{""k"":2}","{""ok"":false}",,0,3,140,18,"{""layer"":""worker""}",2026-06-23 12:00:00
node-dd04ed6f-0fc,dag-3036f4d6-410,task,evaluate_risk,cluster_manager-prod-use2-eks-01,manager,FAILED,2026-05-29 17:39:53,2026-05-29 17:39:53,2026-05-29 17:39:55,1558,"{""k"":3}","{""ok"":false}",timeout,2,3,1285,150,"{""layer"":""manager""}",2026-06-23 12:00:00
node-28722cde-319,dag-3036f4d6-410,io,evaluate_risk,worker-staging-use2-eks-03,worker,RUNNING,2026-05-29 17:39:56,2026-05-29 17:39:56,,,"{""k"":4}","{""ok"":false}",,0,3,3990,121,"{""layer"":""worker""}",2026-06-23 12:00:00
node-72dd9473-9cb,dag-3036f4d6-410,action,evaluate_risk,cluster_manager-staging-use2-eks-01,manager,FAILED,2026-05-29 17:39:59,2026-05-29 17:39:59,2026-05-29 17:40:01,1182,"{""k"":5}","{""ok"":false}",exception,3,3,1359,262,"{""layer"":""manager""}",2026-06-23 12:00:00
node-946d7d06-507,dag-3036f4d6-410,io,evaluate_risk,cluster_manager-dr-use1-eks-01,manager,COMPLETED,2026-05-29 17:40:02,2026-05-29 17:40:02,2026-05-29 17:40:10,7783,"{""k"":6}","{""ok"":true}",,0,3,83,262,"{""layer"":""manager""}",2026-06-23 12:00:00
node-2a7e35f3-0c1,dag-3036f4d6-410,action,run_prediction,worker-prod-use2-eks-03,worker,FAILED,2026-05-29 17:40:05,2026-05-29 17:40:05,2026-05-29 17:40:06,415,"{""k"":7}","{""ok"":false}",invalid input,2,3,2168,55,"{""layer"":""worker""}",2026-06-23 12:00:00
node-4578f0cc-2bf,dag-3036f4d6-410,action,notify,worker-staging-use2-eks-05,worker,PENDING,2026-05-29 17:40:08,2026-05-29 17:40:08,,,"{""k"":8}","{""ok"":false}",,0,3,2603,251,"{""layer"":""worker""}",2026-06-23 12:00:00
node-47cd310e-f02,dag-821210d0-4f9,task,run_prediction,worker-prod-use2-eks-03,worker,COMPLETED,2026-06-10 01:44:45,2026-06-10 01:44:45,2026-06-10 01:44:45,94,"{""k"":0}","{""ok"":true}",,0,3,2754,309,"{""layer"":""worker""}",2026-06-23 12:00:00
node-1e2bdc0f-aeb,dag-821210d0-4f9,io,match_sop,worker-prod-use2-eks-04,worker,COMPLETED,2026-06-10 01:44:48,2026-06-10 01:44:48,2026-06-10 01:44:50,2891,"{""k"":1}","{""ok"":true}",,0,3,2123,437,"{""layer"":""worker""}",2026-06-23 12:00:00
node-75607d74-42f,dag-821210d0-4f9,action,notify,worker-staging-use2-eks-00,worker,COMPLETED,2026-06-10 01:44:51,2026-06-10 01:44:51,2026-06-10 01:44:51,279,"{""k"":2}","{""ok"":true}",,0,3,759,229,"{""layer"":""worker""}",2026-06-23 12:00:00
node-035169da-500,dag-821210d0-4f9,io,execute_action,worker-prod-use2-eks-00,worker,COMPLETED,2026-06-10 01:44:54,2026-06-10 01:44:54,2026-06-10 01:44:55,1705,"{""k"":3}","{""ok"":true}",,0,3,1962,469,"{""layer"":""worker""}",2026-06-23 12:00:00
node-e690d698-6b9,dag-821210d0-4f9,decision,decide_action,worker-dr-use1-eks-04,worker,COMPLETED,2026-06-10 01:44:57,2026-06-10 01:44:57,2026-06-10 01:45:02,5134,"{""k"":4}","{""ok"":true}",,0,3,3982,217,"{""layer"":""worker""}",2026-06-23 12:00:00
node-27a552df-be7,dag-0c301005-31e,task,decide_action,worker-prod-usw2-eks-03,worker,COMPLETED,2026-06-21 01:04:27,2026-06-21 01:04:27,2026-06-21 01:04:30,2960,"{""k"":0}","{""ok"":true}",,0,3,1704,481,"{""layer"":""worker""}",2026-06-23 12:00:00
node-495dfa7b-706,dag-0c301005-31e,decision,verify_outcome,worker-prod-use2-eks-04,worker,COMPLETED,2026-06-21 01:04:30,2026-06-21 01:04:30,2026-06-21 01:04:34,3490,"{""k"":1}","{""ok"":true}",,0,3,672,138,"{""layer"":""worker""}",2026-06-23 12:00:00
node-bdcee47f-2ef,dag-0c301005-31e,decision,match_sop,worker-prod-use2-eks-03,worker,COMPLETED,2026-06-21 01:04:33,2026-06-21 01:04:33,2026-06-21 01:04:40,6905,"{""k"":2}","{""ok"":true}",,0,3,3826,24,"{""layer"":""worker""}",2026-06-23 12:00:00
node-a83608bc-270,dag-0c301005-31e,io,notify,worker-staging-use2-eks-04,worker,COMPLETED,2026-06-21 01:04:36,2026-06-21 01:04:36,2026-06-21 01:04:38,1851,"{""k"":3}","{""ok"":true}",,0,3,2864,54,"{""layer"":""worker""}",2026-06-23 12:00:00
node-f0d90295-39e,dag-0c301005-31e,task,collect_metrics,worker-prod-use2-eks-00,worker,COMPLETED,2026-06-21 01:04:39,2026-06-21 01:04:39,2026-06-21 01:04:43,3402,"{""k"":4}","{""ok"":true}",,0,3,2985,210,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b6661d28-225,dag-0c301005-31e,decision,match_sop,strategist-staging-use2-eks-00,strategist,COMPLETED,2026-06-21 01:04:42,2026-06-21 01:04:42,2026-06-21 01:04:50,7724,"{""k"":5}","{""ok"":true}",,0,3,2614,69,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-26834b0b-d02,dag-0c301005-31e,action,notify,worker-staging-use2-eks-00,worker,COMPLETED,2026-06-21 01:04:45,2026-06-21 01:04:45,2026-06-21 01:04:46,651,"{""k"":6}","{""ok"":true}",,0,3,168,475,"{""layer"":""worker""}",2026-06-23 12:00:00
node-549886d8-b79,dag-a6958019-161,task,match_sop,cluster_manager-prod-usw2-eks-00,manager,COMPLETED,2026-06-21 13:56:41,2026-06-21 13:56:41,2026-06-21 13:56:44,2984,"{""k"":0}","{""ok"":true}",,0,3,926,382,"{""layer"":""manager""}",2026-06-23 12:00:00
node-c872b052-e90,dag-a6958019-161,decision,collect_metrics,worker-staging-use2-eks-04,worker,COMPLETED,2026-06-21 13:56:44,2026-06-21 13:56:44,2026-06-21 13:56:50,6161,"{""k"":1}","{""ok"":true}",,0,3,1255,199,"{""layer"":""worker""}",2026-06-23 12:00:00
node-85f64b1d-b5a,dag-a6958019-161,action,collect_metrics,worker-dr-use1-eks-01,worker,COMPLETED,2026-06-21 13:56:47,2026-06-21 13:56:47,2026-06-21 13:56:54,6832,"{""k"":2}","{""ok"":true}",,0,3,443,511,"{""layer"":""worker""}",2026-06-23 12:00:00
node-f8df02bf-538,dag-a6958019-161,action,notify,cluster_manager-prod-use2-eks-00,manager,COMPLETED,2026-06-21 13:56:50,2026-06-21 13:56:50,2026-06-21 13:56:53,3356,"{""k"":3}","{""ok"":true}",,0,3,3348,291,"{""layer"":""manager""}",2026-06-23 12:00:00
node-026629f0-e73,dag-a6958019-161,task,decide_action,strategist-prod-use2-eks-00,strategist,COMPLETED,2026-06-21 13:56:53,2026-06-21 13:56:53,2026-06-21 13:56:59,5864,"{""k"":4}","{""ok"":true}",,0,3,1578,160,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-e0115b59-ef0,dag-a6958019-161,decision,verify_outcome,worker-prod-use2-eks-01,worker,COMPLETED,2026-06-21 13:56:56,2026-06-21 13:56:56,2026-06-21 13:56:57,1374,"{""k"":5}","{""ok"":true}",,0,3,1027,245,"{""layer"":""worker""}",2026-06-23 12:00:00
node-380b22d0-584,dag-a6958019-161,task,execute_action,worker-dr-use1-eks-01,worker,COMPLETED,2026-06-21 13:56:59,2026-06-21 13:56:59,2026-06-21 13:57:06,6927,"{""k"":6}","{""ok"":true}",,0,3,294,445,"{""layer"":""worker""}",2026-06-23 12:00:00
node-ef8e6f84-2d4,dag-a6958019-161,action,notify,cluster_manager-prod-usw2-eks-00,manager,COMPLETED,2026-06-21 13:57:02,2026-06-21 13:57:02,2026-06-21 13:57:03,1248,"{""k"":7}","{""ok"":true}",,0,3,1939,176,"{""layer"":""manager""}",2026-06-23 12:00:00
node-36f341de-858,dag-a6958019-161,action,evaluate_risk,worker-dr-use1-eks-02,worker,COMPLETED,2026-06-21 13:57:05,2026-06-21 13:57:05,2026-06-21 13:57:09,4177,"{""k"":8}","{""ok"":true}",,0,3,3976,56,"{""layer"":""worker""}",2026-06-23 12:00:00
node-39884f66-318,dag-d8815ca8-c5e,io,match_sop,worker-dr-use1-eks-02,worker,COMPLETED,2026-06-03 01:35:09,2026-06-03 01:35:09,2026-06-03 01:35:16,6902,"{""k"":0}","{""ok"":true}",,0,3,1052,367,"{""layer"":""worker""}",2026-06-23 12:00:00
node-7e2d3d65-119,dag-d8815ca8-c5e,io,evaluate_risk,worker-prod-use2-eks-04,worker,COMPLETED,2026-06-03 01:35:12,2026-06-03 01:35:12,2026-06-03 01:35:17,4962,"{""k"":1}","{""ok"":true}",,0,3,3630,309,"{""layer"":""worker""}",2026-06-23 12:00:00
node-bac97827-ae9,dag-d8815ca8-c5e,task,evaluate_risk,worker-prod-usw2-eks-03,worker,COMPLETED,2026-06-03 01:35:15,2026-06-03 01:35:15,2026-06-03 01:35:16,774,"{""k"":2}","{""ok"":true}",,0,3,3171,374,"{""layer"":""worker""}",2026-06-23 12:00:00
node-9a128e47-248,dag-d8815ca8-c5e,task,execute_action,worker-prod-use2-eks-01,worker,COMPLETED,2026-06-03 01:35:18,2026-06-03 01:35:18,2026-06-03 01:35:23,5136,"{""k"":3}","{""ok"":true}",,0,3,1634,426,"{""layer"":""worker""}",2026-06-23 12:00:00
node-23ccb9e3-520,dag-d8815ca8-c5e,action,decide_action,worker-prod-usw2-eks-02,worker,COMPLETED,2026-06-03 01:35:21,2026-06-03 01:35:21,2026-06-03 01:35:26,4750,"{""k"":4}","{""ok"":true}",,0,3,1664,102,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b0104ba2-ded,dag-d8815ca8-c5e,task,execute_action,worker-dr-use1-eks-00,worker,COMPLETED,2026-06-03 01:35:24,2026-06-03 01:35:24,2026-06-03 01:35:25,764,"{""k"":5}","{""ok"":true}",,0,3,3202,43,"{""layer"":""worker""}",2026-06-23 12:00:00
node-6492ac5c-42c,dag-34b9ccad-2b0,task,match_sop,worker-staging-use2-eks-03,worker,COMPLETED,2026-05-27 16:21:21,2026-05-27 16:21:21,2026-05-27 16:21:24,3182,"{""k"":0}","{""ok"":true}",,0,3,283,78,"{""layer"":""worker""}",2026-06-23 12:00:00
node-ad62b5d0-666,dag-34b9ccad-2b0,action,decide_action,worker-prod-usw2-eks-05,worker,COMPLETED,2026-05-27 16:21:24,2026-05-27 16:21:24,2026-05-27 16:21:27,3198,"{""k"":1}","{""ok"":true}",,0,3,1559,488,"{""layer"":""worker""}",2026-06-23 12:00:00
node-1a5cf408-3be,dag-34b9ccad-2b0,decision,run_prediction,worker-staging-use2-eks-05,worker,COMPLETED,2026-05-27 16:21:27,2026-05-27 16:21:27,2026-05-27 16:21:35,7342,"{""k"":2}","{""ok"":true}",,0,3,2646,491,"{""layer"":""worker""}",2026-06-23 12:00:00
node-759b9c9c-758,dag-34b9ccad-2b0,io,run_prediction,worker-prod-usw2-eks-05,worker,COMPLETED,2026-05-27 16:21:30,2026-05-27 16:21:30,2026-05-27 16:21:36,5714,"{""k"":3}","{""ok"":true}",,0,3,878,504,"{""layer"":""worker""}",2026-06-23 12:00:00
node-c8db6d00-2f8,dag-34b9ccad-2b0,io,notify,cluster_manager-staging-use2-eks-01,manager,COMPLETED,2026-05-27 16:21:33,2026-05-27 16:21:33,2026-05-27 16:21:34,422,"{""k"":4}","{""ok"":true}",,0,3,3836,189,"{""layer"":""manager""}",2026-06-23 12:00:00
node-23faef28-b80,dag-34b9ccad-2b0,io,decide_action,worker-staging-use2-eks-02,worker,COMPLETED,2026-05-27 16:21:36,2026-05-27 16:21:36,2026-05-27 16:21:37,310,"{""k"":5}","{""ok"":true}",,0,3,1205,273,"{""layer"":""worker""}",2026-06-23 12:00:00
node-a035ce59-de7,dag-34b9ccad-2b0,io,match_sop,cluster_manager-prod-usw2-eks-01,manager,COMPLETED,2026-05-27 16:21:39,2026-05-27 16:21:39,2026-05-27 16:21:41,1716,"{""k"":6}","{""ok"":true}",,0,3,515,299,"{""layer"":""manager""}",2026-06-23 12:00:00
node-cac0ea24-1b4,dag-34b9ccad-2b0,decision,decide_action,worker-prod-use2-eks-02,worker,COMPLETED,2026-05-27 16:21:42,2026-05-27 16:21:42,2026-05-27 16:21:50,7931,"{""k"":7}","{""ok"":true}",,0,3,3196,402,"{""layer"":""worker""}",2026-06-23 12:00:00
node-30ec3d37-a64,dag-a5f83bd1-7fd,io,notify,worker-prod-usw2-eks-02,worker,COMPLETED,2026-05-27 10:06:12,2026-05-27 10:06:12,2026-05-27 10:06:13,505,"{""k"":0}","{""ok"":true}",,0,3,1462,255,"{""layer"":""worker""}",2026-06-23 12:00:00
node-333b74b1-980,dag-a5f83bd1-7fd,action,verify_outcome,worker-prod-usw2-eks-03,worker,COMPLETED,2026-05-27 10:06:15,2026-05-27 10:06:15,2026-05-27 10:06:20,4317,"{""k"":1}","{""ok"":true}",,0,3,891,271,"{""layer"":""worker""}",2026-06-23 12:00:00
node-436a0288-fc8,dag-a5f83bd1-7fd,io,verify_outcome,worker-staging-use2-eks-05,worker,COMPLETED,2026-05-27 10:06:18,2026-05-27 10:06:18,2026-05-27 10:06:20,2026,"{""k"":2}","{""ok"":true}",,0,3,3985,66,"{""layer"":""worker""}",2026-06-23 12:00:00
node-e90d5777-799,dag-a5f83bd1-7fd,io,evaluate_risk,worker-staging-use2-eks-00,worker,COMPLETED,2026-05-27 10:06:21,2026-05-27 10:06:21,2026-05-27 10:06:28,6279,"{""k"":3}","{""ok"":true}",,0,3,3304,257,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b9f3517b-dc8,dag-a5f83bd1-7fd,task,notify,strategist-prod-use2-eks-00,strategist,COMPLETED,2026-05-27 10:06:24,2026-05-27 10:06:24,2026-05-27 10:06:27,2774,"{""k"":4}","{""ok"":true}",,0,3,339,146,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-3597f6a1-504,dag-a5f83bd1-7fd,task,evaluate_risk,worker-prod-use2-eks-00,worker,COMPLETED,2026-05-27 10:06:27,2026-05-27 10:06:27,2026-05-27 10:06:32,4392,"{""k"":5}","{""ok"":true}",,0,3,1660,282,"{""layer"":""worker""}",2026-06-23 12:00:00
node-17efb1a8-f7a,dag-a5f83bd1-7fd,decision,notify,cluster_manager-prod-use2-eks-00,manager,COMPLETED,2026-05-27 10:06:30,2026-05-27 10:06:30,2026-05-27 10:06:36,5662,"{""k"":6}","{""ok"":true}",,0,3,15,84,"{""layer"":""manager""}",2026-06-23 12:00:00
node-72322d0c-a7b,dag-02d61c70-c7f,task,notify,cluster_manager-prod-use2-eks-00,manager,COMPLETED,2026-06-01 13:46:18,2026-06-01 13:46:18,2026-06-01 13:46:25,6442,"{""k"":0}","{""ok"":true}",,0,3,1791,274,"{""layer"":""manager""}",2026-06-23 12:00:00
node-c0abe5fd-4fd,dag-02d61c70-c7f,io,evaluate_risk,cluster_manager-prod-usw2-eks-01,manager,COMPLETED,2026-06-01 13:46:21,2026-06-01 13:46:21,2026-06-01 13:46:22,1349,"{""k"":1}","{""ok"":true}",,0,3,3061,345,"{""layer"":""manager""}",2026-06-23 12:00:00
node-5a45971a-116,dag-02d61c70-c7f,decision,match_sop,worker-prod-use2-eks-03,worker,COMPLETED,2026-06-01 13:46:24,2026-06-01 13:46:24,2026-06-01 13:46:29,5113,"{""k"":2}","{""ok"":true}",,0,3,557,78,"{""layer"":""worker""}",2026-06-23 12:00:00
node-9c800f81-e39,dag-02d61c70-c7f,decision,evaluate_risk,worker-prod-usw2-eks-02,worker,COMPLETED,2026-06-01 13:46:27,2026-06-01 13:46:27,2026-06-01 13:46:29,2082,"{""k"":3}","{""ok"":true}",,0,3,2760,304,"{""layer"":""worker""}",2026-06-23 12:00:00
node-599dde6a-3f1,dag-df70c3c9-e97,action,match_sop,strategist-prod-usw2-eks-00,strategist,PENDING,2026-06-14 14:06:26,2026-06-14 14:06:26,,,"{""k"":0}","{""ok"":false}",,0,3,3654,350,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-0812a293-5f8,dag-df70c3c9-e97,task,collect_metrics,worker-prod-use2-eks-00,worker,FAILED,2026-06-14 14:06:29,2026-06-14 14:06:29,2026-06-14 14:06:33,3778,"{""k"":1}","{""ok"":false}",timeout,3,3,2740,160,"{""layer"":""worker""}",2026-06-23 12:00:00
node-a3b4e925-cd7,dag-df70c3c9-e97,task,match_sop,cluster_manager-staging-use2-eks-01,manager,RUNNING,2026-06-14 14:06:32,2026-06-14 14:06:32,,,"{""k"":2}","{""ok"":false}",,0,3,2522,80,"{""layer"":""manager""}",2026-06-23 12:00:00
node-32e326ef-635,dag-df70c3c9-e97,decision,collect_metrics,cluster_manager-dr-use1-eks-01,manager,PENDING,2026-06-14 14:06:35,2026-06-14 14:06:35,,,"{""k"":3}","{""ok"":false}",,0,3,2326,257,"{""layer"":""manager""}",2026-06-23 12:00:00
node-2d9271f6-587,dag-df70c3c9-e97,decision,notify,worker-prod-use2-eks-02,worker,RUNNING,2026-06-14 14:06:38,2026-06-14 14:06:38,,,"{""k"":4}","{""ok"":false}",,0,3,2490,379,"{""layer"":""worker""}",2026-06-23 12:00:00
node-f518123c-e7c,dag-df70c3c9-e97,io,collect_metrics,cluster_manager-dr-use1-eks-00,manager,PENDING,2026-06-14 14:06:41,2026-06-14 14:06:41,,,"{""k"":5}","{""ok"":false}",,0,3,1207,388,"{""layer"":""manager""}",2026-06-23 12:00:00
node-88207796-457,dag-df70c3c9-e97,task,match_sop,strategist-staging-use2-eks-00,strategist,PENDING,2026-06-14 14:06:44,2026-06-14 14:06:44,,,"{""k"":6}","{""ok"":false}",,0,3,128,208,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-c90b7510-169,dag-df70c3c9-e97,io,verify_outcome,strategist-prod-use2-eks-00,strategist,FAILED,2026-06-14 14:06:47,2026-06-14 14:06:47,2026-06-14 14:06:50,3125,"{""k"":7}","{""ok"":false}",timeout,1,3,3861,204,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-c9a4c76b-9ce,dag-df70c3c9-e97,action,decide_action,worker-dr-use1-eks-00,worker,PENDING,2026-06-14 14:06:50,2026-06-14 14:06:50,,,"{""k"":8}","{""ok"":false}",,0,3,587,512,"{""layer"":""worker""}",2026-06-23 12:00:00
node-9fceeac6-201,dag-1fa5b98a-e95,io,run_prediction,worker-prod-usw2-eks-04,worker,COMPLETED,2026-06-02 12:39:12,2026-06-02 12:39:12,2026-06-02 12:39:20,7857,"{""k"":0}","{""ok"":true}",,0,3,3842,372,"{""layer"":""worker""}",2026-06-23 12:00:00
node-c192ec39-a29,dag-1fa5b98a-e95,action,execute_action,worker-staging-use2-eks-05,worker,COMPLETED,2026-06-02 12:39:15,2026-06-02 12:39:15,2026-06-02 12:39:23,7586,"{""k"":1}","{""ok"":true}",,0,3,334,272,"{""layer"":""worker""}",2026-06-23 12:00:00
node-3f76a567-b6d,dag-1fa5b98a-e95,io,notify,worker-staging-use2-eks-00,worker,COMPLETED,2026-06-02 12:39:18,2026-06-02 12:39:18,2026-06-02 12:39:18,524,"{""k"":2}","{""ok"":true}",,0,3,891,393,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b3e40cd0-0dc,dag-1fa5b98a-e95,decision,run_prediction,strategist-prod-use2-eks-00,strategist,COMPLETED,2026-06-02 12:39:21,2026-06-02 12:39:21,2026-06-02 12:39:23,2260,"{""k"":3}","{""ok"":true}",,0,3,719,79,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-a278a8a4-b4b,dag-1fa5b98a-e95,task,match_sop,cluster_manager-prod-usw2-eks-01,manager,COMPLETED,2026-06-02 12:39:24,2026-06-02 12:39:24,2026-06-02 12:39:27,3323,"{""k"":4}","{""ok"":true}",,0,3,1251,451,"{""layer"":""manager""}",2026-06-23 12:00:00
node-c405e6fc-e29,dag-02c38d8a-ab8,io,notify,worker-prod-usw2-eks-01,worker,FAILED,2026-06-01 12:19:13,2026-06-01 12:19:13,2026-06-01 12:19:17,4242,"{""k"":0}","{""ok"":false}",invalid input,1,3,1286,422,"{""layer"":""worker""}",2026-06-23 12:00:00
node-877fa844-e1f,dag-02c38d8a-ab8,task,match_sop,strategist-prod-usw2-eks-00,strategist,RUNNING,2026-06-01 12:19:16,2026-06-01 12:19:16,,,"{""k"":1}","{""ok"":false}",,0,3,640,233,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-68ca1f3a-aee,dag-02c38d8a-ab8,task,run_prediction,worker-prod-use2-eks-04,worker,RUNNING,2026-06-01 12:19:19,2026-06-01 12:19:19,,,"{""k"":2}","{""ok"":false}",,0,3,1128,112,"{""layer"":""worker""}",2026-06-23 12:00:00
node-031c81ed-522,dag-02c38d8a-ab8,decision,evaluate_risk,worker-prod-usw2-eks-05,worker,COMPLETED,2026-06-01 12:19:22,2026-06-01 12:19:22,2026-06-01 12:19:30,7897,"{""k"":3}","{""ok"":true}",,0,3,399,47,"{""layer"":""worker""}",2026-06-23 12:00:00
node-1225fb5d-933,dag-02c38d8a-ab8,decision,notify,worker-prod-usw2-eks-03,worker,PENDING,2026-06-01 12:19:25,2026-06-01 12:19:25,,,"{""k"":4}","{""ok"":false}",,0,3,942,65,"{""layer"":""worker""}",2026-06-23 12:00:00
node-da3bf84c-baa,dag-02c38d8a-ab8,action,decide_action,worker-dr-use1-eks-03,worker,PENDING,2026-06-01 12:19:28,2026-06-01 12:19:28,,,"{""k"":5}","{""ok"":false}",,0,3,2316,352,"{""layer"":""worker""}",2026-06-23 12:00:00
node-2eb2d15b-c72,dag-639f6410-608,action,match_sop,worker-prod-usw2-eks-01,worker,PENDING,2026-06-09 19:05:08,2026-06-09 19:05:08,,,"{""k"":0}","{""ok"":false}",,0,3,1558,178,"{""layer"":""worker""}",2026-06-23 12:00:00
node-fac57bac-404,dag-639f6410-608,io,evaluate_risk,cluster_manager-prod-usw2-eks-00,manager,FAILED,2026-06-09 19:05:11,2026-06-09 19:05:11,2026-06-09 19:05:14,3716,"{""k"":1}","{""ok"":false}",timeout,2,3,3449,478,"{""layer"":""manager""}",2026-06-23 12:00:00
node-15838f8a-e29,dag-639f6410-608,task,match_sop,strategist-staging-use2-eks-00,strategist,FAILED,2026-06-09 19:05:14,2026-06-09 19:05:14,2026-06-09 19:05:15,1313,"{""k"":2}","{""ok"":false}",exception,1,3,718,76,"{""layer"":""strategist""}",2026-06-23 12:00:00
node-0a260eed-cb5,dag-639f6410-608,task,decide_action,worker-prod-usw2-eks-04,worker,COMPLETED,2026-06-09 19:05:17,2026-06-09 19:05:17,2026-06-09 19:05:24,7541,"{""k"":3}","{""ok"":true}",,0,3,171,212,"{""layer"":""worker""}",2026-06-23 12:00:00
node-ae3b9f01-c8a,dag-639f6410-608,task,notify,worker-prod-use2-eks-04,worker,FAILED,2026-06-09 19:05:20,2026-06-09 19:05:20,2026-06-09 19:05:24,4893,"{""k"":4}","{""ok"":false}",exception,2,3,2939,217,"{""layer"":""worker""}",2026-06-23 12:00:00
node-b73b9eb0-6ff,dag-639f6410-608,io,run_prediction,worker-dr-use1-eks-04,worker,COMPLETED,2026-06-09 19:05:23,2026-06-09 19:05:23,2026-06-09 19:05:23,599,"{""k"":5}","{""ok"":true}",,0,3,154,32,"{""layer"":""worker""}",2026-06-23 12:00:00
node-61f378df-57c,dag-37a5a2a6-e51,task,match_sop,worker-staging-use2-eks-03,worker,COMPLETED,2026-06-05 04:07:40,2026-06-05 04:07:40,2026-06-05 04:07:42,1946,"{""k"":0}","{""ok"":true}",,0,3,2069,411,"{""layer"":""worker""}",2026-06-23 12:00:00
node-bd9453ca-77a,dag-37a5a2a6-e51,io,run_prediction,worker-dr-use1-eks-00,worker,COMPLETED,2026-06-05 04:07:43,2026-06-05 04:07:43,2026-06-05 04:07:45,1674,"{""k"":1}","{""ok"":true}",,0,3,1055,512,"{""layer"":""worker""}",2026-06-23 12:00:00
node-c79919b6-597,dag-37a5a2a6-e51,io,match_sop,cluster_manager-prod-use2-eks-00,manager,COMPLETED,2026-06-05 04:07:46,2026-06-05 04:07:46,2026-06-05 04:07:49,2363,"{""k"":2}","{""ok"":true}",,0,3,150,244,"{""layer"":""manager""}",2026-06-23 12:00:00
node-950d0958-aee,dag-37a5a2a6-e51,task,evaluate_risk,worker-staging-use2-eks-00,worker,COMPLETED,2026-06-05 04:07:49,2026-06-05 04:07:49,2026-06-05 04:07:51,2188,"{""k"":3}","{""ok"":true}",,0,3,1242,478,"{""layer"":""worker""}",2026-06-23 12:00:00
