id,pod_name,namespace,cluster_name,node_name,environment,jvm_heap_used,jvm_heap_max,jvm_metaspace_used,container_memory_usage,container_memory_limit,container_memory_rss,container_memory_working_set,memory_pressure,swap_usage,cpu_usage_percent,cpu_throttled_periods,gc_duration_seconds,gc_count,thread_count,thread_blocked_count,response_time_ms,network_latency_ms,packet_drops,tcp_connections,dns_resolution_time_ms,http_request_count,http_error_rate,fs_usage_bytes,fs_limit_bytes,io_wait_time_ms,disk_read_bytes,disk_write_bytes,pod_ready,restart_count,oom_events,health_check_failures,startup_time_seconds,security_violations,unauthorized_access_attempts,policy_violations,node_ready,node_memory_available,node_cpu_available,cluster_capacity_percent,collection_timestamp,created_at
369,checkout-web-4263246-52f3a,checkout,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,dr,244056063,557842432,83886080,348651520,697303040,296353792,331218944,0.5,0,20.53,0,0.026823,30,84,0,58.6,23.44,0,213,16.41,52125,0.0057,25694574,62914560,9.19,190115,8777421,true,0,0,0,5.35,0,0,0,true,22548578304,44.83,91.81,2026-05-25 12:00:18,2026-05-25 12:00:18
370,notifications-b036879-82982,notifications,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,dr,295950090,483183820,83886080,422785843,603979776,359367966,401646550,0.7,0,41.33,0,0.028239,33,39,0,103.49,41.4,0,196,17.37,27398,0.0099,1954777,62914560,5.3,139707,7823142,true,2,1,0,26.98,0,0,0,true,5368709120,51.35,81.39,2026-05-25 12:00:18,2026-05-25 12:00:18
371,cart-svc-da3cf51-00806,checkout,dr-use1-eks,ip-10-29-128-5.use1.compute.internal,dr,222540185,483183820,83886080,317914551,603979776,270227368,302018823,0.5264,0,40.88,0,0.004044,33,81,0,81.31,32.52,0,161,17.4,10232,0.0094,8382938,62914560,3.36,4427620,2499261,true,0,0,0,18.88,0,0,0,true,10737418240,31.03,79.19,2026-05-25 12:00:18,2026-05-25 12:00:18
372,config-svc-0f5b883-4b9e2,platform,dr-use1-eks,ip-10-21-57-150.use1.compute.internal,dr,116236772,278501785,83886080,166052532,348127232,141144652,157749905,0.477,0,25.98,0,0.025081,44,57,0,79.69,31.88,0,199,1.47,41437,0.0052,10142423,62914560,7.48,1114662,768794,true,0,0,0,24.98,0,0,0,true,30064771072,55.5,73.82,2026-05-25 12:00:18,2026-05-25 12:00:18
373,payments-api-58c5e74-26d34,payments,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,751619276,1717986918,83886080,1073741824,2147483648,912680550,1020054732,0.5,0,33.3,0,0.001029,46,68,0,74.22,29.69,0,183,10.12,84497,0.0045,26905724,62914560,7.99,3219452,1000745,true,0,0,0,20.26,0,0,0,true,17179869184,20.67,91.87,2026-05-26 00:00:27,2026-05-26 00:00:27
374,payments-api-c9c2b74-00142,payments,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,488479129,1116523724,83886080,697827328,1395654656,593153228,662935961,0.5,0,25.42,0,0.03846,16,131,0,60.26,24.1,0,396,4.59,81716,0.0028,13970755,62914560,19.91,3487507,1080286,true,0,0,0,19.96,0,0,0,true,27917287424,64.6,75.91,2026-05-26 00:00:27,2026-05-26 00:00:27
375,payments-api-1ce3577-591ac,payments,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,751619276,1717986918,83886080,1073741824,2147483648,912680550,1020054732,0.5,0,27.93,0,0.022737,25,198,0,59.37,23.75,0,250,11.81,65940,0.003,20435515,62914560,8.16,504769,6489819,true,0,0,0,3.91,0,0,0,true,15032385536,7.21,65.62,2026-05-26 00:00:27,2026-05-26 00:00:27
376,payments-api-7fa4649-debd8,payments,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,488479129,1116523724,83886080,697827328,1395654656,593153228,662935961,0.5,0,22.58,0,0.004009,80,59,0,70.23,28.09,0,187,8.44,67945,0.0003,33358109,62914560,15.06,2768665,7157610,true,0,0,0,25.21,0,0,0,true,9663676416,51.94,90.14,2026-05-26 00:00:27,2026-05-26 00:00:27
377,payments-worker-7a57672-86691,payments,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,528163243,1288490188,83886080,754518920,1610612736,641341082,716792974,0.4685,0,34.36,0,0.047006,65,51,0,66.28,26.51,0,164,6.95,26331,0.0,19520765,62914560,6.04,54604,2142714,true,0,0,0,16.89,0,0,0,true,16106127360,66.38,81.48,2026-05-26 00:00:27,2026-05-26 00:00:27
378,payments-worker-6e38c94-75bbf,payments,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,576360959,1288490188,83886080,823372799,1610612736,699866879,782204159,0.5112,0,32.95,0,0.019445,51,119,0,67.35,26.94,0,111,8.94,34006,0.0057,14995613,62914560,18.44,2168101,232800,true,0,0,0,8.56,0,0,0,true,23622320128,77.65,79.31,2026-05-26 00:00:27,2026-05-26 00:00:27
379,payments-worker-bff7264-02c23,payments,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,668108325,1288490188,83886080,954440465,1610612736,811274395,906718441,0.5926,0,27.4,0,0.020566,43,180,0,75.92,30.37,0,106,4.48,7434,0.0062,36055790,62914560,7.93,2197846,7348994,true,0,0,0,2.94,0,0,0,true,10737418240,42.12,60.68,2026-05-26 00:00:27,2026-05-26 00:00:27
380,orders-api-bfb2f93-32ad3,orders,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,422785843,966367641,83886080,603979776,1207959552,513382809,573780787,0.5,0,41.26,0,0.042853,6,37,0,56.07,22.43,0,307,12.08,62407,0.0066,16796633,62914560,15.81,1378897,7487253,true,0,0,0,3.75,0,0,0,true,19327352832,45.51,87.04,2026-05-26 00:00:27,2026-05-26 00:00:27
381,orders-api-7f89525-97cdd,orders,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,366267596,837183078,83886080,523239424,1046478848,444753510,497077452,0.5,0,46.12,0,0.034791,34,89,0,76.06,30.42,0,353,19.68,35932,0.0085,10237977,62914560,8.36,1102714,7820672,true,0,0,0,27.16,0,0,0,true,12884901888,28.3,85.39,2026-05-26 00:00:27,2026-05-26 00:00:27
382,orders-api-e9b4a39-c3784,orders,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,366267596,837183078,83886080,523239424,1046478848,444753510,497077452,0.5,0,28.41,0,0.041186,73,21,0,52.47,20.99,0,174,11.13,68575,0.009,22524626,62914560,15.85,4680588,784532,true,0,0,0,17.1,0,0,0,true,8589934592,71.63,83.72,2026-05-26 00:00:27,2026-05-26 00:00:27
383,orders-worker-9681c18-374c7,orders,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,329504522,644245094,83886080,470720746,805306368,400112634,447184708,0.5845,0,25.22,0,0.00646,62,160,0,53.24,21.3,0,253,3.83,71387,0.0044,4527764,62914560,10.38,3411113,2056784,true,0,0,0,25.49,0,0,0,true,4294967296,60.54,51.0,2026-05-26 00:00:27,2026-05-26 00:00:27
384,orders-worker-6ee3345-b0d20,orders,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,328702931,644245094,83886080,469575616,805306368,399139273,446096835,0.5831,0,45.34,0,0.00409,7,198,0,58.76,23.51,0,347,16.46,10878,0.0053,24324283,62914560,10.91,984551,6674004,true,0,0,0,13.9,0,0,0,true,25769803776,14.02,48.82,2026-05-26 00:00:27,2026-05-26 00:00:27
385,orders-worker-06e2683-7270e,orders,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,261961511,557842432,83886080,374230731,697303040,318096121,355519194,0.5367,0,39.83,0,0.032509,60,142,0,89.39,35.75,0,221,4.77,10961,0.0055,21586119,62914560,15.01,1511265,5234833,true,0,0,0,15.0,0,0,0,false,23622320128,18.6,53.4,2026-05-26 00:00:27,2026-05-26 00:00:27
386,auth-gateway-bf1d422-2018d,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,254350627,644245094,83886080,363358039,805306368,308854333,345190137,0.4512,0,49.25,0,0.03466,18,120,0,114.27,45.71,0,246,3.47,36084,0.0042,22265149,62914560,2.76,4788063,6028175,true,0,0,0,14.89,0,0,0,true,17179869184,45.26,75.98,2026-05-26 00:00:27,2026-05-26 00:00:27
387,auth-gateway-7b28269-a7447,identity,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,194302964,557842432,83886080,277575664,697303040,235939314,263696880,0.3981,0,29.46,0,0.002269,29,94,0,52.11,20.84,0,55,4.21,58865,0.005,10829586,62914560,19.66,2861507,4519548,true,0,0,0,5.6,0,0,0,true,30064771072,70.4,79.32,2026-05-26 00:00:27,2026-05-26 00:00:27
388,auth-gateway-9bddb17-f3d59,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,444220254,858993459,83886080,634600364,1073741824,539410309,602870345,0.591,0,30.38,0,0.047483,76,48,0,65.18,26.07,0,309,6.68,59276,0.0099,4814093,62914560,17.43,16155,7565632,true,0,0,0,25.04,0,0,0,true,18253611008,53.99,90.71,2026-05-26 00:00:27,2026-05-26 00:00:27
389,auth-gateway-ec6b034-0575b,identity,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,376884748,858993459,83886080,538406784,1073741824,457645766,511486444,0.5014,0,44.8,0,0.045185,43,100,0,49.36,19.74,0,144,8.68,26318,0.001,17416489,62914560,17.26,2482920,2707042,true,0,0,0,11.77,0,0,0,false,31138512896,21.72,58.76,2026-05-26 00:00:27,2026-05-26 00:00:27
390,session-store-1ac5266-1ca26,identity,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,732535193,1674366156,83886080,1046478848,2092957696,889507020,994154905,0.5,0,47.55,0,0.005339,17,61,0,99.79,39.92,0,192,23.71,53887,0.0097,19498259,62914560,16.68,4997629,1157796,true,0,0,0,10.18,0,0,0,true,22548578304,31.86,69.68,2026-05-26 00:00:27,2026-05-26 00:00:27
391,session-store-4732511-0dba8,identity,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,732535193,1674366156,83886080,1046478848,2092957696,889507020,994154905,0.5,0,33.47,0,0.001091,59,156,0,43.38,17.35,0,356,10.2,49456,0.001,23616540,62914560,16.48,1565401,689757,true,0,0,0,3.88,0,0,0,true,8589934592,29.73,59.29,2026-05-26 00:00:27,2026-05-26 00:00:27
392,search-api-61d1d17-0014f,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1242769495,2576980377,83886080,1775384994,3221225472,1509077244,1686615744,0.5512,0,45.93,0,0.026265,34,131,0,102.85,41.14,0,276,11.65,55965,0.0087,26922765,62914560,13.09,2519098,5232838,true,0,0,0,22.14,0,0,0,true,19327352832,70.73,41.58,2026-05-26 00:00:27,2026-05-26 00:00:27
393,search-api-1271443-2f040,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1016831167,2576980377,83886080,1452615954,3221225472,1234723560,1379985156,0.451,0,48.64,0,0.038307,77,55,0,100.13,40.05,0,344,1.65,4017,0.0078,12284488,62914560,17.47,4870127,4941346,true,0,0,0,6.11,0,0,0,true,6442450944,61.73,44.66,2026-05-26 00:00:27,2026-05-26 00:00:27
394,search-api-4350294-dbefb,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,1256805788,2576980377,83886080,1795436840,3221225472,1526121314,1705664998,0.5574,0,27.99,0,0.031904,11,130,0,61.01,24.4,0,328,11.75,71974,0.0021,37839822,62914560,15.7,501248,3473685,true,0,0,0,16.07,0,0,0,true,5368709120,12.08,88.41,2026-05-26 00:00:27,2026-05-26 00:00:27
395,search-api-eff0684-a368a,search,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,1214263885,3435973836,83886080,1734662693,4294967296,1474463289,1647929558,0.4039,0,24.53,0,0.041212,10,46,0,87.36,34.95,0,208,20.08,88355,0.0051,39924105,62914560,12.58,3083247,5861565,true,0,0,0,28.33,0,0,0,true,16106127360,10.9,69.06,2026-05-26 00:00:27,2026-05-26 00:00:27
396,indexer-4680271-0a829,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,2426205509,5153960755,83886080,3466007871,6442450944,2946106690,3292707477,0.538,0,41.69,0,0.002868,8,21,0,118.16,47.27,0,187,19.85,36401,0.0051,36633765,62914560,19.1,4368874,284292,true,0,0,0,4.22,0,0,0,true,8589934592,13.89,85.2,2026-05-26 00:00:27,2026-05-26 00:00:27
397,indexer-b07f520-eaf04,search,prod-use2-eks,ip-10-17-79-110.use2.compute.internal,prod,1226723092,3349571174,83886080,1752461561,4186963968,1489592326,1664838482,0.4186,0,47.53,0,0.010605,18,47,0,73.3,29.32,0,81,17.98,46093,0.0092,11929138,62914560,10.88,2788148,2181923,true,0,0,0,18.18,0,0,0,true,18253611008,49.64,90.37,2026-05-26 00:00:27,2026-05-26 00:00:27
398,inventory-svc-bfded25-1e6d2,inventory,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,243606385,557842432,83886080,348009122,697303040,295807753,330608665,0.4991,0,45.27,0,0.030511,13,80,0,119.43,47.77,0,214,9.16,65239,0.0062,27361799,62914560,13.84,2659141,2161449,true,0,0,0,2.51,0,0,0,true,13958643712,78.37,55.74,2026-05-26 00:00:27,2026-05-26 00:00:27
399,inventory-svc-3e28589-98330,inventory,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,286716290,644245094,83886080,409594701,805306368,348155495,389114965,0.5086,0,43.59,0,0.044028,14,127,0,42.0,16.8,0,286,1.17,11765,0.0057,14966093,62914560,2.49,1817719,6985246,true,0,0,0,2.51,0,0,0,true,8589934592,50.63,58.92,2026-05-26 00:00:27,2026-05-26 00:00:27
400,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,421776898,858993459,83886080,602538426,1073741824,512157662,572411504,0.5612,0,25.87,0,0.003882,79,125,0,61.34,24.54,0,37,16.39,49708,0.0061,9082186,62914560,5.74,1689978,486122,true,0,0,0,12.05,0,0,0,true,27917287424,30.79,62.47,2026-05-26 00:00:27,2026-05-26 00:00:27
401,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,394600119,644245094,83886080,563714457,805306368,479157288,535528734,0.7,0,29.25,0,0.02852,74,24,0,119.09,47.64,0,173,28.66,65940,0.0056,2815701,62914560,15.36,3454438,4635130,true,2,1,0,17.44,0,0,0,true,12884901888,31.72,91.52,2026-05-26 00:00:27,2026-05-26 00:00:27
402,checkout-web-47df111-4e24c,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,391434789,858993459,83886080,559192557,1073741824,475313673,531232929,0.5208,0,37.11,0,0.017317,62,192,0,56.83,22.73,0,168,2.53,84911,0.0072,24184462,62914560,2.57,3100472,3339098,true,0,0,0,17.87,0,0,0,true,9663676416,43.48,80.36,2026-05-26 00:00:27,2026-05-26 00:00:27
403,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,526133493,858993459,83886080,751619276,1073741824,638876384,714038312,0.7,0,31.89,0,0.031599,51,59,0,101.53,40.61,0,57,24.88,44551,0.005,28711689,62914560,14.37,3177031,8902719,true,2,1,0,26.51,0,0,0,true,25769803776,79.66,71.52,2026-05-26 00:00:27,2026-05-26 00:00:27
404,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,394600119,644245094,83886080,563714457,805306368,479157288,535528734,0.7,0,20.42,0,0.029762,23,103,0,119.73,47.89,0,296,24.15,43527,0.0051,20844300,62914560,13.89,1676849,756410,true,2,1,0,7.37,0,0,0,true,17179869184,40.36,79.08,2026-05-26 00:00:27,2026-05-26 00:00:27
405,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,281857228,644245094,83886080,402653184,805306368,342255206,382520524,0.5,0,31.05,0,0.034701,71,110,0,84.14,33.66,0,125,15.41,60888,0.0055,11354346,62914560,12.2,3848309,1302616,true,0,0,0,24.51,0,0,0,true,2147483648,59.21,58.15,2026-05-26 00:00:27,2026-05-26 00:00:27
406,cart-svc-51c2594-4d271,checkout,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,183133798,418591539,83886080,261619712,523239424,222376755,248538726,0.5,0,47.73,0,0.005948,54,39,0,41.14,16.46,0,273,11.74,1308,0.0006,2570015,62914560,3.29,2316512,8635324,true,0,0,0,24.95,0,0,0,true,24696061952,13.19,84.22,2026-05-26 00:00:27,2026-05-26 00:00:27
407,cart-svc-527eb80-045c0,checkout,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,211392921,483183820,83886080,301989888,603979776,256691404,286890393,0.5,0,24.05,0,0.001411,79,92,0,55.38,22.15,0,367,5.91,42723,0.0025,14414049,62914560,18.65,2088818,6462367,true,0,0,0,6.09,0,0,0,true,16106127360,10.87,53.98,2026-05-26 00:00:27,2026-05-26 00:00:27
408,notifications-1938743-28dca,notifications,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,246988086,483183820,83886080,352840123,603979776,299914104,335198116,0.5842,0,60.0,0,0.00407,12,176,0,333.82,133.53,0,117,47.8,16880,0.0069,14679799,62914560,15.2,4939322,4290746,true,0,0,0,5.02,0,0,0,true,5368709120,13.3,86.01,2026-05-26 00:00:27,2026-05-26 00:00:27
409,notifications-c882a21-88bb7,notifications,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,180519381,483183820,83886080,257884831,603979776,219202106,244990589,0.427,0,49.09,0,0.020905,48,54,0,52.6,21.04,0,366,6.97,11013,0.0075,6434978,62914560,2.68,3254854,6927827,true,0,0,0,29.89,0,0,0,true,19327352832,11.6,76.54,2026-05-26 00:00:27,2026-05-26 00:00:27
410,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,765566452,1717986918,83886080,1093666361,2147483648,929616406,1038983042,0.5093,0,60.0,0,0.023283,53,106,0,178.83,71.53,0,208,25.88,52143,0.0071,27651998,62914560,5.95,2061393,3133310,true,0,0,0,8.2,0,0,0,true,28991029248,78.83,49.99,2026-05-26 00:00:27,2026-05-26 00:00:27
411,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,465261997,1116523724,83886080,664659997,1395654656,564960997,631426997,0.4762,0,60.0,0,0.037748,38,189,0,362.55,145.02,0,328,50.21,42128,0.0028,41182557,62914560,18.04,4298647,228359,true,0,0,0,11.6,0,0,0,true,2147483648,51.11,86.98,2026-05-26 00:00:27,2026-05-26 00:00:27
412,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,520085421,1116523724,83886080,742979174,1395654656,631532297,705830215,0.5324,0,28.11,0,0.020465,47,134,0,81.98,32.79,0,271,4.65,4444,0.0007,29680647,62914560,11.78,4114286,3104204,true,0,0,0,15.07,0,0,0,true,5368709120,76.51,83.3,2026-05-26 00:00:27,2026-05-26 00:00:27
413,recommendation-c460126-52814,search,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,1249107676,3221225472,83886080,1784439538,4026531840,1516773607,1695217561,0.4432,0,22.39,0,0.043592,70,41,0,116.6,46.64,0,211,10.28,12937,0.0035,23614537,62914560,10.29,4974072,5994307,true,0,0,0,22.11,0,0,0,true,7516192768,51.7,53.31,2026-05-26 00:00:27,2026-05-26 00:00:27
414,recommendation-e5d5555-c6e9b,search,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,1904339412,4294967296,83886080,2720484875,5368709120,2312412143,2584460631,0.5067,0,24.22,0,0.007936,72,142,0,47.68,19.07,0,349,10.07,75255,0.002,22916528,62914560,11.93,1359824,377399,true,0,0,0,26.95,0,0,0,true,23622320128,74.69,91.43,2026-05-26 00:00:27,2026-05-26 00:00:27
415,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,217692951,557842432,83886080,310989930,697303040,264341440,295440433,0.446,0,43.25,0,0.042209,71,48,0,222.93,89.17,0,145,6.18,48565,0.0538,40258405,62914560,6.73,3185552,2301600,true,0,0,0,22.21,0,0,0,true,8589934592,9.53,47.2,2026-05-26 00:00:27,2026-05-26 00:00:27
416,image-resizer-9994630-7c707,platform,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,317069439,644245094,83886080,452956342,805306368,385012890,430308524,0.5625,0,26.59,0,0.010061,41,83,0,497.01,198.8,0,258,67.4,66820,0.0683,28770463,62914560,3.19,233091,6229533,true,0,0,0,11.4,0,0,0,true,6442450944,60.42,86.36,2026-05-26 00:00:27,2026-05-26 00:00:27
417,config-svc-027a395-39a4d,platform,prod-use2-eks,ip-10-37-142-3.use2.compute.internal,prod,144128604,278501785,83886080,205898007,348127232,175013305,195603106,0.5914,0,60.0,0,0.046817,65,176,0,311.76,124.7,0,318,49.84,68914,0.0043,39347723,62914560,15.33,1542090,5897810,true,0,0,0,13.28,0,0,0,true,23622320128,63.48,44.05,2026-05-26 00:00:27,2026-05-26 00:00:27
418,config-svc-ddd1723-06ca5,platform,prod-use2-eks,ip-10-24-49-183.use2.compute.internal,prod,98187863,278501785,83886080,140268377,348127232,119228120,133254958,0.4029,0,20.46,0,0.031506,62,62,0,75.83,30.33,0,378,9.57,53806,0.0043,8818541,62914560,7.22,4737356,6893381,true,0,0,0,16.17,0,0,0,true,17179869184,13.49,45.51,2026-05-26 00:00:27,2026-05-26 00:00:27
419,coredns-47d4438-c55d7,kube-system,prod-use2-eks,ip-10-6-44-216.use2.compute.internal,prod,141225401,285212672,83886080,201750574,356515840,171487987,191663045,0.5659,0,34.97,0,0.003229,13,56,0,43.82,17.53,0,267,11.4,2076,0.0095,30992400,62914560,69.44,1194445,2157325,true,0,0,0,28.77,0,0,0,true,21474836480,59.37,52.24,2026-05-26 00:00:27,2026-05-26 00:00:27
420,coredns-e513a45-fb7bf,kube-system,prod-use2-eks,ip-10-32-13-101.use2.compute.internal,prod,99094577,213909504,83886080,141563682,267386880,120329129,134485497,0.5294,0,24.15,0,0.020908,14,130,0,101.12,40.45,0,227,18.89,82455,0.0009,37023553,62914560,73.95,3956649,5157357,true,0,0,0,20.99,0,0,0,true,16106127360,48.67,42.06,2026-05-26 00:00:27,2026-05-26 00:00:27
421,metrics-server-e2e6924-29c37,kube-system,prod-use2-eks,ip-10-40-57-12.use2.compute.internal,prod,92265258,278501785,83886080,131807512,348127232,112036385,125217136,0.3786,0,38.11,0,0.019134,74,136,0,247.56,99.02,0,85,13.84,8868,0.0177,38405845,62914560,7.95,4150005,1970194,true,0,0,0,11.02,0,0,0,true,19327352832,35.05,49.45,2026-05-26 00:00:27,2026-05-26 00:00:27
422,payments-api-1e23165-1e35b,payments,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,prod,751619276,1717986918,83886080,1073741824,2147483648,912680550,1020054732,0.5,0,26.31,0,0.040053,73,93,0,109.61,43.84,0,384,10.75,77121,0.0072,35836511,62914560,7.44,3741151,1160801,true,0,0,0,24.75,0,0,0,true,20401094656,42.26,84.94,2026-05-26 00:00:27,2026-05-26 00:00:27
423,payments-api-b9a1287-dbbfe,payments,prod-usw2-eks,ip-10-22-107-136.usw2.compute.internal,prod,488479129,1116523724,83886080,697827328,1395654656,593153228,662935961,0.5,0,20.69,0,0.04456,68,155,0,91.69,36.68,0,152,15.12,37581,0.0046,3055763,62914560,3.18,1309869,8176333,true,0,0,0,25.11,0,0,0,true,22548578304,24.16,54.36,2026-05-26 00:00:27,2026-05-26 00:00:27
424,payments-api-423b015-b80bd,payments,prod-usw2-eks,ip-10-6-194-142.usw2.compute.internal,prod,563714457,1288490188,83886080,805306368,1610612736,684510412,765041049,0.5,0,33.25,0,0.003556,44,157,0,106.06,42.42,0,223,20.81,61101,0.0041,5822094,62914560,9.7,4517819,8791689,true,0,0,0,4.13,0,0,0,true,7516192768,60.49,77.28,2026-05-26 00:00:27,2026-05-26 00:00:27
425,payments-api-6c2b997-3e07d,payments,prod-usw2-eks,ip-10-15-83-236.usw2.compute.internal,prod,768386570,1717986918,83886080,1097695101,2147483648,933040835,1042810345,0.5112,0,28.88,0,0.048647,42,115,0,75.63,30.25,0,378,3.4,31809,0.0029,29331690,62914560,9.52,2033010,1717063,true,0,0,0,19.94,0,0,0,true,32212254720,44.0,56.52,2026-05-26 00:00:27,2026-05-26 00:00:27
426,payments-worker-1d1bf52-dff66,payments,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,45.65,0,0.031766,50,107,0,49.67,19.87,0,358,7.11,60870,0.0021,27089112,62914560,8.03,250799,7722253,true,2,1,0,18.83,0,0,0,true,18253611008,72.01,73.38,2026-05-26 00:00:27,2026-05-26 00:00:27
427,payments-worker-b4be648-d2dcb,payments,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,prod,471918659,966367641,83886080,674169514,1207959552,573044086,640461038,0.5581,0,38.93,0,0.001966,67,70,0,69.86,27.94,0,73,14.95,35365,0.0097,5315084,62914560,2.48,3948989,2887164,true,0,0,0,28.92,0,0,0,true,5368709120,52.87,69.88,2026-05-26 00:00:27,2026-05-26 00:00:27
428,payments-worker-bbc0947-0aa1a,payments,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,512774635,837183078,83886080,732535193,1046478848,622654914,695908433,0.7,0,31.46,0,0.017755,25,103,0,95.25,38.1,0,73,12.48,38842,0.0026,27002429,62914560,8.6,2979781,7232155,true,2,1,0,10.98,0,0,0,true,15032385536,28.1,48.1,2026-05-26 00:00:27,2026-05-26 00:00:27
429,orders-api-cbca488-26609,orders,prod-usw2-eks,ip-10-12-35-23.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,28.09,0,0.039323,8,67,0,75.02,30.01,0,85,1.97,10547,0.0015,1192858,62914560,15.4,2454258,6808486,true,2,1,0,3.17,0,0,0,true,12884901888,16.73,43.21,2026-05-26 00:00:27,2026-05-26 00:00:27
430,orders-api-21c5d48-15186,orders,prod-usw2-eks,ip-10-29-63-193.usw2.compute.internal,prod,512774635,837183078,83886080,732535193,1046478848,622654914,695908433,0.7,0,40.6,0,0.031523,62,79,0,97.93,39.17,0,244,5.02,5397,0.0051,3295549,62914560,9.55,2001716,2697692,true,2,1,0,29.28,0,0,0,true,12884901888,34.23,83.65,2026-05-26 00:00:27,2026-05-26 00:00:27
431,orders-api-402bb51-ad48f,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,591900180,966367641,83886080,845571686,1207959552,718735933,803293101,0.7,0,43.68,0,0.018021,55,165,0,44.74,17.89,0,218,12.79,15878,0.0073,28571640,62914560,9.6,2816947,8721410,true,2,1,0,9.1,0,0,0,true,6442450944,21.31,53.0,2026-05-26 00:00:27,2026-05-26 00:00:27
432,orders-worker-b907131-2627d,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,281514736,557842432,83886080,402163909,697303040,341839322,382055713,0.5767,0,22.17,0,0.009361,73,165,0,112.44,44.98,0,212,14.02,5468,0.0003,13213692,62914560,182.19,3455455,2412273,true,0,0,0,8.86,0,0,0,true,30064771072,32.19,76.22,2026-05-26 00:00:27,2026-05-26 00:00:27
433,orders-worker-8482791-f2d9f,orders,prod-usw2-eks,ip-10-14-16-161.usw2.compute.internal,prod,314312579,644245094,83886080,449017971,805306368,381665275,426567072,0.5576,0,29.45,0,0.020979,48,153,0,88.18,35.27,0,240,8.65,11566,0.0047,39870503,62914560,182.49,1776677,4537951,true,0,0,0,27.17,0,0,0,true,18253611008,67.01,86.91,2026-05-26 00:00:27,2026-05-26 00:00:27
