id,prediction_id,use_case_id,namespace,pod_name,cluster_name,gbm_prob,risk_level,delivered,channel,suppressed,suppress_reason,alerted_at
218,261,10,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.657,high,true,teams,false,,2026-06-22 02:41:22
219,263,1,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.9163,critical,true,teams,false,,2026-06-22 00:27:26
220,264,13,platform,image-resizer-9994630-7c707,prod-use2-eks,0.8192,high,true,teams,false,,2026-06-20 17:18:10
221,265,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.803,high,true,pagerduty,false,,2026-06-22 23:18:49
222,266,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.6747,high,true,teams,false,,2026-06-13 22:55:15
223,267,1,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.7937,high,false,pagerduty,true,duplicate within suppression window,2026-06-20 14:39:14
224,268,8,search,search-api-1605640-8abaf,staging-use2-eks,0.932,critical,true,slack,false,,2026-06-23 01:15:29
225,270,14,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.7287,high,true,slack,false,,2026-06-17 05:59:40
226,271,6,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.9004,critical,true,teams,false,,2026-06-15 04:45:17
227,274,1,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.6022,medium,true,pagerduty,false,,2026-06-16 18:57:53
228,275,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.6809,high,true,slack,false,,2026-06-18 20:55:39
229,277,5,search,search-api-15a6d76-12766,prod-usw2-eks,0.7949,high,true,teams,false,,2026-06-13 07:23:28
230,278,3,notifications,notifications-1938743-28dca,prod-use2-eks,0.833,high,true,email,false,,2026-06-19 19:27:12
231,279,8,platform,image-resizer-7bb3c89-50e74,prod-use2-eks,0.8368,high,true,teams,false,,2026-06-20 15:46:58
232,280,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.806,high,true,teams,false,,2026-06-23 08:35:13
233,281,10,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.9662,critical,true,teams,false,,2026-06-21 09:13:05
234,282,3,platform,config-svc-027a395-39a4d,prod-use2-eks,0.7753,high,true,teams,false,,2026-06-20 21:51:05
235,283,1,orders,orders-api-cbca488-26609,prod-usw2-eks,0.6079,medium,true,teams,false,,2026-06-20 05:38:24
236,284,2,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.9545,critical,true,pagerduty,false,,2026-06-22 13:03:39
237,285,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.6724,high,true,teams,false,,2026-06-13 19:39:32
238,288,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.896,critical,true,teams,false,,2026-06-05 08:41:16
239,289,13,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.933,critical,false,pagerduty,true,duplicate within suppression window,2026-06-22 14:47:34
240,291,1,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.7563,high,true,email,false,,2026-06-15 16:10:53
241,292,1,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.9271,critical,true,teams,false,,2026-06-23 07:29:51
242,293,8,identity,session-store-a097c68-649a1,staging-use2-eks,0.697,high,true,email,false,,2026-06-20 08:45:00
243,295,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.9492,critical,true,email,false,,2026-06-15 00:36:02
244,296,13,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.8726,critical,true,teams,false,,2026-06-22 09:45:32
245,298,1,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.7705,high,true,teams,false,,2026-06-13 05:43:33
246,301,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.811,high,false,email,true,duplicate within suppression window,2026-06-15 03:49:10
247,305,1,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.9586,critical,true,pagerduty,false,,2026-06-22 20:19:13
248,307,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.8382,high,true,teams,false,,2026-06-16 15:46:57
249,308,5,search,search-api-8352074-5b766,prod-usw2-eks,0.9071,critical,true,teams,false,,2026-06-13 06:06:46
250,310,8,search,search-api-1605640-8abaf,staging-use2-eks,0.6091,medium,true,teams,false,,2026-06-22 20:32:31
251,311,8,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.9063,critical,true,pagerduty,false,,2026-06-20 06:44:50
252,312,14,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.785,high,false,slack,true,duplicate within suppression window,2026-06-20 11:02:35
253,313,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.9132,critical,true,teams,false,,2026-06-18 23:20:07
254,314,6,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.6006,medium,true,email,false,,2026-06-23 03:27:30
255,315,7,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.8097,high,true,email,false,,2026-06-22 09:53:05
256,316,4,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.6094,medium,false,teams,true,duplicate within suppression window,2026-06-15 23:27:02
257,317,1,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.8851,critical,false,teams,true,duplicate within suppression window,2026-06-10 08:21:44
258,318,5,search,search-api-8352074-5b766,prod-usw2-eks,0.6239,medium,true,teams,false,,2026-06-20 17:56:54
259,319,5,search,search-api-be84964-d972c,dr-use1-eks,0.6922,high,true,teams,false,,2026-06-21 21:30:52
260,320,1,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.7823,high,true,email,false,,2026-06-19 01:50:18
261,321,10,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.8281,high,true,email,false,,2026-06-12 15:39:12
262,322,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.6652,high,true,slack,false,,2026-06-19 13:03:37
263,326,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.8618,critical,true,teams,false,,2026-06-14 18:43:38
264,327,1,checkout,checkout-web-c343d41-6a8d2,prod-use2-eks,0.9476,critical,false,email,true,duplicate within suppression window,2026-05-30 08:52:21
265,328,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.8802,critical,true,teams,false,,2026-06-07 16:50:36
266,329,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.6779,high,true,email,false,,2026-06-22 16:06:27
267,330,10,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.8616,critical,true,pagerduty,false,,2026-06-18 06:10:01
268,332,1,payments,payments-api-c9c2b74-00142,prod-use2-eks,0.7184,high,false,email,true,duplicate within suppression window,2026-06-23 10:38:21
269,334,8,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.8253,high,true,email,false,,2026-06-20 09:05:40
270,337,7,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.6209,medium,true,teams,false,,2026-06-22 10:25:17
271,338,4,payments,payments-worker-1d1bf52-dff66,prod-usw2-eks,0.7954,high,true,slack,false,,2026-06-17 08:40:17
272,339,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.7372,high,true,teams,false,,2026-06-22 00:50:30
273,340,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.8087,high,true,pagerduty,false,,2026-06-21 19:36:04
274,343,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.8996,critical,false,pagerduty,true,duplicate within suppression window,2026-06-06 02:20:35
275,344,2,orders,orders-api-cbca488-26609,prod-usw2-eks,0.7916,high,true,teams,false,,2026-06-20 17:32:23
276,345,7,search,search-api-1605640-8abaf,staging-use2-eks,0.7149,high,true,slack,false,,2026-06-23 00:22:35
277,346,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.8532,critical,true,email,false,,2026-06-21 07:26:07
278,347,2,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.6732,high,true,teams,false,,2026-06-19 04:26:15
279,348,10,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.6254,medium,true,teams,false,,2026-06-22 14:49:49
280,349,2,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.8707,critical,true,slack,false,,2026-06-16 06:24:57
281,351,7,search,search-api-1605640-8abaf,staging-use2-eks,0.9168,critical,true,teams,false,,2026-06-23 09:41:36
282,352,7,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.8072,high,true,teams,false,,2026-06-13 13:51:30
283,353,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.712,high,true,pagerduty,false,,2026-06-19 02:17:20
284,355,4,notifications,notifications-b036879-82982,dr-use1-eks,0.9472,critical,true,email,false,,2026-06-23 04:41:40
285,356,5,orders,orders-worker-b907131-2627d,prod-usw2-eks,0.751,high,false,pagerduty,true,duplicate within suppression window,2026-06-18 07:51:30
286,357,2,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.8723,critical,true,teams,false,,2026-06-23 11:06:06
287,359,10,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.7395,high,true,teams,false,,2026-06-22 17:12:34
288,360,1,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.9607,critical,true,email,false,,2026-06-07 04:21:35
289,361,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.7665,high,true,teams,false,,2026-06-22 10:09:09
290,362,2,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.9555,critical,true,teams,false,,2026-06-22 20:02:18
291,363,14,checkout,checkout-web-2b77739-52fdd,staging-use2-eks,0.677,high,true,slack,false,,2026-06-23 02:34:23
292,364,5,payments,payments-api-2729261-453da,staging-use2-eks,0.6996,high,false,teams,true,duplicate within suppression window,2026-06-20 01:23:28
293,366,3,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.7015,high,true,teams,false,,2026-06-23 08:13:35
294,367,10,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.8176,high,true,email,false,,2026-06-19 06:50:47
295,369,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.7186,high,true,email,false,,2026-06-15 03:41:46
296,370,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.6809,high,true,slack,false,,2026-06-03 02:06:51
297,372,4,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.9687,critical,true,slack,false,,2026-06-02 04:46:45
298,373,5,orders,orders-worker-b907131-2627d,prod-usw2-eks,0.7025,high,true,email,false,,2026-06-21 09:29:06
299,376,1,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.6595,high,true,teams,false,,2026-06-11 19:26:53
300,377,13,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.7619,high,true,teams,false,,2026-06-20 23:35:56
301,378,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.9409,critical,false,slack,true,duplicate within suppression window,2026-06-11 07:49:03
302,379,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.7587,high,false,email,true,duplicate within suppression window,2026-06-22 19:26:02
303,381,1,checkout,cart-svc-527eb80-045c0,prod-use2-eks,0.7587,high,true,email,false,,2026-06-21 02:45:37
304,382,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.9229,critical,true,slack,false,,2026-06-17 09:22:23
305,383,13,ledger,ledger-svc-204e643-7d23b,prod-use2-eks,0.9678,critical,false,teams,true,duplicate within suppression window,2026-06-22 06:21:05
306,385,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.753,high,true,teams,false,,2026-06-11 06:16:05
307,386,14,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.6505,high,false,email,true,duplicate within suppression window,2026-06-21 20:34:09
308,387,2,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.9432,critical,true,pagerduty,false,,2026-06-06 04:10:11
309,388,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.9218,critical,true,teams,false,,2026-06-20 23:21:49
310,389,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.8142,high,true,slack,false,,2026-06-10 15:56:44
311,390,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.6627,high,true,slack,false,,2026-06-09 02:23:08
312,391,14,checkout,checkout-web-2b77739-52fdd,staging-use2-eks,0.7951,high,true,email,false,,2026-06-22 19:37:59
313,392,7,search,search-api-1605640-8abaf,staging-use2-eks,0.9454,critical,false,slack,true,duplicate within suppression window,2026-06-23 05:40:32
314,395,2,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.9388,critical,false,teams,true,duplicate within suppression window,2026-06-13 14:48:06
315,396,1,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.6449,medium,false,teams,true,duplicate within suppression window,2026-06-20 12:54:21
316,397,1,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.6612,high,true,slack,false,,2026-06-19 00:58:14
317,398,1,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.6441,medium,true,slack,false,,2026-06-15 20:14:23
318,400,10,checkout,cart-svc-26a7d77-aafdc,prod-use2-eks,0.7789,high,true,pagerduty,false,,2026-06-22 14:50:42
319,401,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.7269,high,true,email,false,,2026-06-17 20:49:48
320,403,1,orders,orders-api-e9b4a39-c3784,prod-use2-eks,0.681,high,false,teams,true,duplicate within suppression window,2026-06-06 17:50:02
321,404,2,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.9607,critical,true,teams,false,,2026-06-17 13:33:06
322,407,1,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.6102,medium,true,pagerduty,false,,2026-06-23 01:34:12
323,408,7,platform,image-resizer-9994630-7c707,prod-use2-eks,0.8951,critical,true,teams,false,,2026-06-22 22:58:26
324,412,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.9252,critical,true,pagerduty,false,,2026-06-20 12:57:14
325,414,5,kube-system,coredns-e513a45-fb7bf,prod-use2-eks,0.8237,high,true,pagerduty,false,,2026-06-13 06:08:27
326,415,5,identity,session-store-28ebc77-cf7c8,prod-usw2-eks,0.6313,medium,false,teams,true,duplicate within suppression window,2026-06-14 17:11:18
327,416,1,payments,payments-worker-1d1bf52-dff66,prod-usw2-eks,0.8843,critical,false,slack,true,duplicate within suppression window,2026-06-01 13:18:55
328,417,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.6347,medium,true,email,false,,2026-06-18 19:39:47
329,418,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.8723,critical,true,teams,false,,2026-06-17 17:10:06
330,419,8,kube-system,metrics-server-e2e6924-29c37,prod-use2-eks,0.8003,high,true,teams,false,,2026-06-14 14:32:15
331,420,2,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.7715,high,true,teams,false,,2026-06-20 11:03:07
332,421,10,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.6156,medium,true,pagerduty,false,,2026-06-19 22:30:08
333,422,4,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.7488,high,true,teams,false,,2026-06-17 22:51:55
334,424,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.6137,medium,true,teams,false,,2026-06-11 18:50:06
335,425,14,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.954,critical,false,email,true,duplicate within suppression window,2026-06-22 22:05:56
336,426,1,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.6905,high,true,email,false,,2026-06-22 17:24:41
337,427,2,payments,payments-api-7fa4649-debd8,prod-use2-eks,0.9546,critical,true,pagerduty,false,,2026-06-23 07:31:53
338,428,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.7971,high,false,teams,true,duplicate within suppression window,2026-06-02 13:30:14
339,429,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.7119,high,true,slack,false,,2026-06-17 01:07:03
340,432,4,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.8192,high,true,pagerduty,false,,2026-06-14 16:26:06
341,433,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.7471,high,true,pagerduty,false,,2026-06-15 15:16:42
342,434,2,orders,orders-api-e9b4a39-c3784,prod-use2-eks,0.8833,critical,true,slack,false,,2026-06-17 08:34:45
343,435,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.7364,high,true,teams,false,,2026-06-11 16:44:05
344,436,1,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.8727,critical,true,email,false,,2026-06-20 12:39:15
345,437,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.9339,critical,true,teams,false,,2026-06-21 16:34:00
346,438,5,checkout,cart-svc-882ca58-64a75,prod-usw2-eks,0.9173,critical,true,email,false,,2026-05-31 17:21:42
347,440,1,payments,payments-api-b9a1287-dbbfe,prod-usw2-eks,0.8502,critical,true,teams,false,,2026-05-28 01:48:09
348,441,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.9592,critical,true,teams,false,,2026-06-15 23:52:54
349,442,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.7794,high,true,teams,false,,2026-06-22 20:03:47
350,443,10,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.6075,medium,true,teams,false,,2026-06-13 22:05:12
351,444,1,payments,payments-api-1ce3577-591ac,prod-use2-eks,0.8255,high,true,email,false,,2026-06-22 14:14:34
352,445,5,search,search-api-8352074-5b766,prod-usw2-eks,0.7415,high,true,pagerduty,false,,2026-06-13 01:36:15
353,446,13,orders,orders-api-8330e48-f22f4,dr-use1-eks,0.9122,critical,true,email,false,,2026-06-16 03:28:27
354,447,5,payments,payments-api-2729261-453da,staging-use2-eks,0.9293,critical,true,pagerduty,false,,2026-05-31 17:12:28
355,448,5,platform,config-svc-929cd33-16be4,staging-use2-eks,0.8102,high,true,teams,false,,2026-06-23 06:33:38
356,449,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.7041,high,false,teams,true,duplicate within suppression window,2026-06-15 21:09:09
357,450,13,kube-system,coredns-4a8b365-1d9fc,prod-usw2-eks,0.8749,critical,true,teams,false,,2026-06-23 05:42:54
358,452,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.6506,high,true,pagerduty,false,,2026-06-21 18:10:40
359,454,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.8707,critical,true,teams,false,,2026-06-06 05:58:46
360,455,1,orders,orders-api-e9b4a39-c3784,prod-use2-eks,0.6829,high,true,slack,false,,2026-06-19 16:00:34
361,456,14,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.7305,high,false,email,true,duplicate within suppression window,2026-06-23 11:17:41
362,457,5,kube-system,coredns-e513a45-fb7bf,prod-use2-eks,0.7072,high,true,teams,false,,2026-06-10 18:49:53
363,458,10,checkout,cart-svc-26a7d77-aafdc,prod-use2-eks,0.8342,high,false,teams,true,duplicate within suppression window,2026-06-14 11:15:32
364,459,1,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.6085,medium,false,teams,true,duplicate within suppression window,2026-06-01 01:38:39
365,460,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.7621,high,true,slack,false,,2026-06-05 18:16:31
366,461,2,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.6378,medium,false,email,true,duplicate within suppression window,2026-06-17 22:09:30
367,463,4,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.815,high,true,email,false,,2026-06-22 05:16:02
368,465,5,payments,payments-api-2729261-453da,staging-use2-eks,0.8219,high,true,teams,false,,2026-06-01 19:01:41
369,466,4,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.9526,critical,true,slack,false,,2026-06-14 23:50:44
370,467,1,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.9019,critical,true,teams,false,,2026-06-19 11:17:19
371,468,2,payments,payments-api-b9a1287-dbbfe,prod-usw2-eks,0.8489,high,true,teams,false,,2026-06-12 04:54:05
372,469,5,kube-system,coredns-47d4438-c55d7,prod-use2-eks,0.9411,critical,true,slack,false,,2026-06-17 01:57:18
373,470,5,search,search-api-d416b43-7cb20,dr-use1-eks,0.8317,high,true,teams,false,,2026-06-08 04:21:48
374,471,3,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.7899,high,true,email,false,,2026-06-21 15:15:37
375,472,5,checkout,cart-svc-0a94879-c1bba,prod-usw2-eks,0.8417,high,true,teams,false,,2026-06-14 17:23:45
376,473,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.6447,medium,true,teams,false,,2026-06-18 08:40:32
377,475,2,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.7973,high,true,slack,false,,2026-06-04 04:36:55
378,476,4,checkout,checkout-web-c2eb578-2d181,prod-use2-eks,0.7964,high,false,teams,true,duplicate within suppression window,2026-06-07 17:04:16
379,477,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.8403,high,true,slack,false,,2026-06-18 01:49:14
380,478,5,search,search-api-a47d446-4ffe2,prod-usw2-eks,0.8833,critical,true,teams,false,,2026-06-19 10:39:58
381,479,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.9513,critical,true,teams,false,,2026-06-22 04:17:35
382,480,2,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.6212,medium,true,pagerduty,false,,2026-06-16 01:02:58
383,482,2,orders,orders-api-7f89525-97cdd,prod-use2-eks,0.6754,high,true,slack,false,,2026-06-20 15:56:29
384,483,4,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.6283,medium,true,email,false,,2026-06-22 14:12:15
385,484,5,ledger,ledger-svc-842cd31-95bfa,prod-usw2-eks,0.7115,high,true,slack,false,,2026-06-19 20:16:50
386,485,5,checkout,cart-svc-ee38458-64d46,prod-usw2-eks,0.7074,high,true,teams,false,,2026-06-09 02:13:06
387,486,13,kube-system,coredns-37f1521-4cd3d,prod-usw2-eks,0.861,critical,true,slack,false,,2026-06-17 00:10:15
388,488,2,payments,payments-api-423b015-b80bd,prod-usw2-eks,0.667,high,true,email,false,,2026-06-16 13:05:59
389,489,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.9471,critical,true,email,false,,2026-06-17 02:38:22
390,491,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.7756,high,false,pagerduty,true,duplicate within suppression window,2026-06-21 17:07:14
391,492,1,payments,payments-worker-1d1bf52-dff66,prod-usw2-eks,0.777,high,true,email,false,,2026-05-31 12:39:42
392,494,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.7633,high,true,slack,false,,2026-06-20 12:57:32
393,495,14,checkout,checkout-web-aca9086-f5fe6,staging-use2-eks,0.6555,high,true,teams,false,,2026-06-23 01:13:42
394,496,4,inventory,inventory-svc-bf8f159-02345,prod-usw2-eks,0.7542,high,true,teams,false,,2026-05-29 18:59:13
395,497,3,ledger,ledger-svc-204e643-7d23b,prod-use2-eks,0.7227,high,false,pagerduty,true,duplicate within suppression window,2026-06-20 04:29:31
396,498,10,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.9319,critical,true,teams,false,,2026-06-22 18:21:05
397,499,2,orders,orders-api-e9b4a39-c3784,prod-use2-eks,0.8848,critical,true,slack,false,,2026-06-07 11:33:17
398,500,4,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.8708,critical,true,pagerduty,false,,2026-06-21 12:16:41
399,501,14,checkout,checkout-web-2b77739-52fdd,staging-use2-eks,0.9498,critical,true,teams,false,,2026-06-23 09:03:17
400,502,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.6471,medium,true,teams,false,,2026-06-20 05:29:51
401,504,13,platform,image-resizer-7bb3c89-50e74,prod-use2-eks,0.6325,medium,true,teams,false,,2026-06-20 20:39:26
402,505,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.6265,medium,true,teams,false,,2026-06-23 10:45:50
403,507,1,identity,session-store-4732511-0dba8,prod-use2-eks,0.6848,high,true,pagerduty,false,,2026-06-22 07:10:59
404,508,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.7569,high,true,pagerduty,false,,2026-06-19 00:41:48
405,509,7,search,search-api-1605640-8abaf,staging-use2-eks,0.9632,critical,true,email,false,,2026-06-23 09:40:38
406,512,4,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.9519,critical,false,pagerduty,true,duplicate within suppression window,2026-06-21 12:58:07
407,513,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.8714,critical,false,email,true,duplicate within suppression window,2026-06-18 19:44:55
408,514,4,orders,orders-api-402bb51-ad48f,prod-usw2-eks,0.6137,medium,false,email,true,duplicate within suppression window,2026-06-20 20:37:17
409,515,3,notifications,notifications-1938743-28dca,prod-use2-eks,0.6913,high,false,slack,true,duplicate within suppression window,2026-06-23 08:25:04
410,516,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.8682,critical,true,slack,false,,2026-06-17 23:15:48
411,517,7,platform,image-resizer-7bb3c89-50e74,prod-use2-eks,0.7487,high,true,email,false,,2026-06-22 13:28:42
412,518,2,payments,payments-api-1e23165-1e35b,prod-usw2-eks,0.9155,critical,true,email,false,,2026-06-09 03:28:36
413,519,5,identity,session-store-d825e25-14f9f,prod-usw2-eks,0.614,medium,true,slack,false,,2026-06-15 13:28:51
414,520,1,checkout,checkout-web-6e9e217-a5c79,dr-use1-eks,0.8082,high,true,teams,false,,2026-06-19 06:58:47
415,521,10,inventory,inventory-svc-1d6f570-1b50d,staging-use2-eks,0.7571,high,true,teams,false,,2026-06-20 08:04:29
416,523,3,platform,config-svc-027a395-39a4d,prod-use2-eks,0.859,critical,true,teams,false,,2026-06-22 03:14:21
417,524,13,platform,config-svc-027a395-39a4d,prod-use2-eks,0.6509,high,true,slack,false,,2026-06-18 02:04:56
418,525,2,checkout,checkout-web-4263246-52f3a,dr-use1-eks,0.8559,critical,false,teams,true,duplicate within suppression window,2026-06-23 09:53:21
419,526,1,orders,orders-api-21c5d48-15186,prod-usw2-eks,0.7339,high,true,slack,false,,2026-06-21 15:19:11
420,528,13,notifications,notifications-1938743-28dca,prod-use2-eks,0.7092,high,true,slack,false,,2026-06-04 16:12:27
421,529,1,checkout,checkout-web-0101b48-2b2af,prod-use2-eks,0.7515,high,true,email,false,,2026-06-23 03:00:15
422,530,5,ledger,ledger-svc-0744083-43011,prod-usw2-eks,0.6629,high,true,teams,false,,2026-06-21 02:20:56
423,531,2,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.7354,high,true,teams,false,,2026-06-22 18:37:33
424,532,1,payments,payments-worker-bbc0947-0aa1a,prod-usw2-eks,0.7962,high,true,email,false,,2026-06-15 07:46:08
425,533,1,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.8776,critical,false,teams,true,duplicate within suppression window,2026-06-23 10:45:43
426,534,14,kube-system,metrics-server-6162d13-d4a14,prod-usw2-eks,0.6679,high,true,slack,false,,2026-06-14 07:02:12
427,535,2,payments,payments-api-58c5e74-26d34,prod-use2-eks,0.877,critical,true,slack,false,,2026-06-22 20:42:41
428,536,5,orders,orders-worker-8482791-f2d9f,prod-usw2-eks,0.6287,medium,true,teams,false,,2026-06-23 10:48:44
429,538,10,identity,session-store-1ac5266-1ca26,prod-use2-eks,0.7412,high,true,pagerduty,false,,2026-06-19 03:33:28
430,539,10,checkout,cart-svc-51c2594-4d271,prod-use2-eks,0.6619,high,true,teams,false,,2026-06-19 13:00:27
431,541,2,orders,orders-api-bfb2f93-32ad3,prod-use2-eks,0.7303,high,true,slack,false,,2026-06-12 23:49:02
432,542,5,ledger,ledger-svc-2014124-29b88,prod-usw2-eks,0.8611,critical,true,slack,false,,2026-06-17 18:09:43
433,546,3,ledger,ledger-svc-f4a6d64-16dde,prod-use2-eks,0.7202,high,true,pagerduty,false,,2026-06-19 04:48:39
