id,agent_id,agent_type,agent_layer,cluster_group,environment,status,last_heartbeat,uptime_seconds,messages_processed,predictions_made,escalations_sent,actions_executed,created_at,updated_at
300,cluster_manager-prod-use2-eks-h025,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:56:06,1525511,405546,37411,2084,3767,2026-06-05 20:14:49,2026-06-23 12:00:00
301,cluster_manager-prod-use2-eks-h026,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:56:21,261105,118386,17911,2491,1358,2026-06-20 11:28:15,2026-06-23 12:00:00
302,cluster_manager-prod-use2-eks-h027,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:00,727161,387452,35359,2491,7399,2026-06-15 02:00:39,2026-06-23 12:00:00
303,cluster_manager-prod-use2-eks-h028,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:59:11,701401,170938,39163,3779,5755,2026-06-15 09:09:59,2026-06-23 12:00:00
304,cluster_manager-prod-use2-eks-h029,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:57:02,1373387,209862,18098,1235,5942,2026-06-07 14:30:13,2026-06-23 12:00:00
305,cluster_manager-prod-use2-eks-h030,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:59:49,2038830,163198,707,3385,3150,2026-05-30 21:39:30,2026-06-23 12:00:00
306,cluster_manager-prod-use2-eks-h031,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:57:40,2095723,465541,26024,22,6574,2026-05-30 05:51:17,2026-06-23 12:00:00
307,cluster_manager-prod-use2-eks-h032,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:55:27,969118,459163,26167,60,5092,2026-06-12 06:48:02,2026-06-23 12:00:00
308,cluster_manager-prod-use2-eks-h033,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:55:53,789351,54274,25593,3044,4289,2026-06-14 08:44:09,2026-06-23 12:00:00
309,strategist-prod-use2-eks-h000,strategist,strategist,prod-use2-eks,prod,stopped,2026-06-23 11:59:17,936429,286572,2897,758,3333,2026-06-12 15:52:51,2026-06-23 12:00:00
310,strategist-prod-use2-eks-h001,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:59:45,1981593,102366,38868,2183,3540,2026-05-31 13:33:27,2026-06-23 12:00:00
311,strategist-prod-use2-eks-h002,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:55:40,382885,277707,5427,1799,2634,2026-06-19 01:38:35,2026-06-23 12:00:00
312,strategist-prod-use2-eks-h003,strategist,strategist,prod-use2-eks,prod,stopped,2026-06-23 11:56:17,1016031,97323,10372,3521,414,2026-06-11 17:46:09,2026-06-23 12:00:00
313,strategist-prod-use2-eks-h004,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:56:53,1315438,485730,28245,3854,1787,2026-06-08 06:36:02,2026-06-23 12:00:00
314,strategist-prod-use2-eks-h005,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:57:21,1330032,167623,33581,3014,1339,2026-06-08 02:32:48,2026-06-23 12:00:00
315,strategist-prod-use2-eks-h006,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:58:28,692719,301639,37685,176,2925,2026-06-15 11:34:41,2026-06-23 12:00:00
316,strategist-prod-use2-eks-h007,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:55:29,1087387,49014,1262,2559,339,2026-06-10 21:56:53,2026-06-23 12:00:00
317,strategist-prod-use2-eks-h008,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:56:34,1246926,335637,6845,1320,771,2026-06-09 01:37:54,2026-06-23 12:00:00
318,strategist-prod-use2-eks-h009,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:58:58,2473702,77098,28594,3220,591,2026-05-25 20:51:38,2026-06-23 12:00:00
319,strategist-prod-use2-eks-h010,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:58:30,1883281,358056,26893,404,6025,2026-06-01 16:51:59,2026-06-23 12:00:00
320,strategist-prod-use2-eks-h011,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:57:28,2507994,410861,26435,1245,2681,2026-05-25 11:20:06,2026-06-23 12:00:00
321,strategist-prod-use2-eks-h012,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:58:23,2358134,7314,2532,3852,6093,2026-05-27 04:57:46,2026-06-23 12:00:00
322,strategist-prod-use2-eks-h013,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:55:21,1777340,113481,15881,2113,7512,2026-06-02 22:17:40,2026-06-23 12:00:00
323,strategist-prod-use2-eks-h014,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:57:26,101962,101097,21632,2537,3651,2026-06-22 07:40:38,2026-06-23 12:00:00
324,strategist-prod-use2-eks-h015,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:58:27,1068549,451995,21458,2375,5670,2026-06-11 03:10:51,2026-06-23 12:00:00
325,strategist-prod-use2-eks-h016,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:57:04,2207513,88062,13818,900,5627,2026-05-28 22:48:07,2026-06-23 12:00:00
326,strategist-prod-use2-eks-h017,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:56:01,2197102,377720,26116,1426,5517,2026-05-29 01:41:38,2026-06-23 12:00:00
327,strategist-prod-use2-eks-h018,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:56:46,598387,321966,31585,2077,7219,2026-06-16 13:46:53,2026-06-23 12:00:00
328,strategist-prod-use2-eks-h019,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:57:18,902720,406537,10406,994,6745,2026-06-13 01:14:40,2026-06-23 12:00:00
329,strategist-prod-use2-eks-h020,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:57:30,394278,136742,16474,924,5498,2026-06-18 22:28:42,2026-06-23 12:00:00
330,strategist-prod-use2-eks-h021,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:57:43,1565426,275037,3789,2599,6100,2026-06-05 09:09:34,2026-06-23 12:00:00
331,strategist-prod-use2-eks-h022,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:58:01,2238894,103767,13644,848,2229,2026-05-28 14:05:06,2026-06-23 12:00:00
332,strategist-prod-use2-eks-h023,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:55:58,334429,447040,28489,2549,6194,2026-06-19 15:06:11,2026-06-23 12:00:00
333,strategist-prod-use2-eks-h024,strategist,strategist,prod-use2-eks,prod,stopped,2026-06-23 11:57:48,462196,227303,36322,1472,576,2026-06-18 03:36:44,2026-06-23 12:00:00
334,strategist-prod-use2-eks-h025,strategist,strategist,prod-use2-eks,prod,stopped,2026-06-23 11:56:23,1942256,75842,33889,2251,4334,2026-06-01 00:29:04,2026-06-23 12:00:00
335,strategist-prod-use2-eks-h026,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:55:27,1615127,463629,22520,1173,224,2026-06-04 19:21:13,2026-06-23 12:00:00
336,strategist-prod-use2-eks-h027,strategist,strategist,prod-use2-eks,prod,stopped,2026-06-23 11:58:28,1150275,56388,9135,1998,6664,2026-06-10 04:28:45,2026-06-23 12:00:00
337,strategist-prod-use2-eks-h028,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:55:50,2188540,87254,11624,876,3583,2026-05-29 04:04:20,2026-06-23 12:00:00
338,strategist-prod-use2-eks-h029,strategist,strategist,prod-use2-eks,prod,degraded,2026-06-23 11:56:24,2441574,268049,18851,2326,4220,2026-05-26 05:47:06,2026-06-23 12:00:00
339,strategist-prod-use2-eks-h030,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:59:23,704097,365376,29085,1830,2978,2026-06-15 08:25:03,2026-06-23 12:00:00
340,strategist-prod-use2-eks-h031,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:59:25,893961,307880,13764,2943,4218,2026-06-13 03:40:39,2026-06-23 12:00:00
341,strategist-prod-use2-eks-h032,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:59:20,519133,268491,8814,3676,6890,2026-06-17 11:47:47,2026-06-23 12:00:00
342,strategist-prod-use2-eks-h033,strategist,strategist,prod-use2-eks,prod,active,2026-06-23 11:55:53,2004802,304241,9775,593,7261,2026-05-31 07:06:38,2026-06-23 12:00:00
343,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:58:30,1789130,385553,21388,3431,5086,2026-06-02 19:01:10,2026-06-23 12:00:00
344,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:26,2583403,474412,31366,1829,6165,2026-05-24 14:23:17,2026-06-23 12:00:00
345,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:56,1188512,194747,24780,2061,6999,2026-06-09 17:51:28,2026-06-23 12:00:00
346,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:58:12,938558,424162,606,2201,1468,2026-06-12 15:17:22,2026-06-23 12:00:00
347,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:54,158146,371324,4023,2608,3685,2026-06-21 16:04:14,2026-06-23 12:00:00
348,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:18,464540,357470,24209,3635,4457,2026-06-18 02:57:40,2026-06-23 12:00:00
349,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:09,1557800,155123,8657,3837,7810,2026-06-05 11:16:40,2026-06-23 12:00:00
350,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:08,2443373,68395,22057,2040,2773,2026-05-26 05:17:07,2026-06-23 12:00:00
351,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:18,734873,141371,6890,2057,2268,2026-06-14 23:52:07,2026-06-23 12:00:00
352,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:34,724848,365144,22491,512,5862,2026-06-15 02:39:12,2026-06-23 12:00:00
353,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:32,508717,56283,29692,3515,3546,2026-06-17 14:41:23,2026-06-23 12:00:00
354,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:43,798576,323866,14108,1929,4360,2026-06-14 06:10:24,2026-06-23 12:00:00
355,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:47,167089,25464,2179,3001,1355,2026-06-21 13:35:11,2026-06-23 12:00:00
356,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:33,1988551,287792,3303,2574,6727,2026-05-31 11:37:29,2026-06-23 12:00:00
357,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:34,1124045,341714,30344,735,4132,2026-06-10 11:45:55,2026-06-23 12:00:00
358,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:14,1913468,383863,5233,3640,7968,2026-06-01 08:28:52,2026-06-23 12:00:00
359,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:19,2447234,319505,29904,927,4572,2026-05-26 04:12:46,2026-06-23 12:00:00
360,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:46,2546621,399861,39461,2164,1044,2026-05-25 00:36:19,2026-06-23 12:00:00
361,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:59,599406,190532,3049,752,332,2026-06-16 13:29:54,2026-06-23 12:00:00
362,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:19,1839621,58912,8649,978,3562,2026-06-02 04:59:39,2026-06-23 12:00:00
363,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:07,2178354,318309,12479,345,7579,2026-05-29 06:54:06,2026-06-23 12:00:00
364,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:40,1821816,111505,2523,2655,4601,2026-06-02 09:56:24,2026-06-23 12:00:00
365,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:21,1611422,326412,16292,3446,4327,2026-06-04 20:22:58,2026-06-23 12:00:00
366,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:32,673212,98686,5659,1390,7183,2026-06-15 16:59:48,2026-06-23 12:00:00
367,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:09,1073883,429803,26767,344,2132,2026-06-11 01:41:57,2026-06-23 12:00:00
368,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:41,811077,244983,33146,954,7679,2026-06-14 02:42:03,2026-06-23 12:00:00
369,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:16,1946850,334536,29536,3150,6779,2026-05-31 23:12:30,2026-06-23 12:00:00
370,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:42,2239990,326096,33234,3443,3585,2026-05-28 13:46:50,2026-06-23 12:00:00
371,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:47,959056,141133,35461,892,5077,2026-06-12 09:35:44,2026-06-23 12:00:00
372,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:57:28,396717,408167,16974,3193,2265,2026-06-18 21:48:03,2026-06-23 12:00:00
373,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:15,1852167,471773,30568,714,1982,2026-06-02 01:30:33,2026-06-23 12:00:00
374,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:09,833729,153256,5026,2354,1112,2026-06-13 20:24:31,2026-06-23 12:00:00
375,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:02,922744,172193,2012,2972,6481,2026-06-12 19:40:56,2026-06-23 12:00:00
376,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:12,1541103,347176,14913,144,5710,2026-06-05 15:54:57,2026-06-23 12:00:00
377,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:20,2267503,337966,2816,3060,4072,2026-05-28 06:08:17,2026-06-23 12:00:00
378,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:24,1292333,356023,34066,2916,5091,2026-06-08 13:01:07,2026-06-23 12:00:00
379,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:46,671083,261099,22217,301,5499,2026-06-15 17:35:17,2026-06-23 12:00:00
380,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:49,1901579,421849,34350,552,3561,2026-06-01 11:47:01,2026-06-23 12:00:00
381,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:29,1295847,260113,18377,2282,7504,2026-06-08 12:02:33,2026-06-23 12:00:00
382,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:46,1925997,54170,15387,1032,2025,2026-06-01 05:00:03,2026-06-23 12:00:00
383,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:59,186181,223364,21721,1811,3268,2026-06-21 08:16:59,2026-06-23 12:00:00
384,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:06,665068,207987,17711,3540,2952,2026-06-15 19:15:32,2026-06-23 12:00:00
385,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:08,2377294,68707,4009,430,6326,2026-05-26 23:38:26,2026-06-23 12:00:00
386,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:34,2469163,489599,39185,2161,3343,2026-05-25 22:07:17,2026-06-23 12:00:00
387,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:58:53,997223,239887,14865,3712,7113,2026-06-11 22:59:37,2026-06-23 12:00:00
388,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:14,2214213,430766,38576,2088,4220,2026-05-28 20:56:27,2026-06-23 12:00:00
389,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:26,61892,4337,1811,944,4843,2026-06-22 18:48:28,2026-06-23 12:00:00
390,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:53,182522,76465,35855,2595,5681,2026-06-21 09:17:58,2026-06-23 12:00:00
391,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:40,25036,290325,31420,2922,4652,2026-06-23 05:02:44,2026-06-23 12:00:00
392,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:43,341485,292773,14563,3486,7505,2026-06-19 13:08:35,2026-06-23 12:00:00
393,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:19,1179224,79234,2285,1491,5319,2026-06-09 20:26:16,2026-06-23 12:00:00
394,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:48,2597090,60107,11189,3985,1703,2026-05-24 10:35:10,2026-06-23 12:00:00
395,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:25,530615,47267,39640,3388,3672,2026-06-17 08:36:25,2026-06-23 12:00:00
396,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:25,1209914,378664,17776,3061,5966,2026-06-09 11:54:46,2026-06-23 12:00:00
397,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:37,2009433,477110,33602,3533,72,2026-05-31 05:49:27,2026-06-23 12:00:00
398,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:23,478316,311154,38465,3983,6764,2026-06-17 23:08:04,2026-06-23 12:00:00
399,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:58:27,725605,207021,1934,2404,7417,2026-06-15 02:26:35,2026-06-23 12:00:00
400,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:23,2168492,333929,36420,2878,3120,2026-05-29 09:38:28,2026-06-23 12:00:00
401,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:22,976821,181192,10334,11,7072,2026-06-12 04:39:39,2026-06-23 12:00:00
402,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:35,2140200,362468,11171,556,5498,2026-05-29 17:30:00,2026-06-23 12:00:00
403,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:00,1736474,59320,13995,2991,4924,2026-06-03 09:38:46,2026-06-23 12:00:00
404,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:37,235648,345769,22630,570,638,2026-06-20 18:32:32,2026-06-23 12:00:00
405,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:11,470377,320233,34611,297,2978,2026-06-18 01:20:23,2026-06-23 12:00:00
406,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:31,1921318,46495,8811,1745,2870,2026-06-01 06:18:02,2026-06-23 12:00:00
407,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:12,2104616,278381,31610,3585,1064,2026-05-30 03:23:04,2026-06-23 12:00:00
408,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:02,1244159,84096,1176,91,1436,2026-06-09 02:24:01,2026-06-23 12:00:00
409,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:43,2507831,200983,26101,3095,3388,2026-05-25 11:22:49,2026-06-23 12:00:00
410,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:34,1410934,295258,25209,740,4672,2026-06-07 04:04:26,2026-06-23 12:00:00
411,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:52,2115097,152913,14121,1399,2056,2026-05-30 00:28:23,2026-06-23 12:00:00
412,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:41,2185744,269224,23674,2262,4243,2026-05-29 04:50:56,2026-06-23 12:00:00
413,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:55,262219,250020,24376,3226,5398,2026-06-20 11:09:41,2026-06-23 12:00:00
414,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:39,989854,132150,8284,3400,3980,2026-06-12 01:02:26,2026-06-23 12:00:00
415,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:43,1606658,442733,35738,983,7944,2026-06-04 21:42:22,2026-06-23 12:00:00
416,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:27,786396,80828,32563,3292,684,2026-06-14 09:33:24,2026-06-23 12:00:00
417,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:52,2188010,209535,36167,1197,5474,2026-05-29 04:13:10,2026-06-23 12:00:00
418,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:30,612100,402608,37223,3424,25,2026-06-16 09:58:20,2026-06-23 12:00:00
419,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:02,408007,237241,7583,2726,6939,2026-06-18 18:39:53,2026-06-23 12:00:00
420,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:43,262185,225386,12757,2974,119,2026-06-20 11:10:15,2026-06-23 12:00:00
421,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:58:37,1724263,68441,23327,566,6758,2026-06-03 13:02:17,2026-06-23 12:00:00
422,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:57:48,107925,374885,16770,1485,1698,2026-06-22 06:01:15,2026-06-23 12:00:00
423,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:00,2157081,475909,38327,541,320,2026-05-29 12:48:39,2026-06-23 12:00:00
424,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:57:47,1535606,248417,33895,3891,4167,2026-06-05 17:26:34,2026-06-23 12:00:00
425,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:51,2057956,272779,18137,3797,5922,2026-05-30 16:20:44,2026-06-23 12:00:00
426,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:20,1655051,249247,13799,2467,6015,2026-06-04 08:15:49,2026-06-23 12:00:00
427,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:30,1971037,120002,26672,2831,4725,2026-05-31 16:29:23,2026-06-23 12:00:00
428,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:00,1453902,59125,1139,172,7885,2026-06-06 16:08:18,2026-06-23 12:00:00
429,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:32,1962186,309475,3066,3884,7639,2026-05-31 18:56:54,2026-06-23 12:00:00
430,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:02,1293428,184169,31516,1109,4197,2026-06-08 12:42:52,2026-06-23 12:00:00
431,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:14,1936963,432072,13064,2299,2398,2026-06-01 01:57:17,2026-06-23 12:00:00
432,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:49,635519,303033,21092,1112,7855,2026-06-16 03:28:01,2026-06-23 12:00:00
433,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:48,1949760,57306,27017,3808,5434,2026-05-31 22:24:00,2026-06-23 12:00:00
434,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:52,168959,213521,5793,1179,924,2026-06-21 13:04:01,2026-06-23 12:00:00
435,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:10,1166576,166905,21793,583,2478,2026-06-09 23:57:04,2026-06-23 12:00:00
436,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:39,2029569,357716,9125,3818,6021,2026-05-31 00:13:51,2026-06-23 12:00:00
437,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:27,677762,215534,7303,1570,1002,2026-06-15 15:43:58,2026-06-23 12:00:00
438,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:59,1300528,178482,10846,3576,7702,2026-06-08 10:44:32,2026-06-23 12:00:00
439,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:58:25,1608257,10570,1080,1763,562,2026-06-04 21:15:43,2026-06-23 12:00:00
440,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:41,1465966,225950,17454,3314,297,2026-06-06 12:47:14,2026-06-23 12:00:00
441,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:49,57452,369133,33602,1961,7425,2026-06-22 20:02:28,2026-06-23 12:00:00
442,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:28,1030904,322616,35622,530,997,2026-06-11 13:38:16,2026-06-23 12:00:00
443,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:04,74368,44772,44,3321,783,2026-06-22 15:20:32,2026-06-23 12:00:00
444,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:07,382270,198921,31640,2173,4278,2026-06-19 01:48:50,2026-06-23 12:00:00
445,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:27,486886,125065,10432,2690,2774,2026-06-17 20:45:14,2026-06-23 12:00:00
446,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:48,656632,100273,21913,1510,334,2026-06-15 21:36:08,2026-06-23 12:00:00
