id,pod_name,namespace,cluster_name,metric_name,mean_value,stddev_value,p95_value,min_value,max_value,sample_count,window_days,computed_at
304,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,container_fs_usage_bytes,4635.297,556.236,6489.416,2317.649,8807.064,681,7,2026-06-21 16:56:10
305,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,container_network_receive_bytes_total,4318.936,518.272,6046.51,2159.468,8205.978,3931,7,2026-06-22 04:44:15
306,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,go_gc_duration_seconds,447.447,53.694,626.426,223.723,850.149,2894,7,2026-06-22 10:27:13
307,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,process_open_fds,1800.206,216.025,2520.288,900.103,3420.39,772,7,2026-06-21 16:19:27
308,inventory-svc-df6d343-0a45b,inventory,prod-use2-eks,tcp_established,1922.375,230.685,2691.324,961.187,3652.512,2366,7,2026-06-22 20:52:00
309,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,container_memory_working_set_bytes,671.163,80.54,939.628,335.581,1275.209,1219,7,2026-06-23 01:08:54
310,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,container_cpu_usage_seconds_total,679.043,81.485,950.66,339.521,1290.182,1260,7,2026-06-22 18:01:43
311,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,container_memory_rss,4269.177,512.301,5976.848,2134.589,8111.437,4987,7,2026-06-23 00:24:41
312,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,1587.474,190.497,2222.464,793.737,3016.201,4632,7,2026-06-23 07:24:32
313,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,http_request_duration_ms,204.052,24.486,285.672,102.026,387.698,1650,7,2026-06-23 01:47:57
314,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,http_requests_total,2984.735,358.168,4178.629,1492.368,5670.997,627,7,2026-06-22 13:33:11
315,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,container_fs_usage_bytes,3341.124,400.935,4677.574,1670.562,6348.136,4543,7,2026-06-22 00:48:22
316,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,container_network_receive_bytes_total,788.708,94.645,1104.191,394.354,1498.544,3717,7,2026-06-23 01:41:58
317,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,go_gc_duration_seconds,4899.236,587.908,6858.93,2449.618,9308.548,4066,7,2026-06-23 10:33:36
318,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,process_open_fds,4708.318,564.998,6591.645,2354.159,8945.804,2482,7,2026-06-22 10:32:33
319,checkout-web-0101b48-2b2af,checkout,prod-use2-eks,tcp_established,527.915,63.35,739.081,263.958,1003.039,4271,7,2026-06-23 08:16:42
320,checkout-web-47df111-4e24c,checkout,prod-use2-eks,container_memory_working_set_bytes,2943.608,353.233,4121.052,1471.804,5592.856,3415,7,2026-06-22 07:04:01
321,checkout-web-47df111-4e24c,checkout,prod-use2-eks,container_cpu_usage_seconds_total,1743.273,209.193,2440.582,871.636,3312.218,2654,7,2026-06-21 22:05:15
322,checkout-web-47df111-4e24c,checkout,prod-use2-eks,container_memory_rss,4133.862,496.063,5787.406,2066.931,7854.337,2077,7,2026-06-21 18:22:31
323,checkout-web-47df111-4e24c,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,3752.082,450.25,5252.915,1876.041,7128.956,2380,7,2026-06-22 05:54:47
324,checkout-web-47df111-4e24c,checkout,prod-use2-eks,http_request_duration_ms,2669.212,320.305,3736.897,1334.606,5071.503,3059,7,2026-06-23 05:35:50
325,checkout-web-47df111-4e24c,checkout,prod-use2-eks,http_requests_total,1128.38,135.406,1579.732,564.19,2143.921,4059,7,2026-06-22 17:04:52
326,checkout-web-47df111-4e24c,checkout,prod-use2-eks,container_fs_usage_bytes,3770.199,452.424,5278.279,1885.1,7163.379,1284,7,2026-06-23 03:40:04
327,checkout-web-47df111-4e24c,checkout,prod-use2-eks,container_network_receive_bytes_total,2556.053,306.726,3578.474,1278.026,4856.5,1292,7,2026-06-22 17:05:59
328,checkout-web-47df111-4e24c,checkout,prod-use2-eks,go_gc_duration_seconds,3982.469,477.896,5575.457,1991.235,7566.692,4758,7,2026-06-23 11:45:54
329,checkout-web-47df111-4e24c,checkout,prod-use2-eks,process_open_fds,2669.351,320.322,3737.092,1334.676,5071.767,639,7,2026-06-22 05:17:11
330,checkout-web-47df111-4e24c,checkout,prod-use2-eks,tcp_established,1275.262,153.031,1785.367,637.631,2422.998,1698,7,2026-06-22 19:13:02
331,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,container_memory_working_set_bytes,719.202,86.304,1006.882,359.601,1366.483,1439,7,2026-06-22 00:54:06
332,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,container_cpu_usage_seconds_total,1162.202,139.464,1627.083,581.101,2208.184,4836,7,2026-06-22 09:32:07
333,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,container_memory_rss,3916.706,470.005,5483.388,1958.353,7441.741,956,7,2026-06-22 01:40:30
334,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,23.567,2.828,32.993,11.783,44.776,822,7,2026-06-21 12:51:28
335,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,http_request_duration_ms,96.068,11.528,134.495,48.034,182.53,648,7,2026-06-22 07:08:50
336,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,http_requests_total,4231.651,507.798,5924.311,2115.825,8040.136,1131,7,2026-06-22 13:52:55
337,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,container_fs_usage_bytes,4535.745,544.289,6350.043,2267.872,8617.915,4107,7,2026-06-21 12:10:55
338,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,container_network_receive_bytes_total,4101.882,492.226,5742.635,2050.941,7793.576,3409,7,2026-06-23 02:57:06
339,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,go_gc_duration_seconds,174.064,20.888,243.69,87.032,330.722,3659,7,2026-06-22 10:11:26
340,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,process_open_fds,1780.134,213.616,2492.188,890.067,3382.255,4830,7,2026-06-22 22:17:06
341,checkout-web-c2eb578-2d181,checkout,prod-use2-eks,tcp_established,1638.898,196.668,2294.457,819.449,3113.906,1025,7,2026-06-22 13:38:37
342,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,container_memory_working_set_bytes,746.757,89.611,1045.46,373.379,1418.839,4287,7,2026-06-22 11:13:07
343,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,container_cpu_usage_seconds_total,4869.022,584.283,6816.63,2434.511,9251.141,4376,7,2026-06-23 05:06:12
344,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,container_memory_rss,2679.395,321.527,3751.153,1339.697,5090.85,888,7,2026-06-21 13:27:58
345,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,156.347,18.762,218.885,78.173,297.058,3125,7,2026-06-23 07:02:40
346,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,http_request_duration_ms,4936.926,592.431,6911.697,2468.463,9380.16,3510,7,2026-06-23 00:41:00
347,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,http_requests_total,638.796,76.656,894.314,319.398,1213.712,4853,7,2026-06-22 03:52:32
348,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,container_fs_usage_bytes,4399.947,527.994,6159.926,2199.974,8359.9,735,7,2026-06-22 07:57:37
349,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,container_network_receive_bytes_total,4929.318,591.518,6901.045,2464.659,9365.704,747,7,2026-06-23 00:19:40
350,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,go_gc_duration_seconds,2072.045,248.645,2900.862,1036.022,3936.885,788,7,2026-06-23 11:08:38
351,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,process_open_fds,874.666,104.96,1224.532,437.333,1661.865,4342,7,2026-06-22 15:01:22
352,checkout-web-c343d41-6a8d2,checkout,prod-use2-eks,tcp_established,1504.74,180.569,2106.636,752.37,2859.006,1412,7,2026-06-22 02:51:44
353,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,container_memory_working_set_bytes,4259.278,511.113,5962.989,2129.639,8092.628,2506,7,2026-06-23 05:01:21
354,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,container_cpu_usage_seconds_total,4399.204,527.904,6158.885,2199.602,8358.487,2879,7,2026-06-23 09:12:06
355,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,container_memory_rss,1506.187,180.742,2108.661,753.093,2861.754,4612,7,2026-06-22 11:33:08
356,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,1816.407,217.969,2542.97,908.203,3451.173,4876,7,2026-06-22 19:13:30
357,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,http_request_duration_ms,2560.243,307.229,3584.34,1280.121,4864.461,2228,7,2026-06-22 01:10:51
358,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,http_requests_total,1347.132,161.656,1885.984,673.566,2559.55,1306,7,2026-06-21 23:32:37
359,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,container_fs_usage_bytes,1202.52,144.302,1683.528,601.26,2284.788,2343,7,2026-06-22 07:08:46
360,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,container_network_receive_bytes_total,4309.095,517.091,6032.733,2154.547,8187.28,604,7,2026-06-21 19:46:15
361,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,go_gc_duration_seconds,969.744,116.369,1357.642,484.872,1842.515,3583,7,2026-06-23 00:23:03
362,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,process_open_fds,2079.296,249.515,2911.014,1039.648,3950.662,1322,7,2026-06-23 00:38:12
363,cart-svc-26a7d77-aafdc,checkout,prod-use2-eks,tcp_established,2044.402,245.328,2862.163,1022.201,3884.364,1357,7,2026-06-23 02:19:53
364,cart-svc-51c2594-4d271,checkout,prod-use2-eks,container_memory_working_set_bytes,2276.21,273.145,3186.693,1138.105,4324.798,877,7,2026-06-22 15:26:51
365,cart-svc-51c2594-4d271,checkout,prod-use2-eks,container_cpu_usage_seconds_total,2715.505,325.861,3801.707,1357.752,5159.459,4819,7,2026-06-23 01:54:04
366,cart-svc-51c2594-4d271,checkout,prod-use2-eks,container_memory_rss,4741.855,569.023,6638.597,2370.928,9009.525,2051,7,2026-06-22 17:32:33
367,cart-svc-51c2594-4d271,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,2744.683,329.362,3842.556,1372.341,5214.897,1122,7,2026-06-21 21:52:23
368,cart-svc-51c2594-4d271,checkout,prod-use2-eks,http_request_duration_ms,3198.981,383.878,4478.573,1599.49,6078.063,2698,7,2026-06-21 12:33:43
369,cart-svc-51c2594-4d271,checkout,prod-use2-eks,http_requests_total,77.61,9.313,108.654,38.805,147.459,1976,7,2026-06-22 02:34:05
370,cart-svc-51c2594-4d271,checkout,prod-use2-eks,container_fs_usage_bytes,112.256,13.471,157.158,56.128,213.286,2933,7,2026-06-21 18:16:24
371,cart-svc-51c2594-4d271,checkout,prod-use2-eks,container_network_receive_bytes_total,228.218,27.386,319.506,114.109,433.615,3432,7,2026-06-22 17:41:03
372,cart-svc-51c2594-4d271,checkout,prod-use2-eks,go_gc_duration_seconds,3145.18,377.422,4403.252,1572.59,5975.841,2681,7,2026-06-21 12:12:51
373,cart-svc-51c2594-4d271,checkout,prod-use2-eks,process_open_fds,3125.722,375.087,4376.01,1562.861,5938.871,943,7,2026-06-21 12:13:41
374,cart-svc-51c2594-4d271,checkout,prod-use2-eks,tcp_established,4426.93,531.232,6197.703,2213.465,8411.168,2436,7,2026-06-21 16:42:59
375,cart-svc-527eb80-045c0,checkout,prod-use2-eks,container_memory_working_set_bytes,1793.967,215.276,2511.553,896.983,3408.537,3728,7,2026-06-23 03:08:27
376,cart-svc-527eb80-045c0,checkout,prod-use2-eks,container_cpu_usage_seconds_total,909.058,109.087,1272.682,454.529,1727.211,1020,7,2026-06-22 04:43:33
377,cart-svc-527eb80-045c0,checkout,prod-use2-eks,container_memory_rss,2954.095,354.491,4135.733,1477.048,5612.781,2820,7,2026-06-22 11:00:04
378,cart-svc-527eb80-045c0,checkout,prod-use2-eks,kube_pod_container_status_restarts_total,669.041,80.285,936.658,334.521,1271.179,4825,7,2026-06-22 19:57:24
379,cart-svc-527eb80-045c0,checkout,prod-use2-eks,http_request_duration_ms,925.77,111.092,1296.078,462.885,1758.963,3317,7,2026-06-23 06:34:26
380,cart-svc-527eb80-045c0,checkout,prod-use2-eks,http_requests_total,3981.546,477.786,5574.165,1990.773,7564.938,4709,7,2026-06-22 22:40:25
381,cart-svc-527eb80-045c0,checkout,prod-use2-eks,container_fs_usage_bytes,3423.569,410.828,4792.996,1711.784,6504.78,2306,7,2026-06-22 01:42:07
382,cart-svc-527eb80-045c0,checkout,prod-use2-eks,container_network_receive_bytes_total,2010.612,241.273,2814.857,1005.306,3820.163,2353,7,2026-06-23 07:39:59
383,cart-svc-527eb80-045c0,checkout,prod-use2-eks,go_gc_duration_seconds,231.684,27.802,324.358,115.842,440.2,2425,7,2026-06-22 04:35:28
384,cart-svc-527eb80-045c0,checkout,prod-use2-eks,process_open_fds,4968.764,596.252,6956.269,2484.382,9440.651,1365,7,2026-06-22 06:27:10
385,cart-svc-527eb80-045c0,checkout,prod-use2-eks,tcp_established,4404.672,528.561,6166.541,2202.336,8368.877,1942,7,2026-06-22 13:17:13
386,notifications-1938743-28dca,notifications,prod-use2-eks,container_memory_working_set_bytes,1862.575,223.509,2607.604,931.287,3538.892,2633,7,2026-06-22 07:15:38
387,notifications-1938743-28dca,notifications,prod-use2-eks,container_cpu_usage_seconds_total,4482.83,537.94,6275.962,2241.415,8517.377,4308,7,2026-06-22 17:35:11
388,notifications-1938743-28dca,notifications,prod-use2-eks,container_memory_rss,510.459,61.255,714.642,255.229,969.872,4594,7,2026-06-22 07:37:28
389,notifications-1938743-28dca,notifications,prod-use2-eks,kube_pod_container_status_restarts_total,3125.277,375.033,4375.387,1562.638,5938.026,4592,7,2026-06-22 07:48:25
390,notifications-1938743-28dca,notifications,prod-use2-eks,http_request_duration_ms,3769.526,452.343,5277.336,1884.763,7162.099,1673,7,2026-06-21 18:29:40
391,notifications-1938743-28dca,notifications,prod-use2-eks,http_requests_total,1854.194,222.503,2595.871,927.097,3522.968,4413,7,2026-06-22 00:45:17
392,notifications-1938743-28dca,notifications,prod-use2-eks,container_fs_usage_bytes,3498.108,419.773,4897.351,1749.054,6646.404,4557,7,2026-06-23 08:40:27
393,notifications-1938743-28dca,notifications,prod-use2-eks,container_network_receive_bytes_total,2915.009,349.801,4081.013,1457.505,5538.518,1313,7,2026-06-21 21:47:28
394,notifications-1938743-28dca,notifications,prod-use2-eks,go_gc_duration_seconds,387.351,46.482,542.291,193.675,735.967,2135,7,2026-06-23 06:02:20
395,notifications-1938743-28dca,notifications,prod-use2-eks,process_open_fds,1471.967,176.636,2060.753,735.983,2796.736,2032,7,2026-06-23 03:00:44
396,notifications-1938743-28dca,notifications,prod-use2-eks,tcp_established,915.556,109.867,1281.778,457.778,1739.556,2314,7,2026-06-23 04:52:05
397,notifications-c882a21-88bb7,notifications,prod-use2-eks,container_memory_working_set_bytes,2779.121,333.495,3890.77,1389.561,5280.331,4094,7,2026-06-21 17:19:21
398,notifications-c882a21-88bb7,notifications,prod-use2-eks,container_cpu_usage_seconds_total,224.5,26.94,314.3,112.25,426.549,4602,7,2026-06-21 20:02:12
399,notifications-c882a21-88bb7,notifications,prod-use2-eks,container_memory_rss,3274.788,392.975,4584.703,1637.394,6222.098,538,7,2026-06-23 03:56:09
400,notifications-c882a21-88bb7,notifications,prod-use2-eks,kube_pod_container_status_restarts_total,3824.585,458.95,5354.419,1912.292,7266.711,2039,7,2026-06-22 05:12:20
401,notifications-c882a21-88bb7,notifications,prod-use2-eks,http_request_duration_ms,2148.254,257.791,3007.556,1074.127,4081.684,546,7,2026-06-23 11:22:36
402,notifications-c882a21-88bb7,notifications,prod-use2-eks,http_requests_total,4344.949,521.394,6082.928,2172.474,8255.402,775,7,2026-06-23 03:32:45
403,notifications-c882a21-88bb7,notifications,prod-use2-eks,container_fs_usage_bytes,4039.125,484.695,5654.775,2019.563,7674.338,4222,7,2026-06-22 18:41:41
404,notifications-c882a21-88bb7,notifications,prod-use2-eks,container_network_receive_bytes_total,707.28,84.874,990.192,353.64,1343.832,3519,7,2026-06-22 19:38:03
405,notifications-c882a21-88bb7,notifications,prod-use2-eks,go_gc_duration_seconds,3591.121,430.934,5027.569,1795.56,6823.129,2683,7,2026-06-21 20:07:40
406,notifications-c882a21-88bb7,notifications,prod-use2-eks,process_open_fds,3194.064,383.288,4471.69,1597.032,6068.722,1238,7,2026-06-23 06:17:44
407,notifications-c882a21-88bb7,notifications,prod-use2-eks,tcp_established,4221.464,506.576,5910.049,2110.732,8020.781,1206,7,2026-06-22 10:41:08
408,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,container_memory_working_set_bytes,1873.188,224.783,2622.464,936.594,3559.058,4717,7,2026-06-22 22:54:29
409,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,container_cpu_usage_seconds_total,164.543,19.745,230.36,82.271,312.631,2568,7,2026-06-21 21:48:15
410,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,container_memory_rss,3843.657,461.239,5381.12,1921.829,7302.949,3008,7,2026-06-22 06:07:57
411,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,kube_pod_container_status_restarts_total,128.872,15.465,180.421,64.436,244.857,947,7,2026-06-22 14:29:53
412,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,http_request_duration_ms,4622.009,554.641,6470.813,2311.005,8781.818,2159,7,2026-06-22 06:47:58
413,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,http_requests_total,4914.051,589.686,6879.672,2457.026,9336.698,586,7,2026-06-23 03:16:39
414,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,container_fs_usage_bytes,2029.933,243.592,2841.906,1014.967,3856.873,2851,7,2026-06-21 13:37:22
415,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,container_network_receive_bytes_total,2777.05,333.246,3887.869,1388.525,5276.394,2233,7,2026-06-23 03:35:40
416,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,go_gc_duration_seconds,1222.958,146.755,1712.142,611.479,2323.621,1677,7,2026-06-22 18:29:11
417,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,process_open_fds,1962.301,235.476,2747.221,981.15,3728.372,907,7,2026-06-21 12:57:18
418,ledger-svc-204e643-7d23b,ledger,prod-use2-eks,tcp_established,4611.856,553.423,6456.598,2305.928,8762.526,4423,7,2026-06-21 22:45:02
419,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,container_memory_working_set_bytes,2244.352,269.322,3142.093,1122.176,4264.269,3168,7,2026-06-22 21:33:46
420,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,container_cpu_usage_seconds_total,4012.175,481.461,5617.045,2006.087,7623.132,986,7,2026-06-23 05:02:12
421,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,container_memory_rss,3646.708,437.605,5105.391,1823.354,6928.745,2131,7,2026-06-23 10:52:43
422,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,kube_pod_container_status_restarts_total,1006.326,120.759,1408.857,503.163,1912.02,2239,7,2026-06-22 20:23:16
423,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,http_request_duration_ms,447.436,53.692,626.411,223.718,850.129,3703,7,2026-06-22 15:53:14
424,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,http_requests_total,4632.232,555.868,6485.124,2316.116,8801.24,4855,7,2026-06-23 05:42:38
425,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,container_fs_usage_bytes,2812.932,337.552,3938.105,1406.466,5344.572,3027,7,2026-06-21 12:52:43
426,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,container_network_receive_bytes_total,1028.576,123.429,1440.006,514.288,1954.294,626,7,2026-06-22 03:15:27
427,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,go_gc_duration_seconds,1767.089,212.051,2473.924,883.544,3357.469,3482,7,2026-06-22 04:00:59
428,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,process_open_fds,1269.445,152.333,1777.223,634.723,2411.946,2190,7,2026-06-22 14:48:11
429,ledger-svc-f4a6d64-16dde,ledger,prod-use2-eks,tcp_established,4878.138,585.377,6829.393,2439.069,9268.462,4621,7,2026-06-22 01:16:01
430,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,container_memory_working_set_bytes,2927.436,351.292,4098.411,1463.718,5562.129,2383,7,2026-06-22 03:28:47
431,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,container_cpu_usage_seconds_total,302.243,36.269,423.14,151.122,574.262,3782,7,2026-06-21 14:59:53
432,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,container_memory_rss,549.368,65.924,769.115,274.684,1043.798,1199,7,2026-06-22 12:03:31
433,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,kube_pod_container_status_restarts_total,4081.403,489.768,5713.965,2040.702,7754.666,2707,7,2026-06-22 15:26:27
434,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,http_request_duration_ms,2084.224,250.107,2917.914,1042.112,3960.026,4704,7,2026-06-21 18:49:04
435,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,http_requests_total,4614.029,553.683,6459.641,2307.015,8766.655,991,7,2026-06-22 06:47:20
436,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,container_fs_usage_bytes,2640.838,316.901,3697.173,1320.419,5017.592,3063,7,2026-06-23 11:12:08
437,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,container_network_receive_bytes_total,2352.716,282.326,3293.803,1176.358,4470.161,4568,7,2026-06-22 10:39:43
438,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,go_gc_duration_seconds,3226.694,387.203,4517.372,1613.347,6130.719,1628,7,2026-06-22 13:12:26
439,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,process_open_fds,2886.707,346.405,4041.39,1443.354,5484.744,1724,7,2026-06-23 09:34:29
440,ledger-svc-1232e29-49ea1,ledger,prod-use2-eks,tcp_established,3738.163,448.58,5233.429,1869.082,7102.511,3756,7,2026-06-22 21:48:31
441,recommendation-c460126-52814,search,prod-use2-eks,container_memory_working_set_bytes,651.44,78.173,912.016,325.72,1237.737,2584,7,2026-06-22 21:50:31
442,recommendation-c460126-52814,search,prod-use2-eks,container_cpu_usage_seconds_total,2414.22,289.706,3379.909,1207.11,4587.019,4281,7,2026-06-22 12:58:51
443,recommendation-c460126-52814,search,prod-use2-eks,container_memory_rss,4222.988,506.759,5912.183,2111.494,8023.677,2244,7,2026-06-21 22:29:40
444,recommendation-c460126-52814,search,prod-use2-eks,kube_pod_container_status_restarts_total,1396.086,167.53,1954.52,698.043,2652.563,1326,7,2026-06-22 00:13:04
445,recommendation-c460126-52814,search,prod-use2-eks,http_request_duration_ms,1046.357,125.563,1464.9,523.178,1988.078,3976,7,2026-06-22 04:54:59
446,recommendation-c460126-52814,search,prod-use2-eks,http_requests_total,1075.876,129.105,1506.226,537.938,2044.164,2941,7,2026-06-22 23:16:10
447,recommendation-c460126-52814,search,prod-use2-eks,container_fs_usage_bytes,4241.416,508.97,5937.982,2120.708,8058.69,3799,7,2026-06-23 02:44:23
448,recommendation-c460126-52814,search,prod-use2-eks,container_network_receive_bytes_total,1266.472,151.977,1773.061,633.236,2406.297,1631,7,2026-06-22 15:45:08
449,recommendation-c460126-52814,search,prod-use2-eks,go_gc_duration_seconds,2548.607,305.833,3568.05,1274.303,4842.353,4501,7,2026-06-22 04:28:17
450,recommendation-c460126-52814,search,prod-use2-eks,process_open_fds,1630.789,195.695,2283.105,815.394,3098.499,4007,7,2026-06-22 00:09:29
451,recommendation-c460126-52814,search,prod-use2-eks,tcp_established,637.246,76.47,892.144,318.623,1210.767,1256,7,2026-06-22 00:32:11
452,recommendation-e5d5555-c6e9b,search,prod-use2-eks,container_memory_working_set_bytes,3646.012,437.521,5104.417,1823.006,6927.423,3948,7,2026-06-22 14:32:00
453,recommendation-e5d5555-c6e9b,search,prod-use2-eks,container_cpu_usage_seconds_total,4521.256,542.551,6329.758,2260.628,8590.386,1718,7,2026-06-22 08:42:56
454,recommendation-e5d5555-c6e9b,search,prod-use2-eks,container_memory_rss,509.025,61.083,712.636,254.513,967.148,3037,7,2026-06-22 05:59:15
455,recommendation-e5d5555-c6e9b,search,prod-use2-eks,kube_pod_container_status_restarts_total,4721.56,566.587,6610.184,2360.78,8970.964,3850,7,2026-06-21 14:27:26
456,recommendation-e5d5555-c6e9b,search,prod-use2-eks,http_request_duration_ms,646.323,77.559,904.852,323.161,1228.013,1697,7,2026-06-23 03:35:48
457,recommendation-e5d5555-c6e9b,search,prod-use2-eks,http_requests_total,1623.232,194.788,2272.524,811.616,3084.14,1801,7,2026-06-23 06:55:50
458,recommendation-e5d5555-c6e9b,search,prod-use2-eks,container_fs_usage_bytes,1808.593,217.031,2532.03,904.296,3436.326,3344,7,2026-06-23 08:43:40
459,recommendation-e5d5555-c6e9b,search,prod-use2-eks,container_network_receive_bytes_total,2970.782,356.494,4159.095,1485.391,5644.486,980,7,2026-06-23 04:31:53
460,recommendation-e5d5555-c6e9b,search,prod-use2-eks,go_gc_duration_seconds,3916.243,469.949,5482.741,1958.122,7440.863,4595,7,2026-06-23 08:24:01
461,recommendation-e5d5555-c6e9b,search,prod-use2-eks,process_open_fds,211.73,25.408,296.422,105.865,402.287,1998,7,2026-06-21 22:32:33
462,recommendation-e5d5555-c6e9b,search,prod-use2-eks,tcp_established,2186.559,262.387,3061.183,1093.28,4154.462,2775,7,2026-06-21 15:18:36
463,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,container_memory_working_set_bytes,946.437,113.572,1325.012,473.219,1798.23,2151,7,2026-06-23 01:28:39
464,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,container_cpu_usage_seconds_total,2122.55,254.706,2971.57,1061.275,4032.845,2863,7,2026-06-23 07:49:09
465,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,container_memory_rss,936.935,112.432,1311.709,468.467,1780.176,4641,7,2026-06-22 14:27:10
466,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,kube_pod_container_status_restarts_total,868.607,104.233,1216.05,434.303,1650.353,2718,7,2026-06-22 20:02:33
467,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,http_request_duration_ms,1156.62,138.794,1619.268,578.31,2197.579,3123,7,2026-06-22 03:50:06
468,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,http_requests_total,3614.368,433.724,5060.115,1807.184,6867.299,4229,7,2026-06-21 18:17:19
469,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,container_fs_usage_bytes,3345.893,401.507,4684.25,1672.946,6357.197,3915,7,2026-06-23 09:50:03
470,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,container_network_receive_bytes_total,165.157,19.819,231.22,82.579,313.799,1964,7,2026-06-22 20:52:15
471,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,go_gc_duration_seconds,4205.151,504.618,5887.211,2102.575,7989.786,996,7,2026-06-22 01:18:50
472,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,process_open_fds,3257.383,390.886,4560.336,1628.691,6189.027,3900,7,2026-06-22 22:59:17
473,image-resizer-7bb3c89-50e74,platform,prod-use2-eks,tcp_established,4752.476,570.297,6653.466,2376.238,9029.704,2381,7,2026-06-23 02:30:07
