id,feedback_id,prediction_id,pod_name,environment,expert_username,expert_role,accuracy_rating,usefulness_rating,timing_rating,remediation_quality,actual_leak_occurred,actual_time_to_leak_seconds,action_taken,action_effective,prevented_outage,expert_comments,suggested_improvements,false_positive_reason,false_negative_reason,model_should_learn,confidence_adjustment,feedback_timestamp,created_at,feedback_notes
307,882cdac0-096b-7a18-13e0-b3c1702f66a8,ab4629e1-57ba-d315-f36f-1a094aacb814,payments-api-1e23165-1e35b,prod,jkim,platform-eng,1,3,4,5,false,,raised memory limit,true,false,Accurate call on payments-api.,longer lookback window,"metric spike was a deploy, not a leak",,true,-0.11,2026-06-04 01:44:34,2026-06-23 12:00:00,linked to INC-4257
308,21d7e255-14b2-8960-b50b-b48915d52b11,dbe8a3d6-1d33-effa-e040-635181170f21,ledger-svc-e00a046-6e2d6,dr,achen,sre-oncall,1,2,4,3,false,,raised memory limit,true,false,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.1,2026-05-31 05:22:45,2026-06-23 12:00:00,
309,9cf3e51a-2582-4e1b-6673-7ee569eac1bb,932e3bb0-138a-baf2-4774-4b93d988349a,orders-api-402bb51-ad48f,prod,rsingh,sre-lead,5,2,4,2,true,5713,scaled deployment,true,false,"Caught the leak ~20m early, gave us time to scale.",,,,true,0.11,2026-06-15 11:15:56,2026-06-23 12:00:00,linked to INC-4318
310,4af21fe5-ba76-2f93-a973-27baa783084e,ad049494-ec6d-cb69-3c6e-b4eb14735e9d,search-api-a47d446-4ffe2,prod,jkim,platform-eng,3,3,3,3,false,,raised memory limit,true,false,Accurate call on payments-api.,tune threshold for staging,"metric spike was a deploy, not a leak",,false,-0.15,2026-06-24 19:32:50,2026-06-23 12:00:00,follow-up in retro
311,4ce2589d-dec8-d787-85ac-ddfefcac1ace,057e299e-97b1-9e0c-5e94-48b15033290d,payments-api-1ce3577-591ac,prod,rsingh,sre-lead,4,4,3,3,true,5647,drained node,true,true,Accurate call on payments-api.,tune threshold for staging,,,true,0.09,2026-06-23 02:23:21,2026-06-23 12:00:00,follow-up in retro
312,fb7269c7-5b61-4e56-aeec-cbe69eb8b3cd,7300d37a-2395-3c16-3ea5-58867f19fbb4,orders-worker-9681c18-374c7,prod,jkim,platform-eng,3,2,5,4,false,,restarted pod,true,false,Alert fired but pod self-recovered.,tune threshold for staging,,,true,-0.15,2026-05-29 15:31:04,2026-06-23 12:00:00,follow-up in retro
313,e6c422c7-56e9-846e-c7aa-1aea0478d974,3d51a14b-ed6d-c83b-6d6a-6b4da7a7dbb6,cart-svc-882ca58-64a75,prod,lwong,sre-oncall,5,5,4,3,true,5905,raised memory limit,true,true,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.02,2026-06-20 21:34:39,2026-06-23 12:00:00,
314,7da5bb80-5e31-0a4f-34df-a3c66d997245,b1c6cb11-91d8-e4c7-fadc-b2edda2484e8,payments-api-2729261-453da,staging,mpatel,sre-lead,4,3,2,4,true,6056,restarted pod,true,true,"Spot-on, prevented an outage.",tune threshold for staging,,,true,0.13,2026-06-04 09:01:38,2026-06-23 12:00:00,
315,a3d73f95-eb12-ec50-d42d-0767a567d2ba,fdf83b9f-671f-105c-29b0-38e6880e1dcd,notifications-c882a21-88bb7,prod,rsingh,sre-lead,3,5,2,2,false,,monitored,true,false,Accurate call on payments-api.,add node-pressure feature,,,true,-0.12,2026-06-18 21:59:39,2026-06-23 12:00:00,linked to INC-4885
316,64e41b32-baf6-9c02-e0b6-e8ac97411801,c2221a48-97d8-1838-9795-8c3c97e264dc,ledger-svc-0744083-43011,prod,jkim,platform-eng,4,2,2,4,true,6549,scaled deployment,false,true,Accurate call on payments-api.,longer lookback window,,,true,0.12,2026-06-16 10:52:14,2026-06-23 12:00:00,follow-up in retro
317,f3e20459-6b48-ef16-9828-6afa68b6e3a2,b5e73fe3-dcd8-56bf-73e7-18d4f101d010,search-api-a47d446-4ffe2,prod,rsingh,sre-lead,2,3,2,2,false,,restarted pod,true,false,Alert fired but pod self-recovered.,longer lookback window,"metric spike was a deploy, not a leak",,true,0.11,2026-06-13 10:34:19,2026-06-23 12:00:00,follow-up in retro
318,6fd613ef-885c-31fd-ee0f-865e3081f950,9ab178da-e503-0a3a-9466-559181829b7f,cart-svc-527eb80-045c0,prod,achen,sre-oncall,4,2,5,5,true,1266,scaled deployment,true,true,Useful but timing was a bit late.,add node-pressure feature,,,true,0.2,2026-06-21 16:44:51,2026-06-23 12:00:00,follow-up in retro
319,1e7bfdc8-3892-c3a7-b6e7-f424f6eec920,c5268e5a-1f95-ed49-2ed5-e469e7fb5c31,checkout-web-2e5d994-d724e,prod,tgarcia,platform-eng,4,2,4,5,false,,monitored,false,false,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.03,2026-06-13 05:05:08,2026-06-23 12:00:00,follow-up in retro
320,0b836983-4e57-cf13-3c19-ecc92853fa9d,437ea530-2f56-50f0-3dc2-ebc65592b25c,cart-svc-ee38458-64d46,prod,tgarcia,platform-eng,5,5,3,2,true,1259,drained node,true,true,"Spot-on, prevented an outage.",tune threshold for staging,,,true,-0.07,2026-06-06 16:15:02,2026-06-23 12:00:00,
321,4f452583-78e5-ac2c-20ef-08cc060c8161,7ff0a5ff-a709-e0c0-ed30-d5e4180c2747,orders-worker-8482791-f2d9f,prod,rsingh,sre-lead,5,5,5,3,true,4888,scaled deployment,true,true,Useful but timing was a bit late.,tune threshold for staging,,,true,0.19,2026-06-19 19:52:09,2026-06-23 12:00:00,
322,0edb47e8-f3df-0242-9b1a-7cc239c125a1,46971511-7017-83ab-65cb-8845a7233300,notifications-b036879-82982,dr,achen,sre-oncall,4,2,3,5,true,6459,raised memory limit,false,true,Accurate call on payments-api.,tune threshold for staging,,,true,-0.2,2026-06-24 00:40:47,2026-06-23 12:00:00,linked to INC-4240
323,8b303da7-543b-6649-6fb2-1c43bd76971c,be413e21-130d-462d-00f0-f030afbb319b,coredns-47d4438-c55d7,prod,achen,sre-oncall,4,5,2,2,true,1069,restarted pod,false,true,"Spot-on, prevented an outage.",,,,true,0.19,2026-06-12 13:52:52,2026-06-23 12:00:00,linked to INC-4198
324,65e6ee12-f53b-36a2-94af-31970a94d9fa,5f8817c9-953a-4dfa-16ca-04561eca457d,session-store-1ac5266-1ca26,prod,rsingh,sre-lead,1,3,2,4,false,,drained node,true,false,Useful but timing was a bit late.,,"metric spike was a deploy, not a leak",,false,0.03,2026-06-19 16:32:58,2026-06-23 12:00:00,follow-up in retro
325,10d14b27-bc10-abcf-7177-54b667debf4c,0d124fc7-c59e-18b7-4054-e537d5f3b3f9,session-store-4732511-0dba8,prod,achen,sre-oncall,4,5,2,3,true,2825,restarted pod,false,true,Accurate call on payments-api.,add node-pressure feature,,,true,0.07,2026-06-09 22:18:23,2026-06-23 12:00:00,follow-up in retro
326,d6a52fd6-f7f3-3881-67bc-40567168bda2,c6f7de6f-36e9-6eb7-82bf-69be8b249cba,inventory-svc-4453f63-e15f3,prod,tgarcia,platform-eng,5,4,3,4,false,,restarted pod,true,false,Alert fired but pod self-recovered.,longer lookback window,,,true,0.09,2026-06-24 20:17:07,2026-06-23 12:00:00,follow-up in retro
327,1507ca12-f4ae-b938-f154-16a87d834b02,84bc9b43-d5f5-2c4e-9335-f0f3c2efe91b,cart-svc-51c2594-4d271,prod,tgarcia,platform-eng,5,5,2,2,true,2294,raised memory limit,true,true,Alert fired but pod self-recovered.,add node-pressure feature,,,true,0.18,2026-06-14 12:59:21,2026-06-23 12:00:00,follow-up in retro
328,bb11c7dc-fd76-a1cd-a578-375f85c05234,5604b016-c1aa-3c4a-8c29-1d63c779a635,session-store-a097c68-649a1,staging,tgarcia,platform-eng,5,5,2,4,true,3370,monitored,true,false,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,-0.14,2026-06-08 03:13:05,2026-06-23 12:00:00,follow-up in retro
329,986eadb9-7ab0-1db9-3b13-ef9e96b59c6d,fe0a4d99-e5d9-5cd3-b74f-83b7ed2805e7,payments-api-1e23165-1e35b,prod,jkim,platform-eng,4,4,5,3,true,6972,raised memory limit,true,true,Useful but timing was a bit late.,longer lookback window,,,true,-0.02,2026-06-18 08:14:47,2026-06-23 12:00:00,follow-up in retro
330,c7f25339-ed49-f4e4-e526-36a89130512c,9d02174c-952e-ea63-a25a-398d166984c2,ledger-svc-2014124-29b88,prod,tgarcia,platform-eng,4,2,4,2,true,843,drained node,true,false,"Spot-on, prevented an outage.",longer lookback window,,,true,-0.15,2026-06-22 21:19:11,2026-06-23 12:00:00,
331,1efec2c7-2142-716d-6d73-0f973f47b226,9d6c356f-4ae1-fb47-408b-1e10f99985be,orders-api-21c5d48-15186,prod,tgarcia,platform-eng,4,5,3,3,true,2166,restarted pod,true,false,"Spot-on, prevented an outage.",add node-pressure feature,,,true,-0.1,2026-06-23 01:46:59,2026-06-23 12:00:00,
332,6176e8c4-fe33-e329-fe5a-d7e57b92f9f7,95128ad6-2cd1-42e0-e2ee-7004a2cfc754,checkout-web-4263246-52f3a,dr,tgarcia,platform-eng,4,2,5,3,true,538,scaled deployment,true,true,Alert fired but pod self-recovered.,tune threshold for staging,,,true,0.13,2026-06-24 09:15:24,2026-06-23 12:00:00,follow-up in retro
333,64f6b60a-8614-bf02-cb49-2ca30b0268c0,85714e2c-2d0c-5bc8-e65c-7b18caa1d05b,cart-svc-26a7d77-aafdc,prod,jkim,platform-eng,5,4,4,3,true,2498,monitored,true,true,"Spot-on, prevented an outage.",,,,true,0.2,2026-06-17 16:41:28,2026-06-23 12:00:00,follow-up in retro
334,9afdd2ef-9e16-4ace-43d0-1968229a9808,02af4ee7-ee9f-d36e-2d13-bd5cd99a80ba,search-api-61d1d17-0014f,prod,rsingh,sre-lead,4,3,5,3,false,,raised memory limit,true,false,Useful but timing was a bit late.,,,,true,0.15,2026-06-05 00:53:19,2026-06-23 12:00:00,
335,b05f4b64-2370-0c20-d8ef-f92d1bff956b,d9a30617-4af4-bf78-28e7-e8babe156bac,payments-api-423b015-b80bd,prod,achen,sre-oncall,1,4,4,3,false,,scaled deployment,true,false,Alert fired but pod self-recovered.,longer lookback window,,,true,-0.01,2026-06-15 15:38:34,2026-06-23 12:00:00,linked to INC-4862
336,b3d2a9fb-3216-b191-fab2-fc2de7559d43,57b91328-8e65-4898-6b50-671b939dcd90,config-svc-929cd33-16be4,staging,mpatel,sre-lead,4,5,3,3,true,5863,scaled deployment,true,true,Accurate call on payments-api.,tune threshold for staging,,,true,0.01,2026-06-21 09:51:54,2026-06-23 12:00:00,
337,a6aef9f8-f2f1-491b-2fb7-38023697fefc,1528b0a4-3fd8-0419-bf80-5a3f1a076871,cart-svc-26a7d77-aafdc,prod,jkim,platform-eng,2,4,5,4,false,,restarted pod,true,false,Accurate call on payments-api.,tune threshold for staging,"metric spike was a deploy, not a leak",,true,0.04,2026-06-19 23:24:08,2026-06-23 12:00:00,follow-up in retro
338,ecb61e93-8bd4-de78-dd08-49eec538f6a8,412e5bdf-d389-de1c-0963-e4ff55997866,search-api-d416b43-7cb20,dr,tgarcia,platform-eng,1,3,3,3,false,,monitored,true,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,"metric spike was a deploy, not a leak",,false,0.06,2026-06-19 06:25:45,2026-06-23 12:00:00,
339,94e7e90a-416e-c9da-17ef-9a056c90a056,62fcfa61-933f-125f-6dae-5e9206f7cb81,session-store-1ac5266-1ca26,prod,lwong,sre-oncall,4,3,3,3,true,6091,monitored,false,true,Alert fired but pod self-recovered.,,,,true,0.03,2026-06-22 23:33:08,2026-06-23 12:00:00,follow-up in retro
340,0fbe74d1-31f7-9ec1-9325-2c4245e47ab5,69991014-c253-f439-cdaa-9cb9782bc729,cart-svc-527eb80-045c0,prod,tgarcia,platform-eng,5,5,4,3,true,983,drained node,true,false,Alert fired but pod self-recovered.,longer lookback window,,,true,0.08,2026-06-23 14:27:02,2026-06-23 12:00:00,
341,d08dd9c0-41d9-815f-925a-6f0ef2db75d4,a9e7d505-29dc-4894-6397-34641f9b0235,inventory-svc-3e28589-98330,prod,tgarcia,platform-eng,5,2,5,3,false,,scaled deployment,false,false,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.07,2026-06-17 03:39:45,2026-06-23 12:00:00,follow-up in retro
342,bd5f5525-19f8-d8fe-c7bd-6c228ecf1a18,4c4ba75a-eeff-f05f-8155-8b6a25d6dae7,cart-svc-0a94879-c1bba,prod,rsingh,sre-lead,4,3,4,4,true,1662,scaled deployment,true,true,"Spot-on, prevented an outage.",add node-pressure feature,,,true,0.06,2026-06-13 06:58:30,2026-06-23 12:00:00,linked to INC-4665
343,c723a242-e34c-36e5-ba6a-dd13adfe015e,9b0c5df0-46a4-3f12-acee-36e0fcef90bf,payments-worker-1d1bf52-dff66,prod,tgarcia,platform-eng,5,5,2,2,true,2409,raised memory limit,true,true,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.08,2026-05-31 17:38:47,2026-06-23 12:00:00,
344,80213afe-1e2f-f42b-45f4-95c99c7b998c,7855c78d-6b69-f2e3-a901-8ae3f3d35125,payments-api-2729261-453da,staging,mpatel,sre-lead,4,5,4,4,true,5705,monitored,false,false,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.01,2026-06-05 21:03:24,2026-06-23 12:00:00,linked to INC-4983
345,9e02d959-8385-f50d-02b8-faf9cfcd5a1f,8f0bb924-91d8-ae7f-92f0-3ce9d71410b4,session-store-d825e25-14f9f,prod,mpatel,sre-lead,4,3,4,4,true,5849,raised memory limit,true,false,"Caught the leak ~20m early, gave us time to scale.",tune threshold for staging,,,true,0.11,2026-06-20 16:17:14,2026-06-23 12:00:00,follow-up in retro
346,916048d3-9307-5dc7-31e2-0cd2fa9dc93f,05c8b5d8-5a2a-7ac0-2f83-51ac9ea536be,metrics-server-e2e6924-29c37,prod,mpatel,sre-lead,4,4,2,4,true,604,drained node,true,false,Accurate call on payments-api.,longer lookback window,,,true,-0.1,2026-06-24 05:48:53,2026-06-23 12:00:00,linked to INC-4256
347,386cf317-7428-71bc-8c03-4e1f0738ef4e,3d46bda1-c178-3005-8805-5f4278378aa1,notifications-26e9347-44fc8,staging,tgarcia,platform-eng,5,5,4,4,false,,scaled deployment,true,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,-0.07,2026-06-22 08:43:33,2026-06-23 12:00:00,follow-up in retro
348,c14722e2-dbba-4005-6df6-63c3cb079608,798ad7a5-e571-5efa-c5da-e0ccbc59e80e,cart-svc-0a94879-c1bba,prod,mpatel,sre-lead,2,2,3,3,false,,raised memory limit,false,false,Alert fired but pod self-recovered.,longer lookback window,"metric spike was a deploy, not a leak",,true,0.17,2026-06-22 15:39:47,2026-06-23 12:00:00,
349,27c0f924-c31b-3956-79f8-c3303f32ecd8,fdd9c263-c70a-20c5-e26b-2e1b26259c25,cart-svc-0a94879-c1bba,prod,lwong,sre-oncall,2,2,2,3,false,,restarted pod,true,false,Useful but timing was a bit late.,longer lookback window,"metric spike was a deploy, not a leak",,false,-0.05,2026-06-03 00:29:28,2026-06-23 12:00:00,
350,ba7a95b8-44f1-cd9a-eb99-acbcf44407ef,1a256037-0e7b-9ce5-aa74-1318791afbec,cart-svc-0a94879-c1bba,prod,rsingh,sre-lead,2,3,3,3,false,,drained node,true,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,0.08,2026-06-08 00:00:10,2026-06-23 12:00:00,linked to INC-4641
351,15e8622e-dcb4-f8cf-b7ea-e2f46c4d7d49,c61e3d0c-5e9c-6b8e-8a98-4622a2f66cb5,ledger-svc-0744083-43011,prod,lwong,sre-oncall,4,2,3,3,true,3453,restarted pod,false,true,Useful but timing was a bit late.,tune threshold for staging,,,true,0.03,2026-06-22 01:14:41,2026-06-23 12:00:00,linked to INC-4754
352,21f96064-b209-1361-bb1d-2867c9382fbf,4df7aabd-d557-47ef-9b6c-70043a4f4c6a,payments-worker-bbc0947-0aa1a,prod,achen,sre-oncall,5,5,3,3,true,2434,scaled deployment,true,true,Alert fired but pod self-recovered.,add node-pressure feature,,,true,0.05,2026-06-21 19:23:48,2026-06-23 12:00:00,follow-up in retro
353,d9e0be16-8820-bb31-8ce8-c54418333ab3,4de40818-7c16-2013-54d4-e386d1f35062,config-svc-ddd1723-06ca5,prod,achen,sre-oncall,5,2,3,3,false,,raised memory limit,true,false,Useful but timing was a bit late.,add node-pressure feature,,,true,0.09,2026-06-20 18:19:35,2026-06-23 12:00:00,linked to INC-4704
354,11fa7f10-896e-9e78-8b6e-d5efad8884a6,3174e1ad-b699-bf53-73fd-97b63d92bab7,orders-api-e9b4a39-c3784,prod,mpatel,sre-lead,4,4,3,2,true,271,scaled deployment,true,true,Alert fired but pod self-recovered.,,,,true,0.15,2026-06-23 10:38:38,2026-06-23 12:00:00,
355,1980af42-f3c8-10a5-a4c9-5d2d4d5c210e,bc152246-da39-3ab9-290e-599fcafe87ea,search-api-8352074-5b766,prod,jkim,platform-eng,5,3,4,3,true,4484,drained node,true,false,Useful but timing was a bit late.,tune threshold for staging,,,true,0.18,2026-06-21 03:56:27,2026-06-23 12:00:00,
356,3c6f6add-5b86-e217-fe57-0ee2f7a05cdf,4d8d29e6-32e4-ad6e-baf3-994068dd663a,payments-api-1ce3577-591ac,prod,mpatel,sre-lead,4,5,2,5,true,1264,raised memory limit,true,true,"Caught the leak ~20m early, gave us time to scale.",,,,true,0.17,2026-06-24 18:14:43,2026-06-23 12:00:00,
357,2b2995df-8244-034c-5da0-ec8b3b9c6e73,a023a2b9-bab8-9bf3-2110-a2f2c1b6dcfc,search-api-8352074-5b766,prod,rsingh,sre-lead,5,3,2,5,true,5857,restarted pod,false,true,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,0.01,2026-06-16 23:51:40,2026-06-23 12:00:00,linked to INC-4333
358,9dca6b4c-6633-a74c-92d8-d2b177627d25,b0c60494-e550-1d24-cdce-a8caebf78a0a,checkout-web-c2eb578-2d181,prod,achen,sre-oncall,5,4,5,4,true,816,scaled deployment,true,true,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.2,2026-06-11 06:59:35,2026-06-23 12:00:00,
359,93fc3621-0ef8-57f6-0743-abde340b9fed,f4106907-f6f0-cb60-beda-16fae2a63434,session-store-1ac5266-1ca26,prod,jkim,platform-eng,2,5,4,5,false,,scaled deployment,true,false,Useful but timing was a bit late.,tune threshold for staging,,,true,0.16,2026-06-17 16:08:45,2026-06-23 12:00:00,follow-up in retro
360,a1fa3929-f7fa-4f11-8c77-a59ebb394098,704d3074-c49e-c706-bd5c-44c6ff0f3529,inventory-svc-bf8f159-02345,prod,tgarcia,platform-eng,4,5,4,3,true,4618,drained node,true,true,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,0.01,2026-06-13 10:42:51,2026-06-23 12:00:00,follow-up in retro
361,0b36416a-c2ac-d91e-80ba-9992180ad35d,1c22bdbc-3311-0b9e-abc6-68c1da107663,notifications-b036879-82982,dr,achen,sre-oncall,5,5,2,3,true,4059,scaled deployment,true,true,"Spot-on, prevented an outage.",longer lookback window,,,true,0.03,2026-06-22 00:01:19,2026-06-23 12:00:00,
362,2edd5446-5ef4-c247-6c79-7beae708c0b0,a2cca7f0-9bb3-94d2-fe18-4a88cffc069d,ledger-svc-842cd31-95bfa,prod,tgarcia,platform-eng,4,3,3,4,true,1921,raised memory limit,true,false,Alert fired but pod self-recovered.,tune threshold for staging,,,true,0.19,2026-06-16 11:48:48,2026-06-23 12:00:00,
363,c30b66c9-c78c-9361-f16a-befec1cd101e,59cf267c-bc6b-853d-5344-a626cf3b9341,coredns-4a8b365-1d9fc,prod,achen,sre-oncall,4,3,4,2,true,7023,drained node,true,false,Useful but timing was a bit late.,add node-pressure feature,,,true,-0.18,2026-06-19 15:07:19,2026-06-23 12:00:00,
364,796cdcba-669a-829b-3e6a-dc19020bf632,b19013e3-c059-1ffd-ab1a-9bb7511a89e0,cart-svc-527eb80-045c0,prod,jkim,platform-eng,1,5,5,2,false,,drained node,true,false,Alert fired but pod self-recovered.,longer lookback window,"metric spike was a deploy, not a leak",,false,0.15,2026-06-16 00:05:55,2026-06-23 12:00:00,linked to INC-4520
365,5d818128-a424-75b1-36a3-f5a3a38ad97d,c8a3ff00-c834-fb07-2053-daee8275124f,payments-api-c9c2b74-00142,prod,rsingh,sre-lead,4,5,3,2,true,5172,restarted pod,true,true,Useful but timing was a bit late.,longer lookback window,,,true,-0.12,2026-06-23 22:55:55,2026-06-23 12:00:00,follow-up in retro
366,8aa25a9f-12f5-e3e0-e74b-b57d40d55953,b891b537-657c-485a-47aa-9ab0e166d4fd,search-api-d416b43-7cb20,dr,tgarcia,platform-eng,5,5,2,3,true,5497,raised memory limit,true,false,Useful but timing was a bit late.,,,,true,-0.19,2026-06-12 12:31:37,2026-06-23 12:00:00,follow-up in retro
367,1539dc03-89b1-fed9-163b-c69814f0f57e,b4642742-44ae-b769-47ba-08f06f42ab60,checkout-web-4263246-52f3a,dr,mpatel,sre-lead,5,2,4,5,true,4751,drained node,true,false,Accurate call on payments-api.,longer lookback window,,,true,0.1,2026-06-23 11:03:17,2026-06-23 12:00:00,linked to INC-4968
368,579fc02f-a4ca-a074-3f26-83651590189a,093677e0-beb5-8093-d849-1cd4dcfcd9fc,ledger-svc-f4a6d64-16dde,prod,tgarcia,platform-eng,3,2,3,2,false,,raised memory limit,true,false,Alert fired but pod self-recovered.,,,,true,0.03,2026-06-19 23:24:25,2026-06-23 12:00:00,linked to INC-4286
369,00d2e2b1-2986-5409-de4a-416238a37774,30d2b73a-07f3-ea69-0480-0fc2e83d813f,coredns-47d4438-c55d7,prod,mpatel,sre-lead,1,2,4,2,false,,raised memory limit,true,false,"Spot-on, prevented an outage.",,"metric spike was a deploy, not a leak",,true,0.02,2026-06-14 03:24:12,2026-06-23 12:00:00,follow-up in retro
370,019bd320-35db-c208-6625-1a48605ce58f,96e5158a-a178-bb0f-5176-cb3583f9bd93,cart-svc-527eb80-045c0,prod,tgarcia,platform-eng,4,5,5,2,true,6179,scaled deployment,true,true,Alert fired but pod self-recovered.,tune threshold for staging,,,true,0.09,2026-06-15 23:26:23,2026-06-23 12:00:00,
371,c1e36b54-8ebd-9049-fa7a-40286e157966,2004bf23-28f3-dd0f-708d-89682edc46a2,search-api-8352074-5b766,prod,rsingh,sre-lead,3,3,3,3,false,,raised memory limit,true,false,Alert fired but pod self-recovered.,add node-pressure feature,,,true,0.01,2026-06-18 00:51:42,2026-06-23 12:00:00,follow-up in retro
372,49fa3410-6252-5112-dd73-5a637fd9c402,a868c722-d88c-7726-d517-fff2f43c17bf,cart-svc-ee38458-64d46,prod,achen,sre-oncall,5,2,5,2,true,6902,monitored,true,true,Alert fired but pod self-recovered.,longer lookback window,,,true,0.19,2026-06-22 05:38:05,2026-06-23 12:00:00,
373,86ead0d8-7c0a-a354-395d-6027f5d202a8,dd391ec7-0bac-b4b9-7f76-edd097b4881d,payments-api-423b015-b80bd,prod,achen,sre-oncall,4,3,3,2,true,5942,monitored,true,true,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,-0.13,2026-06-12 17:26:48,2026-06-23 12:00:00,linked to INC-4075
374,9594d677-2817-7cf3-3e75-94240037aedb,c25dc08c-e258-1537-2ad7-dfda7e4afb96,ledger-svc-204e643-7d23b,prod,achen,sre-oncall,4,3,2,4,true,5640,drained node,false,false,"Caught the leak ~20m early, gave us time to scale.",,,,true,0.18,2026-06-19 10:28:36,2026-06-23 12:00:00,linked to INC-4470
375,9db91784-8567-83c9-6440-43c3f2b973d1,4db41627-8c73-ff42-1ab0-4cfa40725391,session-store-a097c68-649a1,staging,jkim,platform-eng,4,3,2,3,true,6242,raised memory limit,true,true,Useful but timing was a bit late.,,,,true,-0.01,2026-06-17 23:15:29,2026-06-23 12:00:00,
376,5437bdea-7a10-5d98-4f38-10f4638b4bd3,df21231a-ac7c-a55f-cf52-618434203fe4,coredns-e513a45-fb7bf,prod,rsingh,sre-lead,4,5,5,3,true,5007,drained node,true,true,"Spot-on, prevented an outage.",tune threshold for staging,,,true,-0.01,2026-06-11 07:17:47,2026-06-23 12:00:00,follow-up in retro
377,092ebe8d-9d45-aef3-9f52-6ec43fc943ab,66e56760-394a-5975-909d-2dc6f1f44755,notifications-1938743-28dca,prod,tgarcia,platform-eng,5,4,2,5,true,2109,monitored,true,true,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,-0.14,2026-06-08 17:09:43,2026-06-23 12:00:00,linked to INC-4088
378,9d1db592-705b-75f3-db11-456e3f2063a7,89ac9d4e-b087-203c-bdb9-d6c0fcaff3ac,search-api-d416b43-7cb20,dr,mpatel,sre-lead,4,5,3,2,true,3110,drained node,true,false,"Caught the leak ~20m early, gave us time to scale.",add node-pressure feature,,,true,0.04,2026-06-22 07:44:16,2026-06-23 12:00:00,
379,ee9327f5-af48-56aa-4a71-081dd6a19343,be42578b-1a2d-cbb5-b88d-94dec8cef7f5,coredns-4a8b365-1d9fc,prod,tgarcia,platform-eng,4,4,2,5,true,2092,monitored,false,false,Accurate call on payments-api.,tune threshold for staging,,,true,0.07,2026-06-20 04:19:05,2026-06-23 12:00:00,linked to INC-4392
380,edcbf9e0-24e4-40c3-5435-b846d0713080,80d590ed-aee4-79fd-016e-ad0b5fa87f9a,checkout-web-4263246-52f3a,dr,jkim,platform-eng,3,3,3,4,false,,restarted pod,true,false,Accurate call on payments-api.,tune threshold for staging,"metric spike was a deploy, not a leak",,true,0.18,2026-06-21 08:27:11,2026-06-23 12:00:00,follow-up in retro
381,98eb1f0e-bf45-05af-13a7-38e448ab2305,b877f7d6-175e-dfc7-5b89-c4d86aeb6eb7,ledger-svc-0744083-43011,prod,tgarcia,platform-eng,3,2,3,3,false,,raised memory limit,true,false,Useful but timing was a bit late.,tune threshold for staging,,,true,0.14,2026-06-17 12:15:28,2026-06-23 12:00:00,follow-up in retro
382,cd9b32a0-1e79-7b7a-1dac-309705946e0e,27ff4bf4-3973-8c52-32a4-8a9841f70b3a,session-store-28ebc77-cf7c8,prod,mpatel,sre-lead,5,2,5,4,true,6925,restarted pod,true,false,"Caught the leak ~20m early, gave us time to scale.",tune threshold for staging,,,true,0.09,2026-06-09 07:22:04,2026-06-23 12:00:00,follow-up in retro
383,7d06d0aa-a47f-27c0-05bf-1669c307f44d,6b8af3ee-f697-d176-56b3-54aed322a248,session-store-1ac5266-1ca26,prod,jkim,platform-eng,5,3,4,2,true,3667,raised memory limit,true,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,0.08,2026-06-10 00:09:39,2026-06-23 12:00:00,linked to INC-4825
384,e148d2c2-9309-50a6-3e7b-4a0efc838cea,4888303f-195d-51f6-f4e1-d45fc3ba128d,checkout-web-4263246-52f3a,dr,lwong,sre-oncall,1,2,5,4,false,,scaled deployment,true,false,"Spot-on, prevented an outage.",longer lookback window,,,true,-0.03,2026-06-22 05:15:16,2026-06-23 12:00:00,linked to INC-4085
385,c4eb5cf6-5f41-ba43-19af-88e64df29521,ca98ec03-c182-8f45-f446-99b5140e9ac4,orders-worker-8482791-f2d9f,prod,jkim,platform-eng,4,3,2,5,true,3212,drained node,true,true,Accurate call on payments-api.,tune threshold for staging,,,true,0.13,2026-06-19 22:30:21,2026-06-23 12:00:00,follow-up in retro
386,2cbf9920-1907-0b38-17d6-608f5c4bf4da,8f77c032-0df0-97fd-2b40-2cac809609f4,orders-api-8330e48-f22f4,dr,achen,sre-oncall,2,2,5,5,false,,scaled deployment,false,false,"Caught the leak ~20m early, gave us time to scale.",longer lookback window,,,true,0.03,2026-06-24 06:20:07,2026-06-23 12:00:00,
