id,query_name,status,result_count,sample_data,tested_at
279,net_latency,success,143,"{""sample"":[85857.54,13286.85,92771.51]}",2026-06-09 15:08:29
280,net_latency,success,407,"{""sample"":[77187.71,30413.36,26049.42]}",2026-05-29 02:28:03
281,net_latency,success,180,"{""sample"":[32857.85,61181.35,93601.62]}",2026-06-20 19:55:07
282,http_5xx,success,193,"{""sample"":[96534.15,78910.97,42473.02]}",2026-05-26 08:29:22
283,restart_total,success,51,"{""sample"":[90229.7,11499.91,36115.09]}",2026-05-30 20:55:10
284,cpu_usage,success,394,"{""sample"":[70921.03,38807.41,58099.01]}",2026-05-24 18:45:42
285,http_5xx,success,335,"{""sample"":[73970.93,11114.66,61119.29]}",2026-06-05 04:44:55
286,restart_total,success,149,"{""sample"":[88200.45,64234.98,73404.79]}",2026-06-14 17:13:09
287,net_latency,success,346,"{""sample"":[9716.83,94156.7,13572.82]}",2026-06-16 16:02:59
288,cpu_usage,success,182,"{""sample"":[49230.57,98379.42,35396.41]}",2026-05-28 05:31:45
289,http_5xx,no_data,0,"{""sample"":[60955.09,75332.43,11644.78]}",2026-05-29 15:38:57
290,cpu_usage,success,442,"{""sample"":[96783.63,19409.14,1039.95]}",2026-06-15 01:35:39
291,http_5xx,success,4,"{""sample"":[30735.35,5464.93,74827.42]}",2026-06-10 06:56:23
292,http_5xx,success,83,"{""sample"":[77095.86,69915.13,92354.97]}",2026-05-27 14:47:23
293,mem_working_set,success,247,"{""sample"":[69871.58,67820.57,52530.39]}",2026-06-17 19:44:06
294,restart_total,success,164,"{""sample"":[74155.6,16698.86,81204.16]}",2026-06-12 21:33:25
295,net_latency,success,307,"{""sample"":[31254.29,13620.61,68960.93]}",2026-06-06 09:52:29
296,mem_working_set,success,170,"{""sample"":[35422.11,15699.15,41414.74]}",2026-06-03 03:47:27
297,http_5xx,success,87,"{""sample"":[42645.62,71582.41,7222.1]}",2026-06-21 18:10:46
298,http_5xx,success,125,"{""sample"":[21658.15,4801.24,95296.45]}",2026-06-18 01:46:51
299,restart_total,success,324,"{""sample"":[82006.91,58469.84,14824.1]}",2026-06-12 06:13:01
300,cpu_usage,success,277,"{""sample"":[95503.91,42545.57,96020.57]}",2026-06-21 21:11:45
301,mem_working_set,success,52,"{""sample"":[90018.43,74642.48,99127.64]}",2026-05-27 10:46:31
302,http_5xx,success,160,"{""sample"":[67232.64,93190.61,70483.16]}",2026-05-25 15:56:00
303,restart_total,success,101,"{""sample"":[88703.14,56530.39,78265.11]}",2026-06-15 18:02:33
304,mem_working_set,success,259,"{""sample"":[7276.71,93342.85,56549.53]}",2026-06-16 01:06:00
305,net_latency,success,238,"{""sample"":[27755.04,75558.85,32990.55]}",2026-06-06 17:03:50
306,http_5xx,success,55,"{""sample"":[92061.56,79356.72,93115.25]}",2026-06-13 15:32:17
307,http_5xx,success,184,"{""sample"":[25771.85,79961.54,35437.69]}",2026-06-13 04:37:17
308,mem_working_set,success,225,"{""sample"":[94392.9,60207.66,9581.84]}",2026-05-24 17:25:32
309,restart_total,success,8,"{""sample"":[4836.5,54054.68,33547.0]}",2026-06-02 02:18:08
310,restart_total,success,443,"{""sample"":[51633.53,30412.79,28719.01]}",2026-06-04 15:01:11
311,mem_working_set,success,115,"{""sample"":[79483.24,75041.87,65239.52]}",2026-06-14 14:50:12
312,net_latency,success,481,"{""sample"":[26250.73,57931.37,350.45]}",2026-06-07 01:36:22
313,mem_working_set,success,494,"{""sample"":[24961.79,38351.54,76.07]}",2026-06-20 10:00:29
314,mem_working_set,error,0,"{""sample"":[27389.84,12267.59,24262.49]}",2026-06-12 07:58:11
315,restart_total,success,364,"{""sample"":[58795.94,78357.94,14195.81]}",2026-06-07 06:52:22
316,net_latency,success,6,"{""sample"":[53860.52,42564.02,60243.27]}",2026-05-26 02:15:47
317,cpu_usage,success,47,"{""sample"":[61158.98,20321.8,46970.13]}",2026-06-17 18:16:31
318,mem_working_set,no_data,0,"{""sample"":[69509.93,59036.66,34358.1]}",2026-06-19 06:36:47
319,net_latency,success,225,"{""sample"":[66509.92,30907.06,75308.53]}",2026-06-20 20:00:41
320,restart_total,success,222,"{""sample"":[80975.78,80822.62,1272.36]}",2026-05-30 02:11:14
321,restart_total,error,0,"{""sample"":[73153.92,65593.46,60667.75]}",2026-06-08 06:08:01
322,mem_working_set,success,169,"{""sample"":[65799.49,65681.08,9362.34]}",2026-06-15 03:15:53
323,restart_total,success,11,"{""sample"":[96972.09,89366.3,8622.11]}",2026-06-14 00:31:56
324,net_latency,success,444,"{""sample"":[20298.46,49199.67,93167.43]}",2026-05-26 20:43:21
325,http_5xx,success,365,"{""sample"":[70105.18,93759.23,17335.18]}",2026-06-17 03:22:41
326,http_5xx,success,262,"{""sample"":[20093.06,83381.52,14459.87]}",2026-05-25 04:29:50
327,restart_total,success,33,"{""sample"":[26328.1,78006.55,77988.71]}",2026-06-12 11:33:47
328,mem_working_set,success,134,"{""sample"":[92942.35,56248.32,83630.56]}",2026-06-19 07:10:29
329,net_latency,success,386,"{""sample"":[5458.88,54848.63,9235.75]}",2026-06-12 08:45:59
330,http_5xx,success,144,"{""sample"":[71354.66,56720.48,15196.29]}",2026-05-27 09:36:40
331,net_latency,success,237,"{""sample"":[70148.47,28470.82,16139.19]}",2026-06-20 00:26:33
332,cpu_usage,success,128,"{""sample"":[77763.96,14822.94,79481.29]}",2026-06-03 03:33:45
333,cpu_usage,success,81,"{""sample"":[43062.16,31874.5,29141.2]}",2026-06-23 01:42:09
334,mem_working_set,success,469,"{""sample"":[52401.31,58680.46,8603.6]}",2026-06-12 13:17:17
335,net_latency,success,299,"{""sample"":[90146.83,66140.8,27759.42]}",2026-06-16 11:14:23
336,cpu_usage,success,486,"{""sample"":[70687.5,43014.18,43726.53]}",2026-06-17 00:10:57
337,cpu_usage,success,496,"{""sample"":[84423.54,17938.48,32206.67]}",2026-06-13 03:14:10
338,cpu_usage,success,474,"{""sample"":[96850.87,45487.92,6377.75]}",2026-05-26 00:36:50
339,net_latency,success,176,"{""sample"":[40353.05,22314.12,83868.15]}",2026-06-09 08:40:04
340,net_latency,success,40,"{""sample"":[93035.33,92610.44,54241.05]}",2026-06-05 21:02:02
341,http_5xx,success,40,"{""sample"":[8697.73,77739.36,67084.82]}",2026-06-20 22:45:37
342,mem_working_set,no_data,0,"{""sample"":[36435.41,49655.69,94512.61]}",2026-06-10 16:28:27
343,mem_working_set,success,130,"{""sample"":[35447.32,93415.2,49369.64]}",2026-06-23 01:33:32
344,restart_total,success,48,"{""sample"":[49515.31,89899.72,42013.35]}",2026-05-24 13:01:17
345,http_5xx,success,110,"{""sample"":[49453.78,65703.83,80171.12]}",2026-06-04 01:39:43
346,cpu_usage,no_data,0,"{""sample"":[60132.6,69242.53,18803.47]}",2026-06-22 10:45:21
347,cpu_usage,success,477,"{""sample"":[1394.32,50824.65,85047.45]}",2026-06-11 06:48:36
348,mem_working_set,success,291,"{""sample"":[83381.59,16264.14,82912.4]}",2026-06-16 22:11:49
349,cpu_usage,error,0,"{""sample"":[3648.8,74368.86,11507.68]}",2026-05-28 07:07:53
350,http_5xx,success,412,"{""sample"":[98442.87,82268.63,47234.65]}",2026-06-15 02:44:29
351,mem_working_set,success,97,"{""sample"":[8508.39,63876.25,59079.65]}",2026-05-26 07:09:49
352,mem_working_set,success,208,"{""sample"":[17020.82,94891.15,79778.59]}",2026-05-29 03:48:26
353,net_latency,success,359,"{""sample"":[12623.12,74326.56,39717.98]}",2026-06-08 07:49:09
354,cpu_usage,success,166,"{""sample"":[88410.62,86515.89,22653.52]}",2026-05-29 09:05:36
355,restart_total,success,122,"{""sample"":[25540.55,56987.81,20403.0]}",2026-05-26 19:04:12
356,http_5xx,success,366,"{""sample"":[77091.05,69826.43,35818.24]}",2026-05-25 06:45:07
357,cpu_usage,success,298,"{""sample"":[16732.45,81487.71,95535.73]}",2026-05-28 23:54:00
358,mem_working_set,success,111,"{""sample"":[40452.15,658.39,33511.56]}",2026-06-11 19:28:36
359,restart_total,success,100,"{""sample"":[55533.69,37636.32,28917.96]}",2026-05-26 00:53:26
360,http_5xx,success,449,"{""sample"":[21441.53,4897.51,10533.67]}",2026-06-09 21:24:09
361,http_5xx,timeout,0,"{""sample"":[35200.65,27094.37,19310.57]}",2026-06-03 02:55:01
362,net_latency,success,53,"{""sample"":[24631.18,10580.3,92549.69]}",2026-06-15 00:29:09
363,net_latency,success,364,"{""sample"":[81545.67,45166.73,25894.02]}",2026-05-28 19:39:43
364,cpu_usage,success,132,"{""sample"":[4036.28,60796.01,3104.97]}",2026-06-23 03:27:28
365,restart_total,success,383,"{""sample"":[7930.74,5506.1,47640.12]}",2026-06-12 12:02:27
366,restart_total,success,129,"{""sample"":[87768.85,78109.8,62455.48]}",2026-06-05 01:02:26
367,cpu_usage,timeout,0,"{""sample"":[65988.07,9214.9,86081.21]}",2026-05-29 04:23:08
368,restart_total,success,103,"{""sample"":[99133.29,27982.12,87183.08]}",2026-06-09 10:10:42
369,cpu_usage,no_data,0,"{""sample"":[88640.63,52531.35,13716.76]}",2026-06-11 16:45:26
370,cpu_usage,success,369,"{""sample"":[54808.99,988.68,81087.73]}",2026-06-15 20:04:27
371,http_5xx,success,91,"{""sample"":[8052.73,78597.05,18668.9]}",2026-06-06 12:07:32
372,restart_total,success,5,"{""sample"":[39337.12,2129.36,95397.22]}",2026-06-02 11:41:05
373,net_latency,success,458,"{""sample"":[59088.83,33956.79,46794.68]}",2026-05-26 20:45:22
374,restart_total,success,492,"{""sample"":[84691.59,55859.02,99850.16]}",2026-06-10 14:55:45
375,restart_total,success,264,"{""sample"":[9514.45,16230.01,23368.07]}",2026-06-01 23:04:25
376,cpu_usage,success,339,"{""sample"":[96487.34,88535.85,45933.65]}",2026-06-17 12:13:27
377,cpu_usage,success,63,"{""sample"":[96105.66,61572.88,31801.75]}",2026-06-22 19:50:06
378,net_latency,success,66,"{""sample"":[11182.41,79114.58,40281.76]}",2026-06-11 18:02:51
379,mem_working_set,success,500,"{""sample"":[89243.18,98158.31,3281.98]}",2026-06-09 12:49:39
380,mem_working_set,success,416,"{""sample"":[11515.81,78239.8,96365.09]}",2026-06-12 09:37:48
381,cpu_usage,success,32,"{""sample"":[28501.37,86194.13,25763.02]}",2026-06-21 12:13:54
382,restart_total,error,0,"{""sample"":[31294.72,49740.71,56303.42]}",2026-06-20 03:57:46
383,http_5xx,success,42,"{""sample"":[5238.41,11914.08,45728.69]}",2026-05-25 05:24:00
384,http_5xx,success,14,"{""sample"":[99166.79,28673.02,35397.46]}",2026-06-15 04:53:11
385,mem_working_set,success,230,"{""sample"":[491.14,63330.37,15175.63]}",2026-06-06 14:45:58
386,cpu_usage,error,0,"{""sample"":[79564.9,86202.81,3270.31]}",2026-06-19 11:33:53
387,mem_working_set,success,190,"{""sample"":[47038.04,29368.18,60846.4]}",2026-05-29 16:52:21
388,restart_total,success,227,"{""sample"":[42051.64,10448.64,57927.13]}",2026-06-16 11:59:48
389,cpu_usage,success,316,"{""sample"":[93807.96,8632.71,56367.65]}",2026-06-11 11:53:47
390,net_latency,success,327,"{""sample"":[14758.88,41022.52,56527.63]}",2026-05-27 16:11:32
391,http_5xx,no_data,0,"{""sample"":[35897.9,85127.27,31152.07]}",2026-06-16 11:53:52
392,http_5xx,success,158,"{""sample"":[63711.28,73530.89,52044.72]}",2026-06-10 23:05:19
393,cpu_usage,success,379,"{""sample"":[76531.89,22832.72,63061.52]}",2026-06-23 04:57:29
394,restart_total,success,314,"{""sample"":[13165.96,66961.92,3841.98]}",2026-06-10 11:49:35
395,http_5xx,success,67,"{""sample"":[45580.92,79287.63,43342.08]}",2026-06-13 22:57:52
396,mem_working_set,success,53,"{""sample"":[39711.71,98521.87,51735.54]}",2026-06-17 07:17:36
397,cpu_usage,success,114,"{""sample"":[6883.8,15830.57,34210.39]}",2026-06-23 05:00:35
398,restart_total,success,45,"{""sample"":[83914.96,74030.61,19665.13]}",2026-06-21 13:43:56
399,http_5xx,success,313,"{""sample"":[50983.84,50797.11,57413.37]}",2026-06-09 15:31:33
400,http_5xx,success,193,"{""sample"":[76506.07,77138.82,97139.57]}",2026-05-28 13:42:27
401,mem_working_set,success,401,"{""sample"":[1480.3,62872.47,15501.88]}",2026-06-14 07:21:05
402,http_5xx,success,127,"{""sample"":[97576.75,50883.91,27166.64]}",2026-06-13 13:18:45
403,cpu_usage,success,168,"{""sample"":[41220.72,87487.45,73714.93]}",2026-06-13 07:44:17
404,restart_total,success,383,"{""sample"":[64169.26,32215.01,24075.57]}",2026-06-15 19:48:48
405,http_5xx,error,0,"{""sample"":[48416.34,72887.01,57026.46]}",2026-06-16 17:58:39
406,restart_total,success,276,"{""sample"":[39204.14,30343.86,13808.54]}",2026-05-28 02:23:08
407,mem_working_set,success,205,"{""sample"":[19941.81,97626.02,81322.73]}",2026-06-19 09:28:17
408,mem_working_set,timeout,0,"{""sample"":[83532.66,84609.24,71985.24]}",2026-06-10 04:19:41
409,restart_total,success,411,"{""sample"":[26419.53,5333.29,59384.9]}",2026-06-09 17:59:04
410,net_latency,success,396,"{""sample"":[34088.85,73144.2,11518.35]}",2026-06-14 03:09:20
411,net_latency,success,214,"{""sample"":[86667.58,25691.89,8249.41]}",2026-06-02 16:35:09
412,net_latency,success,220,"{""sample"":[54540.75,68582.5,63381.63]}",2026-06-12 07:06:46
413,http_5xx,success,368,"{""sample"":[7765.3,1810.61,60653.97]}",2026-05-30 07:48:13
414,mem_working_set,success,460,"{""sample"":[61268.91,99182.43,41103.41]}",2026-06-13 09:55:40
415,http_5xx,success,15,"{""sample"":[67867.96,74825.36,32078.76]}",2026-06-16 03:06:48
416,http_5xx,success,297,"{""sample"":[27300.7,56874.17,25289.78]}",2026-06-21 03:01:14
417,mem_working_set,success,93,"{""sample"":[20467.85,50201.35,54487.37]}",2026-06-10 05:15:31
418,mem_working_set,success,150,"{""sample"":[46732.1,2229.6,36732.82]}",2026-06-23 00:09:06
419,mem_working_set,error,0,"{""sample"":[35636.99,54566.2,25264.28]}",2026-05-27 06:32:15
420,restart_total,success,405,"{""sample"":[96059.86,34835.72,88259.7]}",2026-06-22 06:36:23
421,http_5xx,success,266,"{""sample"":[91860.54,72131.66,28355.48]}",2026-06-17 16:34:24
422,restart_total,success,423,"{""sample"":[70721.83,64474.35,97566.33]}",2026-05-24 15:02:11
423,net_latency,success,200,"{""sample"":[84834.82,43619.8,3405.3]}",2026-06-01 17:54:28
424,restart_total,success,428,"{""sample"":[64913.17,9700.5,3272.17]}",2026-06-09 19:26:41
425,mem_working_set,success,271,"{""sample"":[73654.24,81329.25,84996.57]}",2026-06-13 08:46:44
426,cpu_usage,success,62,"{""sample"":[81883.4,25048.89,97579.62]}",2026-05-29 01:54:51
427,http_5xx,success,22,"{""sample"":[60686.65,50350.99,96367.8]}",2026-06-04 11:37:08
428,cpu_usage,success,470,"{""sample"":[79071.33,53197.36,7821.65]}",2026-06-06 23:49:04
429,http_5xx,success,173,"{""sample"":[11068.0,67954.29,91732.16]}",2026-06-18 15:53:02
430,restart_total,success,241,"{""sample"":[71905.62,1809.69,49769.35]}",2026-06-06 21:55:38
431,mem_working_set,success,458,"{""sample"":[92613.1,67359.47,54298.64]}",2026-06-22 00:27:18
432,http_5xx,success,461,"{""sample"":[91384.48,85648.59,96293.96]}",2026-05-29 16:33:43
433,cpu_usage,success,170,"{""sample"":[90608.87,83500.17,74268.74]}",2026-05-27 17:17:13
434,http_5xx,success,109,"{""sample"":[87068.44,25653.58,4671.03]}",2026-06-21 18:15:34
435,http_5xx,success,243,"{""sample"":[41242.56,55754.8,82005.79]}",2026-06-20 18:33:05
436,net_latency,success,19,"{""sample"":[41183.89,90736.09,94444.5]}",2026-06-12 06:20:03
437,restart_total,success,77,"{""sample"":[28755.37,24426.07,60459.98]}",2026-05-28 07:00:55
438,cpu_usage,success,109,"{""sample"":[10664.09,94580.67,73820.65]}",2026-05-24 15:02:46
439,http_5xx,success,396,"{""sample"":[93248.08,29145.47,52562.06]}",2026-06-02 01:17:23
440,http_5xx,success,488,"{""sample"":[75253.65,70977.15,74052.99]}",2026-06-14 03:41:56
441,cpu_usage,error,0,"{""sample"":[56121.0,62210.84,90299.09]}",2026-05-30 18:04:00
442,mem_working_set,success,155,"{""sample"":[55187.99,31571.84,32550.52]}",2026-06-05 18:44:00
443,mem_working_set,no_data,0,"{""sample"":[63089.46,90649.15,57638.64]}",2026-06-15 06:46:23
444,net_latency,success,291,"{""sample"":[84043.34,96868.9,19655.64]}",2026-06-20 06:11:26
445,cpu_usage,success,127,"{""sample"":[5733.54,56121.46,69448.59]}",2026-06-21 19:44:53
446,restart_total,success,415,"{""sample"":[41417.67,10920.48,71000.94]}",2026-06-18 07:49:20
447,http_5xx,success,499,"{""sample"":[11595.71,98070.55,95159.06]}",2026-06-16 01:23:26
448,restart_total,success,484,"{""sample"":[14000.87,45436.02,62402.7]}",2026-06-10 19:31:16
449,net_latency,success,199,"{""sample"":[53101.86,49033.28,14202.65]}",2026-06-15 17:32:34
450,mem_working_set,success,87,"{""sample"":[26736.37,99960.58,23397.0]}",2026-06-01 02:18:41
451,cpu_usage,success,234,"{""sample"":[26837.28,57918.79,96883.92]}",2026-06-10 10:48:06
452,mem_working_set,success,133,"{""sample"":[69346.13,24078.07,49629.19]}",2026-05-26 10:59:59
453,mem_working_set,success,278,"{""sample"":[82793.5,8141.31,63473.45]}",2026-06-18 23:38:51
454,restart_total,success,235,"{""sample"":[62562.6,30884.01,2879.43]}",2026-05-29 16:28:53
455,cpu_usage,success,98,"{""sample"":[79691.14,88009.38,90844.82]}",2026-06-02 10:57:38
456,mem_working_set,success,438,"{""sample"":[19447.97,44456.4,74734.93]}",2026-06-09 23:26:28
457,http_5xx,success,211,"{""sample"":[12810.82,28240.87,71717.45]}",2026-05-29 12:29:53
458,mem_working_set,success,128,"{""sample"":[65716.92,77463.05,40308.55]}",2026-06-04 06:00:31
459,http_5xx,success,166,"{""sample"":[41686.67,58900.27,23078.51]}",2026-06-02 02:22:02
460,restart_total,success,95,"{""sample"":[83575.93,5358.28,72399.07]}",2026-05-31 05:56:32
461,mem_working_set,success,479,"{""sample"":[43802.48,80413.33,7090.19]}",2026-06-22 03:10:52
462,cpu_usage,success,404,"{""sample"":[22050.45,89913.23,65678.68]}",2026-06-12 01:12:52
463,net_latency,success,356,"{""sample"":[39361.41,47643.81,27476.41]}",2026-06-07 20:17:06
464,cpu_usage,error,0,"{""sample"":[90780.7,47648.41,42918.85]}",2026-06-08 05:11:48
465,cpu_usage,success,5,"{""sample"":[69595.34,11777.56,14269.49]}",2026-06-15 15:15:32
466,cpu_usage,success,39,"{""sample"":[1982.07,64341.27,56668.39]}",2026-06-06 15:32:59
467,net_latency,success,77,"{""sample"":[61890.61,81691.38,21131.48]}",2026-05-29 19:42:29
468,net_latency,success,286,"{""sample"":[48338.07,97520.84,5983.74]}",2026-06-20 16:58:55
469,restart_total,success,33,"{""sample"":[48086.88,19430.27,73680.29]}",2026-06-11 19:12:05
470,cpu_usage,success,178,"{""sample"":[16250.5,39623.78,19413.38]}",2026-06-16 09:56:27
471,cpu_usage,success,399,"{""sample"":[15269.32,11730.93,77287.84]}",2026-06-02 18:58:56
472,cpu_usage,success,23,"{""sample"":[73499.78,75742.36,57810.08]}",2026-06-05 22:31:57
473,restart_total,success,43,"{""sample"":[38101.84,93548.84,71654.21]}",2026-05-29 03:00:14
474,restart_total,error,0,"{""sample"":[37086.94,31531.26,48070.16]}",2026-06-01 15:09:03
475,net_latency,success,150,"{""sample"":[42042.66,45348.88,53959.14]}",2026-05-28 19:23:05
476,mem_working_set,success,282,"{""sample"":[9189.29,51581.07,94161.79]}",2026-06-01 06:11:56
477,restart_total,success,79,"{""sample"":[71600.22,41759.89,78203.12]}",2026-06-22 11:46:12
478,net_latency,success,233,"{""sample"":[54270.06,82414.53,40358.17]}",2026-06-20 00:27:42
479,http_5xx,success,338,"{""sample"":[8446.4,37696.38,89566.67]}",2026-05-27 02:49:26
480,http_5xx,success,247,"{""sample"":[46131.95,16799.13,71826.1]}",2026-06-20 17:11:59
481,mem_working_set,success,76,"{""sample"":[58436.72,84644.75,38271.08]}",2026-06-11 05:17:58
482,restart_total,success,95,"{""sample"":[882.83,65156.26,66220.79]}",2026-06-20 05:31:59
483,net_latency,success,256,"{""sample"":[89768.44,20768.55,1290.48]}",2026-06-04 07:28:11
484,mem_working_set,success,150,"{""sample"":[5806.18,32101.3,78299.88]}",2026-05-26 00:24:25
485,http_5xx,success,445,"{""sample"":[81222.08,51254.11,53201.73]}",2026-06-05 04:39:17
486,http_5xx,success,387,"{""sample"":[17239.87,89395.21,9609.39]}",2026-06-19 20:30:46
487,http_5xx,success,223,"{""sample"":[73151.38,48883.93,83106.6]}",2026-06-07 23:17:38
488,http_5xx,success,225,"{""sample"":[15634.43,43607.33,52994.82]}",2026-05-30 02:05:50
489,cpu_usage,success,1,"{""sample"":[83977.88,92235.2,28185.66]}",2026-06-18 04:15:13
490,cpu_usage,success,446,"{""sample"":[51184.56,99335.15,98667.18]}",2026-05-30 11:59:19
491,mem_working_set,success,455,"{""sample"":[44687.9,79785.6,57023.89]}",2026-06-07 03:45:18
492,http_5xx,success,132,"{""sample"":[21040.5,61013.18,46062.73]}",2026-06-22 04:17:06
493,net_latency,success,105,"{""sample"":[8133.64,39483.96,29953.29]}",2026-06-20 03:03:13
494,net_latency,success,139,"{""sample"":[81134.35,36489.27,35904.32]}",2026-06-16 08:55:33
495,http_5xx,success,38,"{""sample"":[92399.92,58500.01,93369.93]}",2026-06-03 18:04:16
496,cpu_usage,error,0,"{""sample"":[46622.37,43224.62,37994.64]}",2026-05-28 03:29:04
497,net_latency,success,1,"{""sample"":[13824.65,42269.11,3897.29]}",2026-06-07 07:32:20
498,cpu_usage,success,308,"{""sample"":[71025.7,89823.59,61439.62]}",2026-06-17 14:57:43
499,mem_working_set,success,226,"{""sample"":[9427.81,30399.71,18669.29]}",2026-06-05 10:29:58
500,cpu_usage,success,80,"{""sample"":[38887.14,78247.22,8742.57]}",2026-06-03 23:16:37
501,mem_working_set,success,364,"{""sample"":[57166.29,97925.61,29688.66]}",2026-06-19 20:43:13
502,cpu_usage,success,49,"{""sample"":[39127.15,46260.74,91306.31]}",2026-06-12 10:30:42
503,http_5xx,success,2,"{""sample"":[35797.29,82008.62,35662.7]}",2026-05-26 06:55:01
504,http_5xx,success,22,"{""sample"":[21066.67,23819.93,93026.46]}",2026-05-26 13:56:35
505,mem_working_set,timeout,0,"{""sample"":[35134.32,69430.48,96435.43]}",2026-06-02 17:14:48
506,restart_total,success,426,"{""sample"":[79049.47,6409.97,22859.57]}",2026-06-09 15:18:41
507,http_5xx,success,352,"{""sample"":[17417.47,27902.31,92978.89]}",2026-06-02 10:28:52
508,net_latency,success,494,"{""sample"":[99381.38,75844.3,84276.13]}",2026-06-20 18:21:27
509,net_latency,success,432,"{""sample"":[69213.27,66262.52,49343.23]}",2026-06-09 21:35:44
510,net_latency,success,440,"{""sample"":[47843.83,40906.97,55927.56]}",2026-05-28 18:32:28
511,restart_total,success,26,"{""sample"":[45222.25,50263.03,54435.0]}",2026-06-06 15:29:40
512,net_latency,error,0,"{""sample"":[51252.0,53898.63,11263.69]}",2026-06-17 17:10:11
513,restart_total,success,227,"{""sample"":[27688.08,99681.63,58509.46]}",2026-06-02 04:32:30
514,mem_working_set,success,269,"{""sample"":[70924.17,29914.84,14659.34]}",2026-06-05 18:21:22
515,http_5xx,success,129,"{""sample"":[64840.17,75720.87,48170.07]}",2026-05-29 01:09:16
516,net_latency,success,141,"{""sample"":[30658.59,46735.01,89314.31]}",2026-06-12 13:00:37
517,net_latency,success,295,"{""sample"":[88029.72,1309.94,75972.99]}",2026-05-25 21:46:03
518,cpu_usage,success,149,"{""sample"":[6774.98,58582.21,77686.94]}",2026-06-03 11:44:25
519,http_5xx,success,437,"{""sample"":[76028.99,56419.76,43143.68]}",2026-06-12 15:57:35
520,net_latency,success,46,"{""sample"":[97098.12,73115.4,78204.48]}",2026-06-16 19:20:35
521,cpu_usage,success,445,"{""sample"":[93842.85,99625.32,92477.82]}",2026-06-23 08:28:47
522,http_5xx,success,196,"{""sample"":[60661.97,59614.54,84525.73]}",2026-06-18 13:05:54
523,cpu_usage,success,360,"{""sample"":[48752.1,10450.66,90499.16]}",2026-05-31 03:33:24
524,net_latency,success,9,"{""sample"":[79299.82,12058.18,74136.45]}",2026-06-12 19:45:12
525,http_5xx,timeout,0,"{""sample"":[5467.41,15460.32,63495.99]}",2026-06-04 18:11:13
526,restart_total,success,313,"{""sample"":[4966.04,58640.15,599.25]}",2026-06-18 03:05:55
527,mem_working_set,success,356,"{""sample"":[85743.38,30728.81,19489.37]}",2026-06-05 00:10:21
528,restart_total,success,487,"{""sample"":[5811.59,10295.91,67369.88]}",2026-06-17 00:40:52
529,restart_total,success,43,"{""sample"":[74101.78,37466.0,41466.85]}",2026-06-03 11:06:27
530,mem_working_set,success,421,"{""sample"":[72514.83,52565.24,80947.11]}",2026-06-04 01:45:40
531,net_latency,success,491,"{""sample"":[21295.09,30753.25,4232.83]}",2026-06-21 12:33:10
532,cpu_usage,success,88,"{""sample"":[35433.05,17091.41,1627.86]}",2026-06-22 09:22:06
533,http_5xx,success,308,"{""sample"":[66372.58,46453.1,22361.19]}",2026-06-19 01:19:33
534,http_5xx,success,258,"{""sample"":[24452.63,17253.37,42639.81]}",2026-06-22 12:22:13
535,mem_working_set,success,75,"{""sample"":[15317.59,83175.26,5671.33]}",2026-06-09 03:00:23
536,cpu_usage,success,314,"{""sample"":[49362.94,59957.87,60705.25]}",2026-05-29 06:07:01
537,net_latency,success,451,"{""sample"":[13776.34,36203.31,1209.37]}",2026-06-20 10:14:53
538,cpu_usage,success,38,"{""sample"":[33725.78,94338.36,41738.68]}",2026-06-01 20:22:35
539,restart_total,success,316,"{""sample"":[73282.83,9611.74,63469.17]}",2026-06-23 03:28:33
540,restart_total,success,367,"{""sample"":[42011.67,71827.22,1594.19]}",2026-05-27 07:09:28
541,net_latency,success,461,"{""sample"":[90141.25,79765.9,83999.36]}",2026-05-30 03:18:47
542,http_5xx,success,388,"{""sample"":[2554.35,89335.86,32819.86]}",2026-05-28 22:24:44
543,net_latency,success,116,"{""sample"":[12436.07,86564.39,75222.26]}",2026-05-28 12:03:52
544,mem_working_set,timeout,0,"{""sample"":[14573.87,74491.21,71068.46]}",2026-06-07 10:04:39
545,http_5xx,success,310,"{""sample"":[76926.28,37537.99,86724.55]}",2026-06-08 14:47:36
546,restart_total,success,57,"{""sample"":[69957.49,11288.28,3051.66]}",2026-06-03 02:36:41
547,mem_working_set,success,38,"{""sample"":[74494.51,36058.37,24410.79]}",2026-06-04 07:25:57
548,net_latency,success,448,"{""sample"":[12868.75,18240.9,990.7]}",2026-06-20 00:57:57
549,net_latency,success,475,"{""sample"":[64269.4,74993.02,34963.15]}",2026-06-05 01:53:30
550,mem_working_set,success,254,"{""sample"":[3627.46,69416.3,16769.93]}",2026-05-24 22:06:35
551,http_5xx,success,17,"{""sample"":[45448.67,26675.75,14699.47]}",2026-05-25 16:58:19
552,mem_working_set,success,137,"{""sample"":[97267.28,77667.99,52002.5]}",2026-06-08 15:19:41
553,restart_total,success,206,"{""sample"":[62319.48,2343.81,24707.16]}",2026-06-13 19:47:54
554,net_latency,success,315,"{""sample"":[650.26,4895.67,16869.14]}",2026-06-08 21:55:36
555,net_latency,success,301,"{""sample"":[99.32,86941.28,32306.29]}",2026-05-31 23:06:08
556,restart_total,success,200,"{""sample"":[70439.97,62501.32,60831.96]}",2026-06-02 20:06:30
557,restart_total,success,195,"{""sample"":[47232.58,28657.53,43089.78]}",2026-05-31 17:43:45
