id,agent_name,agent_type,status,cluster_name,last_heartbeat,metadata,created_at,updated_at
269,cluster_manager-dr-use1-eks-01,cluster_manager,idle,dr-use1-eks,2026-06-23 11:51:01,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.41}",2026-05-30 16:30:32,2026-06-23 12:00:00
270,worker-prod-usw2-eks-00,worker,idle,prod-usw2-eks,2026-06-23 11:59:35,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.49}",2026-06-10 04:11:50,2026-06-23 12:00:00
271,worker-staging-use2-eks-02,worker,idle,staging-use2-eks,2026-06-23 11:53:15,"{""version"":""1.4.2"",""queue_depth"":1,""load"":0.12}",2026-06-21 00:19:52,2026-06-23 12:00:00
272,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:50:22,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.02}",2026-06-07 03:02:32,2026-06-23 12:00:00
273,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:58:02,"{""version"":""1.4.2"",""queue_depth"":11,""load"":0.05}",2026-06-22 22:28:36,2026-06-23 12:00:00
274,worker-prod-use2-eks-00,worker,active,prod-use2-eks,2026-06-23 11:56:59,"{""version"":""1.4.2"",""queue_depth"":7,""load"":0.37}",2026-06-22 14:25:31,2026-06-23 12:00:00
275,worker-prod-usw2-eks-01,worker,active,prod-usw2-eks,2026-06-23 11:54:35,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.96}",2026-06-19 03:52:31,2026-06-23 12:00:00
276,worker-prod-use2-eks-03,worker,degraded,prod-use2-eks,2026-06-23 11:59:21,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.4}",2026-06-20 02:49:28,2026-06-23 12:00:00
277,worker-dr-use1-eks-04,worker,degraded,dr-use1-eks,2026-06-23 11:55:38,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.52}",2026-05-25 05:43:00,2026-06-23 12:00:00
278,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:57:01,"{""version"":""1.4.2"",""queue_depth"":1,""load"":0.14}",2026-06-02 14:11:51,2026-06-23 12:00:00
279,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:54:27,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.33}",2026-06-15 06:26:02,2026-06-23 12:00:00
280,worker-prod-use2-eks-04,worker,active,prod-use2-eks,2026-06-23 11:57:43,"{""version"":""1.4.2"",""queue_depth"":44,""load"":0.58}",2026-06-17 18:17:10,2026-06-23 12:00:00
281,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:53:35,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.08}",2026-05-30 23:07:56,2026-06-23 12:00:00
282,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:54:46,"{""version"":""1.4.2"",""queue_depth"":7,""load"":0.89}",2026-06-13 16:27:14,2026-06-23 12:00:00
283,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:54:05,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.55}",2026-06-17 05:49:33,2026-06-23 12:00:00
284,worker-prod-usw2-eks-03,worker,degraded,prod-usw2-eks,2026-06-23 11:54:45,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.83}",2026-06-09 21:13:00,2026-06-23 12:00:00
285,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:59:23,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.24}",2026-06-10 01:02:24,2026-06-23 12:00:00
286,cluster_manager-prod-use2-eks-00,cluster_manager,active,prod-use2-eks,2026-06-23 11:52:55,"{""version"":""1.4.2"",""queue_depth"":1,""load"":0.53}",2026-06-06 16:15:20,2026-06-23 12:00:00
287,worker-prod-use2-eks-02,worker,active,prod-use2-eks,2026-06-23 11:52:59,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.75}",2026-05-25 10:07:32,2026-06-23 12:00:00
288,worker-staging-use2-eks-02,worker,idle,staging-use2-eks,2026-06-23 11:57:30,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.67}",2026-06-17 16:29:57,2026-06-23 12:00:00
289,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:51:45,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.68}",2026-06-09 17:02:24,2026-06-23 12:00:00
290,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:59:43,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.82}",2026-06-03 17:55:45,2026-06-23 12:00:00
291,worker-prod-use2-eks-05,worker,active,prod-use2-eks,2026-06-23 11:59:45,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.89}",2026-06-22 02:48:29,2026-06-23 12:00:00
292,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:50:48,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.6}",2026-06-01 18:47:49,2026-06-23 12:00:00
293,cluster_manager-prod-use2-eks-00,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:52:28,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.42}",2026-06-04 19:07:59,2026-06-23 12:00:00
294,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:57:11,"{""version"":""1.4.2"",""queue_depth"":11,""load"":0.2}",2026-05-27 18:19:43,2026-06-23 12:00:00
295,worker-dr-use1-eks-01,worker,degraded,dr-use1-eks,2026-06-23 11:51:30,"{""version"":""1.4.2"",""queue_depth"":7,""load"":0.22}",2026-06-21 16:28:26,2026-06-23 12:00:00
296,worker-dr-use1-eks-00,worker,idle,dr-use1-eks,2026-06-23 11:50:01,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.97}",2026-06-14 11:31:23,2026-06-23 12:00:00
297,cluster_manager-dr-use1-eks-00,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:51:30,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.74}",2026-06-17 06:38:21,2026-06-23 12:00:00
298,worker-staging-use2-eks-03,worker,degraded,staging-use2-eks,2026-06-23 11:57:27,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.13}",2026-06-02 15:55:39,2026-06-23 12:00:00
299,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:50:13,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.38}",2026-06-09 12:16:16,2026-06-23 12:00:00
300,worker-staging-use2-eks-03,worker,active,staging-use2-eks,2026-06-23 11:57:46,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.7}",2026-06-12 12:09:43,2026-06-23 12:00:00
301,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:56:32,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.78}",2026-06-22 17:37:29,2026-06-23 12:00:00
302,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:50:07,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.28}",2026-06-20 05:36:08,2026-06-23 12:00:00
303,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:55:31,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.95}",2026-05-25 21:33:26,2026-06-23 12:00:00
304,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:57:31,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.39}",2026-05-25 17:54:27,2026-06-23 12:00:00
305,worker-prod-use2-eks-01,worker,degraded,prod-use2-eks,2026-06-23 11:50:06,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.33}",2026-06-01 21:57:43,2026-06-23 12:00:00
306,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:50:10,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.25}",2026-06-07 13:09:33,2026-06-23 12:00:00
307,cluster_manager-staging-use2-eks-00,cluster_manager,active,staging-use2-eks,2026-06-23 11:55:41,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.8}",2026-06-03 12:40:11,2026-06-23 12:00:00
308,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:55:04,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.04}",2026-06-05 11:59:05,2026-06-23 12:00:00
309,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:53:59,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.05}",2026-05-25 04:49:03,2026-06-23 12:00:00
310,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:55:55,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.02}",2026-05-29 07:35:42,2026-06-23 12:00:00
311,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:59:09,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.92}",2026-05-31 10:34:01,2026-06-23 12:00:00
312,cluster_manager-staging-use2-eks-00,cluster_manager,idle,staging-use2-eks,2026-06-23 11:55:43,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.49}",2026-06-06 22:59:11,2026-06-23 12:00:00
313,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:57:11,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.5}",2026-06-01 18:12:41,2026-06-23 12:00:00
314,worker-staging-use2-eks-04,worker,active,staging-use2-eks,2026-06-23 11:56:54,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.72}",2026-06-14 09:50:31,2026-06-23 12:00:00
315,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:57:18,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.59}",2026-06-12 23:58:32,2026-06-23 12:00:00
316,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:51:31,"{""version"":""1.4.2"",""queue_depth"":31,""load"":0.49}",2026-06-22 07:32:10,2026-06-23 12:00:00
317,cluster_manager-prod-use2-eks-01,cluster_manager,active,prod-use2-eks,2026-06-23 11:55:47,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.72}",2026-06-05 02:13:31,2026-06-23 12:00:00
318,worker-dr-use1-eks-00,worker,active,dr-use1-eks,2026-06-23 11:55:06,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.48}",2026-06-05 00:16:37,2026-06-23 12:00:00
319,cluster_manager-dr-use1-eks-00,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:57:04,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.24}",2026-06-08 23:07:43,2026-06-23 12:00:00
320,worker-prod-usw2-eks-05,worker,active,prod-usw2-eks,2026-06-23 11:56:11,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.53}",2026-05-25 23:56:07,2026-06-23 12:00:00
321,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:55:59,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.47}",2026-05-28 16:10:15,2026-06-23 12:00:00
322,worker-prod-usw2-eks-03,worker,degraded,prod-usw2-eks,2026-06-23 11:50:41,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.12}",2026-06-19 18:46:06,2026-06-23 12:00:00
323,worker-dr-use1-eks-01,worker,idle,dr-use1-eks,2026-06-23 11:50:39,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.64}",2026-06-01 05:56:53,2026-06-23 12:00:00
324,worker-prod-use2-eks-01,worker,active,prod-use2-eks,2026-06-23 11:51:06,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.03}",2026-06-19 12:25:34,2026-06-23 12:00:00
325,cluster_manager-prod-usw2-eks-01,cluster_manager,degraded,prod-usw2-eks,2026-06-23 11:56:34,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.96}",2026-06-02 21:07:26,2026-06-23 12:00:00
326,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:58:46,"{""version"":""1.4.2"",""queue_depth"":17,""load"":0.29}",2026-06-14 20:05:56,2026-06-23 12:00:00
327,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:59:56,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.99}",2026-06-15 13:55:10,2026-06-23 12:00:00
328,worker-staging-use2-eks-04,worker,active,staging-use2-eks,2026-06-23 11:52:11,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.03}",2026-06-01 03:18:02,2026-06-23 12:00:00
329,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:53:13,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.81}",2026-06-17 09:53:32,2026-06-23 12:00:00
330,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:54:21,"{""version"":""1.4.2"",""queue_depth"":17,""load"":0.99}",2026-06-06 01:04:05,2026-06-23 12:00:00
331,worker-staging-use2-eks-00,worker,idle,staging-use2-eks,2026-06-23 11:50:48,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.18}",2026-06-01 20:21:07,2026-06-23 12:00:00
332,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:52:13,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.76}",2026-06-11 11:44:42,2026-06-23 12:00:00
333,worker-prod-usw2-eks-01,worker,active,prod-usw2-eks,2026-06-23 11:56:09,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.4}",2026-06-14 05:42:44,2026-06-23 12:00:00
334,worker-prod-usw2-eks-04,worker,idle,prod-usw2-eks,2026-06-23 11:58:39,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.26}",2026-06-03 15:51:24,2026-06-23 12:00:00
335,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:52:39,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.33}",2026-05-30 04:00:34,2026-06-23 12:00:00
336,worker-dr-use1-eks-00,worker,active,dr-use1-eks,2026-06-23 11:56:00,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.14}",2026-05-25 00:33:42,2026-06-23 12:00:00
337,worker-staging-use2-eks-01,worker,active,staging-use2-eks,2026-06-23 11:57:32,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.25}",2026-06-13 09:53:54,2026-06-23 12:00:00
338,strategist-prod-usw2-eks-00,strategist,degraded,prod-usw2-eks,2026-06-23 11:50:54,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.44}",2026-06-09 14:12:14,2026-06-23 12:00:00
339,worker-staging-use2-eks-04,worker,active,staging-use2-eks,2026-06-23 11:54:40,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.14}",2026-06-07 16:40:46,2026-06-23 12:00:00
340,worker-prod-use2-eks-02,worker,idle,prod-use2-eks,2026-06-23 11:54:37,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.55}",2026-06-22 13:26:03,2026-06-23 12:00:00
341,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:50:28,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.96}",2026-05-30 18:54:46,2026-06-23 12:00:00
342,worker-prod-use2-eks-05,worker,idle,prod-use2-eks,2026-06-23 11:59:23,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.03}",2026-05-29 05:16:47,2026-06-23 12:00:00
343,worker-dr-use1-eks-04,worker,active,dr-use1-eks,2026-06-23 11:58:04,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.07}",2026-06-21 04:04:17,2026-06-23 12:00:00
344,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:52:16,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.73}",2026-05-27 16:10:32,2026-06-23 12:00:00
345,worker-staging-use2-eks-00,worker,active,staging-use2-eks,2026-06-23 11:51:24,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.35}",2026-06-19 17:09:48,2026-06-23 12:00:00
346,worker-staging-use2-eks-00,worker,active,staging-use2-eks,2026-06-23 11:54:41,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.09}",2026-06-04 23:20:45,2026-06-23 12:00:00
347,cluster_manager-staging-use2-eks-01,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:51:50,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.58}",2026-06-18 14:59:13,2026-06-23 12:00:00
348,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:56:08,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.16}",2026-06-09 16:47:16,2026-06-23 12:00:00
349,strategist-prod-use2-eks-00,strategist,idle,prod-use2-eks,2026-06-23 11:53:44,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.85}",2026-05-26 15:05:08,2026-06-23 12:00:00
350,worker-dr-use1-eks-02,worker,degraded,dr-use1-eks,2026-06-23 11:57:12,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.19}",2026-06-17 13:25:54,2026-06-23 12:00:00
351,worker-dr-use1-eks-00,worker,active,dr-use1-eks,2026-06-23 11:50:44,"{""version"":""1.4.2"",""queue_depth"":16,""load"":0.22}",2026-06-10 12:27:50,2026-06-23 12:00:00
352,worker-dr-use1-eks-02,worker,degraded,dr-use1-eks,2026-06-23 11:50:56,"{""version"":""1.4.2"",""queue_depth"":31,""load"":0.6}",2026-06-10 00:38:09,2026-06-23 12:00:00
353,strategist-prod-use2-eks-00,strategist,idle,prod-use2-eks,2026-06-23 11:57:01,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.9}",2026-06-05 06:27:40,2026-06-23 12:00:00
354,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:55:12,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.72}",2026-06-07 04:02:31,2026-06-23 12:00:00
355,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:50:32,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.41}",2026-05-30 13:53:59,2026-06-23 12:00:00
356,worker-dr-use1-eks-05,worker,degraded,dr-use1-eks,2026-06-23 11:56:41,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.48}",2026-06-04 13:56:27,2026-06-23 12:00:00
357,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:58:01,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.69}",2026-06-19 03:40:22,2026-06-23 12:00:00
358,worker-prod-use2-eks-01,worker,degraded,prod-use2-eks,2026-06-23 11:52:36,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.12}",2026-06-10 04:28:21,2026-06-23 12:00:00
359,worker-prod-usw2-eks-03,worker,active,prod-usw2-eks,2026-06-23 11:52:33,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.93}",2026-05-26 23:28:02,2026-06-23 12:00:00
360,worker-prod-usw2-eks-05,worker,active,prod-usw2-eks,2026-06-23 11:58:31,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.99}",2026-06-14 01:02:26,2026-06-23 12:00:00
361,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:50:04,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.22}",2026-06-12 15:19:16,2026-06-23 12:00:00
362,worker-staging-use2-eks-00,worker,idle,staging-use2-eks,2026-06-23 11:54:07,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.49}",2026-06-20 10:13:57,2026-06-23 12:00:00
363,worker-staging-use2-eks-01,worker,degraded,staging-use2-eks,2026-06-23 11:58:13,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.04}",2026-06-02 07:24:01,2026-06-23 12:00:00
364,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:55:05,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.08}",2026-06-12 17:22:18,2026-06-23 12:00:00
365,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:55:10,"{""version"":""1.4.2"",""queue_depth"":1,""load"":0.01}",2026-06-12 03:10:16,2026-06-23 12:00:00
366,worker-prod-usw2-eks-05,worker,degraded,prod-usw2-eks,2026-06-23 11:59:46,"{""version"":""1.4.2"",""queue_depth"":35,""load"":0.03}",2026-06-04 23:48:11,2026-06-23 12:00:00
367,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:53:17,"{""version"":""1.4.2"",""queue_depth"":5,""load"":0.5}",2026-05-29 16:36:18,2026-06-23 12:00:00
368,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:58:40,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.57}",2026-06-10 12:49:11,2026-06-23 12:00:00
369,worker-staging-use2-eks-01,worker,active,staging-use2-eks,2026-06-23 11:57:30,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.22}",2026-06-18 19:01:25,2026-06-23 12:00:00
370,cluster_manager-dr-use1-eks-01,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:53:28,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.77}",2026-06-13 01:39:02,2026-06-23 12:00:00
371,worker-prod-use2-eks-01,worker,idle,prod-use2-eks,2026-06-23 11:53:19,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.92}",2026-06-21 13:42:56,2026-06-23 12:00:00
372,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:58:18,"{""version"":""1.4.2"",""queue_depth"":19,""load"":0.28}",2026-06-03 14:09:32,2026-06-23 12:00:00
373,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:50:53,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.51}",2026-06-04 04:36:08,2026-06-23 12:00:00
374,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:52:21,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.99}",2026-06-16 21:20:43,2026-06-23 12:00:00
375,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:55:50,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.43}",2026-06-22 08:25:35,2026-06-23 12:00:00
376,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:56:44,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.74}",2026-06-06 07:28:23,2026-06-23 12:00:00
377,cluster_manager-prod-usw2-eks-01,cluster_manager,idle,prod-usw2-eks,2026-06-23 11:55:42,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.95}",2026-06-12 18:04:54,2026-06-23 12:00:00
378,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:57:46,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.28}",2026-06-01 03:54:18,2026-06-23 12:00:00
379,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:59:13,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.26}",2026-06-13 04:56:44,2026-06-23 12:00:00
380,cluster_manager-prod-usw2-eks-00,cluster_manager,degraded,prod-usw2-eks,2026-06-23 11:58:12,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.98}",2026-05-30 06:04:17,2026-06-23 12:00:00
381,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:50:13,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.01}",2026-05-26 12:32:46,2026-06-23 12:00:00
382,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:53:25,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.43}",2026-06-09 22:55:14,2026-06-23 12:00:00
383,worker-prod-use2-eks-01,worker,idle,prod-use2-eks,2026-06-23 11:55:30,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.19}",2026-05-25 15:29:42,2026-06-23 12:00:00
384,worker-dr-use1-eks-04,worker,degraded,dr-use1-eks,2026-06-23 11:56:45,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.19}",2026-06-01 16:37:18,2026-06-23 12:00:00
385,worker-prod-usw2-eks-05,worker,idle,prod-usw2-eks,2026-06-23 11:58:06,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.38}",2026-06-13 18:33:09,2026-06-23 12:00:00
386,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:52:45,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.92}",2026-06-03 09:10:14,2026-06-23 12:00:00
387,cluster_manager-dr-use1-eks-00,cluster_manager,active,dr-use1-eks,2026-06-23 11:52:40,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.98}",2026-06-20 13:21:34,2026-06-23 12:00:00
388,worker-prod-use2-eks-03,worker,active,prod-use2-eks,2026-06-23 11:56:52,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.72}",2026-06-22 07:47:51,2026-06-23 12:00:00
389,worker-staging-use2-eks-02,worker,idle,staging-use2-eks,2026-06-23 11:54:38,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.83}",2026-06-03 13:23:54,2026-06-23 12:00:00
390,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:52:11,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.2}",2026-06-22 23:34:46,2026-06-23 12:00:00
391,worker-prod-usw2-eks-04,worker,idle,prod-usw2-eks,2026-06-23 11:53:03,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.59}",2026-06-21 06:15:08,2026-06-23 12:00:00
392,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:50:46,"{""version"":""1.4.2"",""queue_depth"":3,""load"":0.48}",2026-05-25 05:57:05,2026-06-23 12:00:00
393,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:55:18,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.39}",2026-05-29 11:05:25,2026-06-23 12:00:00
394,worker-staging-use2-eks-03,worker,active,staging-use2-eks,2026-06-23 11:57:45,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.39}",2026-06-07 12:59:36,2026-06-23 12:00:00
395,strategist-prod-usw2-eks-00,strategist,degraded,prod-usw2-eks,2026-06-23 11:50:08,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.41}",2026-06-08 08:42:24,2026-06-23 12:00:00
396,strategist-prod-use2-eks-00,strategist,idle,prod-use2-eks,2026-06-23 11:55:11,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.11}",2026-06-17 18:13:45,2026-06-23 12:00:00
397,strategist-staging-use2-eks-00,strategist,idle,staging-use2-eks,2026-06-23 11:52:43,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.59}",2026-06-07 02:49:07,2026-06-23 12:00:00
398,cluster_manager-prod-use2-eks-00,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:53:08,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.89}",2026-06-10 10:09:31,2026-06-23 12:00:00
399,cluster_manager-prod-usw2-eks-01,cluster_manager,active,prod-usw2-eks,2026-06-23 11:52:47,"{""version"":""1.4.2"",""queue_depth"":31,""load"":0.24}",2026-06-22 00:03:04,2026-06-23 12:00:00
400,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:57:41,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.84}",2026-06-12 02:42:55,2026-06-23 12:00:00
