id,correlation_id,source,target,message_type,payload,status,created_at,processed_at
267,90c4fcd8-24ef-ee6f-2d61-7e25136e4aa0,worker-prod-use2-eks-03,worker-prod-use2-eks-02,action_result,"{""pod"":""payments-worker-bbc0947-0aa1a"",""action"":""restart""}",processed,2026-06-09 02:50:30,2026-06-09 02:50:53
268,673ff54f-10d9-9e54-0a03-6bcd2c886ddd,cluster_manager-prod-use2-eks-00,worker-dr-use1-eks-04,query,"{""pod"":""session-store-a097c68-649a1"",""action"":""scale""}",processed,2026-06-02 10:47:25,2026-06-02 10:47:25
269,9ce029ac-2230-f8f5-5b1f-e7a9b6238178,cluster_manager-dr-use1-eks-00,worker-dr-use1-eks-05,escalation,"{""pod"":""auth-gateway-41b4f33-14ef9"",""action"":""restart""}",processed,2026-06-11 10:58:47,2026-06-11 10:58:49
270,e0fac397-f555-522d-8d32-fcf202cdd3a2,cluster_manager-prod-use2-eks-00,worker-dr-use1-eks-01,action_request,"{""pod"":""recommendation-c460126-52814"",""action"":""notify""}",processed,2026-06-11 16:24:24,2026-06-11 16:24:47
271,0752524f-c49a-de61-85cf-bce4f64b7f2c,worker-prod-use2-eks-04,worker-prod-use2-eks-03,query,"{""pod"":""payments-api-2729261-453da"",""action"":""scale""}",processed,2026-06-01 09:35:28,2026-06-01 09:35:46
272,81bd08f4-c021-a8b4-71db-71f735c47c18,worker-prod-use2-eks-02,strategist-prod-use2-eks-00,action_result,"{""pod"":""search-api-be84964-d972c"",""action"":""scale""}",processed,2026-06-16 22:21:08,2026-06-16 22:21:17
273,c49bada6-d41c-4aa8-41ad-7f5e68ffda41,worker-dr-use1-eks-03,strategist-prod-usw2-eks-00,heartbeat,"{""pod"":""inventory-svc-0d33458-c137f"",""action"":""notify""}",failed,2026-06-20 03:04:35,2026-06-20 03:04:56
274,20e8e7e6-979a-9e22-4915-27e5f0bbb566,strategist-staging-use2-eks-00,worker-staging-use2-eks-01,ack,"{""pod"":""ledger-svc-2014124-29b88"",""action"":""scale""}",failed,2026-06-06 14:45:47,2026-06-06 14:45:58
275,45da3879-918f-ebab-6e1e-62a378e168a7,worker-staging-use2-eks-02,worker-staging-use2-eks-00,heartbeat,"{""pod"":""recommendation-e5d5555-c6e9b"",""action"":""scale""}",processed,2026-06-07 04:40:53,2026-06-07 04:41:21
276,8c74a792-cc25-0317-10b9-af07ec605508,worker-staging-use2-eks-05,worker-staging-use2-eks-04,ack,"{""pod"":""notifications-1938743-28dca"",""action"":""restart""}",processed,2026-05-29 08:32:30,2026-05-29 08:32:30
277,651ad85e-da9f-6e22-3fbb-5f0c06e419f1,cluster_manager-prod-usw2-eks-00,worker-staging-use2-eks-00,heartbeat,"{""pod"":""search-api-eff0684-a368a"",""action"":""restart""}",processed,2026-06-12 16:36:55,2026-06-12 16:37:04
278,6249a391-7738-4a89-5a21-8b37fde70f66,strategist-prod-usw2-eks-00,worker-prod-usw2-eks-00,action_result,"{""pod"":""orders-worker-8482791-f2d9f"",""action"":""restart""}",processed,2026-06-02 19:23:26,2026-06-02 19:23:32
279,ee64f617-2ca2-28ac-a295-d0d04ddc3e0b,worker-staging-use2-eks-01,worker-prod-usw2-eks-02,action_request,"{""pod"":""coredns-47d4438-c55d7"",""action"":""restart""}",pending,2026-06-04 14:41:57,
280,f8bff24b-ca69-546f-4f2d-ae748b109dae,worker-staging-use2-eks-02,worker-prod-use2-eks-03,escalation,"{""pod"":""auth-gateway-41b4f33-14ef9"",""action"":""restart""}",failed,2026-06-23 04:58:12,2026-06-23 04:58:18
281,bd93d517-f67d-3fef-47bf-c46a3eab9a56,cluster_manager-prod-usw2-eks-01,worker-prod-usw2-eks-04,action_result,"{""pod"":""inventory-svc-bfded25-1e6d2"",""action"":""restart""}",processed,2026-06-18 15:18:04,2026-06-18 15:18:26
282,c007e930-e3fc-2f42-ccd2-40e18ea3a603,cluster_manager-staging-use2-eks-01,worker-staging-use2-eks-03,escalation,"{""pod"":""payments-worker-1d1bf52-dff66"",""action"":""scale""}",processed,2026-06-11 17:46:56,2026-06-11 17:47:03
283,7e022960-c12f-f945-629f-06355a8e1509,cluster_manager-prod-usw2-eks-00,worker-prod-usw2-eks-01,query,"{""pod"":""payments-worker-7a57672-86691"",""action"":""restart""}",pending,2026-06-12 03:45:43,
284,7b344552-6a1e-3423-88fe-853b84997ce0,cluster_manager-prod-use2-eks-00,worker-staging-use2-eks-01,query,"{""pod"":""image-resizer-9994630-7c707"",""action"":""restart""}",processed,2026-05-29 04:25:31,2026-05-29 04:25:55
285,24cae712-6b8c-2af1-cdc5-80f5632fb259,strategist-prod-usw2-eks-00,cluster_manager-prod-use2-eks-01,prediction,"{""pod"":""metrics-server-6162d13-d4a14"",""action"":""notify""}",pending,2026-06-03 20:10:06,
286,cebfa567-cd19-ec55-1c6d-40b34d890494,worker-staging-use2-eks-03,strategist-prod-use2-eks-00,heartbeat,"{""pod"":""coredns-37f1521-4cd3d"",""action"":""notify""}",processed,2026-06-06 02:34:15,2026-06-06 02:34:21
287,c4e3ef4e-cd9c-f5aa-ebb5-65453a50f037,strategist-prod-use2-eks-00,worker-prod-usw2-eks-05,heartbeat,"{""pod"":""cart-svc-51c2594-4d271"",""action"":""notify""}",processed,2026-05-26 17:42:04,2026-05-26 17:42:17
288,5048f97c-231c-6e1f-29f2-9dfd6dc2f560,strategist-prod-use2-eks-00,worker-dr-use1-eks-05,heartbeat,"{""pod"":""search-api-1605640-8abaf"",""action"":""scale""}",processed,2026-06-10 02:00:58,2026-06-10 02:01:23
289,f7f2bd6f-07c0-b41e-fb95-d4bfd55c1b9d,worker-prod-usw2-eks-01,worker-staging-use2-eks-00,heartbeat,"{""pod"":""search-api-db28570-d359e"",""action"":""restart""}",processed,2026-05-29 23:08:10,2026-05-29 23:08:19
290,764f3bf2-4786-62cc-afee-9ac759d61dc7,worker-prod-usw2-eks-00,worker-staging-use2-eks-04,action_result,"{""pod"":""ledger-svc-1232e29-49ea1"",""action"":""restart""}",processed,2026-05-27 05:15:15,2026-05-27 05:15:15
291,9f5d4845-905b-5958-91d1-db575fc9c691,worker-dr-use1-eks-04,worker-prod-use2-eks-03,heartbeat,"{""pod"":""metrics-server-e2e6924-29c37"",""action"":""restart""}",pending,2026-06-18 10:23:09,
292,8b8b7a1f-48be-43ff-d68c-8a0f7b99cd62,worker-staging-use2-eks-01,strategist-staging-use2-eks-00,escalation,"{""pod"":""ledger-svc-0744083-43011"",""action"":""restart""}",pending,2026-06-10 19:35:05,
293,50eb9a1b-7209-1040-92a6-f11b94097d1e,cluster_manager-prod-usw2-eks-00,worker-prod-usw2-eks-00,ack,"{""pod"":""inventory-svc-3e28589-98330"",""action"":""notify""}",failed,2026-06-10 07:40:30,2026-06-10 07:40:47
294,8c81fc0f-4a05-3189-de01-99ecc51055f5,worker-staging-use2-eks-01,worker-dr-use1-eks-02,escalation,"{""pod"":""inventory-svc-1d6f570-1b50d"",""action"":""restart""}",processed,2026-06-02 00:48:15,2026-06-02 00:48:18
295,d50b6793-0c28-0344-a1a7-5f77f605c0f5,worker-staging-use2-eks-01,worker-prod-usw2-eks-02,ack,"{""pod"":""search-api-db28570-d359e"",""action"":""restart""}",failed,2026-06-15 01:50:44,2026-06-15 01:51:03
296,0e1f3427-204c-de8f-9fc8-37ba10e7847d,worker-prod-use2-eks-00,worker-staging-use2-eks-00,action_request,"{""pod"":""auth-gateway-ebb2b70-575e4"",""action"":""restart""}",pending,2026-06-10 14:41:05,
297,de164f02-1952-aeb4-f166-8490610d65a5,strategist-dr-use1-eks-00,worker-prod-use2-eks-02,heartbeat,"{""pod"":""indexer-6c1eb29-ca471"",""action"":""notify""}",processed,2026-06-02 14:00:17,2026-06-02 14:00:28
298,989a5b79-e45e-129b-689d-d5890d3bd439,strategist-prod-usw2-eks-00,worker-prod-usw2-eks-01,prediction,"{""pod"":""search-api-1271443-2f040"",""action"":""scale""}",failed,2026-06-04 09:57:36,2026-06-04 09:57:43
299,e9945e3a-e9ef-8681-8d45-3f3c89f08d66,worker-staging-use2-eks-02,strategist-prod-usw2-eks-00,heartbeat,"{""pod"":""notifications-abd2926-3451e"",""action"":""notify""}",processed,2026-06-19 09:51:22,2026-06-19 09:51:36
300,b0cab6df-ebfc-8abd-5521-a3bd236f3284,worker-dr-use1-eks-00,worker-staging-use2-eks-04,action_request,"{""pod"":""notifications-26e9347-44fc8"",""action"":""scale""}",processed,2026-06-11 16:23:02,2026-06-11 16:23:28
301,959d7819-45c5-7fdb-a1bd-a60a86f515e8,worker-dr-use1-eks-03,worker-prod-usw2-eks-05,heartbeat,"{""pod"":""search-api-d416b43-7cb20"",""action"":""restart""}",pending,2026-06-02 21:50:46,
302,61696bdc-ba27-29b7-d9f3-04d372b00c11,worker-staging-use2-eks-01,strategist-prod-usw2-eks-00,action_request,"{""pod"":""config-svc-ddd1723-06ca5"",""action"":""notify""}",processed,2026-06-15 20:16:49,2026-06-15 20:17:05
303,425f26bd-042c-5dc2-08cd-4516d1185777,cluster_manager-staging-use2-eks-00,cluster_manager-staging-use2-eks-01,escalation,"{""pod"":""cart-svc-ee38458-64d46"",""action"":""notify""}",processed,2026-06-01 16:20:23,2026-06-01 16:20:49
304,39447bd2-7d82-0d65-6208-8458202a2eec,worker-staging-use2-eks-03,worker-staging-use2-eks-02,action_request,"{""pod"":""orders-api-cbca488-26609"",""action"":""restart""}",pending,2026-06-23 05:52:29,
305,c039a490-bad0-0a49-931d-1af358f4fd6e,worker-staging-use2-eks-03,worker-staging-use2-eks-01,action_result,"{""pod"":""cart-svc-51c2594-4d271"",""action"":""notify""}",failed,2026-05-26 12:24:57,2026-05-26 12:25:05
306,082a3b6b-a030-9b58-c3c9-4bb2b253e567,worker-prod-use2-eks-01,worker-prod-usw2-eks-00,action_request,"{""pod"":""indexer-b07f520-eaf04"",""action"":""scale""}",processed,2026-06-20 16:33:51,2026-06-20 16:34:18
307,dd051afb-828b-a6d5-9d68-61b17e059c38,worker-prod-use2-eks-04,worker-prod-usw2-eks-04,heartbeat,"{""pod"":""checkout-web-2e5d994-d724e"",""action"":""scale""}",failed,2026-05-29 14:43:49,2026-05-29 14:44:14
308,6c8acd15-a7a1-4d79-7735-cc22fb145c32,worker-dr-use1-eks-05,worker-prod-use2-eks-03,prediction,"{""pod"":""ledger-svc-204e643-7d23b"",""action"":""scale""}",pending,2026-06-15 20:59:38,
309,1dfc820a-f8d8-4e74-3029-ccdde749ee5b,worker-prod-usw2-eks-03,worker-dr-use1-eks-03,ack,"{""pod"":""checkout-web-0101b48-2b2af"",""action"":""restart""}",processed,2026-06-08 01:48:23,2026-06-08 01:48:34
310,a630365b-7572-7cbf-f0ef-afcc2d289acc,worker-dr-use1-eks-03,worker-dr-use1-eks-01,query,"{""pod"":""search-api-eff0684-a368a"",""action"":""notify""}",pending,2026-06-06 18:57:04,
311,c6ddbe53-f5e2-ed87-3fe8-94b9f82f3290,strategist-staging-use2-eks-00,worker-dr-use1-eks-03,escalation,"{""pod"":""ledger-svc-204e643-7d23b"",""action"":""restart""}",failed,2026-06-15 10:06:20,2026-06-15 10:06:35
312,927cfe15-ac16-3ae4-8894-04c4d03609c0,cluster_manager-prod-usw2-eks-01,cluster_manager-prod-use2-eks-01,prediction,"{""pod"":""config-svc-370d832-a686a"",""action"":""notify""}",processed,2026-06-12 07:39:21,2026-06-12 07:39:44
313,3ee4368e-8250-b4ba-9f20-060e65307bb9,worker-prod-usw2-eks-01,worker-prod-use2-eks-05,action_result,"{""pod"":""recommendation-c460126-52814"",""action"":""scale""}",failed,2026-05-28 14:26:36,2026-05-28 14:26:53
314,eaddb234-00ba-72af-db97-5aab3b885f60,worker-staging-use2-eks-01,cluster_manager-staging-use2-eks-01,escalation,"{""pod"":""orders-api-21c5d48-15186"",""action"":""restart""}",pending,2026-05-27 01:37:01,
315,10649e9d-f780-01cb-a64b-ff19f4ba04c8,worker-dr-use1-eks-02,worker-prod-usw2-eks-03,escalation,"{""pod"":""ledger-svc-f4a6d64-16dde"",""action"":""notify""}",processed,2026-06-07 10:17:52,2026-06-07 10:18:05
316,81f33544-522f-c870-36f1-657e216dc695,worker-staging-use2-eks-03,cluster_manager-prod-use2-eks-01,escalation,"{""pod"":""search-api-a47d446-4ffe2"",""action"":""scale""}",failed,2026-05-26 16:35:56,2026-05-26 16:36:04
317,33f67b03-f220-3016-89fe-222a9ec703ed,worker-dr-use1-eks-04,worker-dr-use1-eks-02,ack,"{""pod"":""auth-gateway-c975434-e6ef9"",""action"":""restart""}",pending,2026-06-16 23:26:07,
318,d2a8d4c8-3af4-78e6-895f-8d8112333154,cluster_manager-staging-use2-eks-01,worker-staging-use2-eks-00,query,"{""pod"":""indexer-4680271-0a829"",""action"":""notify""}",pending,2026-06-05 13:37:18,
319,882bbc33-f078-ba9a-c42a-6aecc1792691,strategist-prod-use2-eks-00,worker-prod-use2-eks-04,escalation,"{""pod"":""orders-worker-6ee3345-b0d20"",""action"":""restart""}",pending,2026-06-21 19:23:31,
320,0b845ee4-19c1-b3d1-1b44-4033b4d0fe57,worker-prod-usw2-eks-00,worker-prod-use2-eks-02,ack,"{""pod"":""checkout-web-4263246-52f3a"",""action"":""scale""}",pending,2026-06-21 10:36:16,
321,b904cd51-4aa1-e3db-0e6c-9178386fdff8,cluster_manager-prod-usw2-eks-00,strategist-staging-use2-eks-00,action_result,"{""pod"":""orders-worker-6ee3345-b0d20"",""action"":""scale""}",processed,2026-05-26 23:54:31,2026-05-26 23:54:49
322,af5abfd6-a144-76c7-d58f-014e5dc48628,worker-dr-use1-eks-01,strategist-prod-use2-eks-00,heartbeat,"{""pod"":""recommendation-1e52697-e4756"",""action"":""scale""}",failed,2026-06-18 06:48:44,2026-06-18 06:48:49
323,9c77bc95-239c-8aa2-00bc-55cd66133e52,cluster_manager-dr-use1-eks-01,cluster_manager-staging-use2-eks-01,escalation,"{""pod"":""inventory-svc-3e28589-98330"",""action"":""scale""}",processed,2026-06-21 11:26:05,2026-06-21 11:26:10
324,4f8438f1-1f05-2240-7260-93cb752eaef7,worker-dr-use1-eks-03,cluster_manager-prod-use2-eks-01,action_request,"{""pod"":""session-store-a097c68-649a1"",""action"":""scale""}",processed,2026-06-04 02:54:51,2026-06-04 02:55:19
325,98beb229-dc78-aa5b-44e1-4e99de0f9d61,worker-prod-use2-eks-03,worker-prod-usw2-eks-02,prediction,"{""pod"":""indexer-4680271-0a829"",""action"":""notify""}",failed,2026-06-11 21:53:47,2026-06-11 21:53:53
326,a4ecccec-5b9a-f4cf-ff00-e0a6a364be26,worker-staging-use2-eks-05,cluster_manager-prod-use2-eks-01,action_result,"{""pod"":""notifications-b2aff41-e1772"",""action"":""notify""}",pending,2026-06-01 16:39:28,
327,32fea4e0-b355-53c6-d30a-32c610562af1,worker-prod-use2-eks-04,cluster_manager-prod-usw2-eks-01,query,"{""pod"":""payments-api-c9c2b74-00142"",""action"":""scale""}",pending,2026-06-20 16:38:33,
328,5418f314-5134-17bf-28ae-97d4c9537597,worker-prod-usw2-eks-05,strategist-staging-use2-eks-00,ack,"{""pod"":""config-svc-ddd1723-06ca5"",""action"":""restart""}",failed,2026-06-01 21:24:21,2026-06-01 21:24:37
329,3512fe6a-b57e-2800-9422-1989c7bc545c,cluster_manager-staging-use2-eks-01,cluster_manager-prod-usw2-eks-00,heartbeat,"{""pod"":""inventory-svc-4453f63-e15f3"",""action"":""restart""}",processed,2026-06-21 08:50:50,2026-06-21 08:51:00
330,d779cd64-2d41-00c1-736e-30550ed82874,worker-dr-use1-eks-00,cluster_manager-prod-use2-eks-01,heartbeat,"{""pod"":""payments-api-1e23165-1e35b"",""action"":""restart""}",processed,2026-06-18 15:00:14,2026-06-18 15:00:26
331,1ad6e50c-92eb-66f7-1b4b-b2ff141b4ca5,worker-staging-use2-eks-05,worker-prod-use2-eks-01,query,"{""pod"":""indexer-6c1eb29-ca471"",""action"":""scale""}",processed,2026-05-24 21:08:16,2026-05-24 21:08:33
332,1e53f723-feba-f40f-235f-b4aecae506f0,worker-prod-use2-eks-01,worker-prod-use2-eks-00,action_result,"{""pod"":""coredns-b16ea15-07544"",""action"":""scale""}",processed,2026-06-22 04:39:56,2026-06-22 04:40:20
333,a8f68925-f0c8-892d-e6af-04b7ddb90432,worker-dr-use1-eks-05,worker-staging-use2-eks-05,escalation,"{""pod"":""checkout-web-4263246-52f3a"",""action"":""scale""}",processed,2026-06-13 01:46:13,2026-06-13 01:46:13
334,1da083ac-afb0-aef6-c227-3b4b6db7e02d,worker-prod-use2-eks-00,cluster_manager-prod-usw2-eks-01,action_result,"{""pod"":""search-api-8ca0b98-505ff"",""action"":""scale""}",failed,2026-06-19 13:39:01,2026-06-19 13:39:31
335,2e01cf4a-c901-c0fb-d504-676f727e8a8e,cluster_manager-dr-use1-eks-00,worker-staging-use2-eks-05,action_request,"{""pod"":""inventory-svc-bf8f159-02345"",""action"":""restart""}",pending,2026-06-15 05:08:45,
336,a36c50d4-d7ac-4f88-71bf-405b984c85bc,worker-prod-usw2-eks-01,worker-prod-usw2-eks-01,ack,"{""pod"":""search-api-8ca0b98-505ff"",""action"":""restart""}",failed,2026-06-02 18:08:29,2026-06-02 18:08:32
337,aa2f7bfe-d782-e81a-b1d4-804856ff28f1,worker-prod-usw2-eks-00,worker-prod-use2-eks-05,ack,"{""pod"":""notifications-1938743-28dca"",""action"":""notify""}",processed,2026-06-03 14:19:16,2026-06-03 14:19:17
338,c8eaf606-d625-27ba-1bd0-818fb24ac7a2,worker-prod-use2-eks-05,worker-staging-use2-eks-04,prediction,"{""pod"":""image-resizer-7bb3c89-50e74"",""action"":""notify""}",processed,2026-06-05 07:43:30,2026-06-05 07:43:46
339,00604ffb-cb5f-5ac2-3f21-c7159f87d200,cluster_manager-prod-usw2-eks-00,worker-prod-use2-eks-02,action_result,"{""pod"":""payments-worker-6e38c94-75bbf"",""action"":""scale""}",pending,2026-05-27 01:41:31,
340,15b2cde4-0936-1578-3913-5fa6a1cb21cd,worker-prod-usw2-eks-05,worker-staging-use2-eks-04,query,"{""pod"":""payments-api-423b015-b80bd"",""action"":""restart""}",pending,2026-06-12 10:31:20,
341,26da9523-3e23-263e-4386-7b8dab13a3d8,cluster_manager-prod-usw2-eks-00,cluster_manager-prod-use2-eks-00,escalation,"{""pod"":""session-store-d825e25-14f9f"",""action"":""notify""}",pending,2026-06-15 00:08:42,
342,f07330ba-0d49-e0d6-c2d6-fe5e707c73a5,worker-prod-usw2-eks-00,worker-prod-usw2-eks-02,heartbeat,"{""pod"":""payments-api-2729261-453da"",""action"":""restart""}",pending,2026-06-01 21:10:48,
343,63fcee60-f1c6-9e29-1f5f-baddcc9616b1,worker-prod-use2-eks-00,worker-prod-use2-eks-03,escalation,"{""pod"":""recommendation-2071c72-c0b22"",""action"":""scale""}",failed,2026-05-26 06:52:36,2026-05-26 06:53:01
344,5ab14c22-6d5d-1d41-d09d-8f0c839288c4,worker-dr-use1-eks-04,worker-staging-use2-eks-03,prediction,"{""pod"":""payments-worker-bbc0947-0aa1a"",""action"":""notify""}",processed,2026-06-22 16:33:01,2026-06-22 16:33:27
345,cd3530d5-a7e9-5049-f0fc-e18520bb693c,worker-dr-use1-eks-04,strategist-prod-usw2-eks-00,action_result,"{""pod"":""session-store-d825e25-14f9f"",""action"":""scale""}",pending,2026-06-18 09:02:55,
346,d8c4ca13-e075-9763-a965-3e6ecebb5055,strategist-prod-use2-eks-00,worker-dr-use1-eks-01,prediction,"{""pod"":""indexer-b957537-8aa20"",""action"":""scale""}",processed,2026-06-04 13:47:08,2026-06-04 13:47:36
347,4c00409a-1631-053e-be1e-7a394ad1ba93,worker-prod-use2-eks-00,cluster_manager-prod-use2-eks-00,query,"{""pod"":""checkout-web-c343d41-6a8d2"",""action"":""notify""}",pending,2026-06-11 15:35:47,
348,bae5f5a8-8ca5-eb9d-f4cf-3bb2f472aff8,worker-prod-use2-eks-04,worker-dr-use1-eks-05,action_result,"{""pod"":""auth-gateway-9bddb17-f3d59"",""action"":""scale""}",failed,2026-06-07 06:57:55,2026-06-07 06:58:03
349,aa463436-32b4-eac0-dd0e-d7a42aed9669,worker-dr-use1-eks-03,worker-staging-use2-eks-05,escalation,"{""pod"":""auth-gateway-9bddb17-f3d59"",""action"":""notify""}",processed,2026-06-04 02:53:59,2026-06-04 02:54:24
350,43c6f821-ef1d-921a-1c5d-daad9501d2c8,worker-prod-usw2-eks-01,worker-staging-use2-eks-03,heartbeat,"{""pod"":""search-api-1605640-8abaf"",""action"":""scale""}",pending,2026-06-07 08:47:18,
351,70f5dad7-33a6-05e9-7806-fa4a92863715,worker-prod-usw2-eks-04,worker-prod-use2-eks-00,query,"{""pod"":""notifications-26e9347-44fc8"",""action"":""scale""}",processed,2026-06-02 07:24:31,2026-06-02 07:24:34
352,63230bec-889b-bcdb-5316-91c8223c5073,worker-prod-usw2-eks-01,worker-prod-usw2-eks-04,ack,"{""pod"":""recommendation-c460126-52814"",""action"":""scale""}",failed,2026-06-05 12:58:14,2026-06-05 12:58:40
353,34caf685-4f8b-f4bf-b2ce-ec940d3e7984,worker-prod-use2-eks-03,worker-dr-use1-eks-02,action_request,"{""pod"":""checkout-web-c2b3638-fa6d0"",""action"":""notify""}",failed,2026-06-06 21:01:50,2026-06-06 21:02:14
354,bb4427ce-6ab5-6f9f-065d-a96cff456e8b,worker-staging-use2-eks-02,strategist-staging-use2-eks-00,escalation,"{""pod"":""orders-worker-b907131-2627d"",""action"":""restart""}",failed,2026-05-27 04:18:01,2026-05-27 04:18:04
355,1013913f-c07e-8060-1182-8087a91c49ba,worker-staging-use2-eks-03,worker-prod-usw2-eks-03,query,"{""pod"":""payments-api-1ce3577-591ac"",""action"":""scale""}",pending,2026-06-14 15:40:33,
356,4671abce-ca6c-4a22-f54d-93bb6da6dfbe,worker-prod-use2-eks-00,worker-dr-use1-eks-03,escalation,"{""pod"":""notifications-1938743-28dca"",""action"":""restart""}",failed,2026-06-05 20:27:18,2026-06-05 20:27:21
357,57ef611b-9a3e-9e25-1aaf-78b2b5ce8b67,cluster_manager-staging-use2-eks-01,worker-prod-use2-eks-05,prediction,"{""pod"":""ledger-svc-f4a6d64-16dde"",""action"":""notify""}",failed,2026-06-08 02:02:43,2026-06-08 02:02:50
358,6e8d5914-9d58-9cbc-1180-1d9a1600b625,worker-prod-use2-eks-02,worker-prod-use2-eks-00,action_result,"{""pod"":""inventory-svc-bf8f159-02345"",""action"":""scale""}",processed,2026-06-17 03:39:11,2026-06-17 03:39:29
359,e0269d10-9093-2047-52a6-e835c730c5e7,worker-staging-use2-eks-00,strategist-dr-use1-eks-00,heartbeat,"{""pod"":""orders-worker-b907131-2627d"",""action"":""notify""}",processed,2026-05-28 16:09:23,2026-05-28 16:09:39
360,e44b8565-d5a3-cabc-ed61-7defc68aac14,strategist-staging-use2-eks-00,cluster_manager-prod-usw2-eks-00,action_request,"{""pod"":""checkout-web-f628153-c1833"",""action"":""scale""}",failed,2026-06-15 02:13:27,2026-06-15 02:13:37
361,a9057c32-5d89-303f-efab-961007f81a0f,worker-staging-use2-eks-00,worker-prod-usw2-eks-03,query,"{""pod"":""payments-api-2729261-453da"",""action"":""scale""}",failed,2026-05-27 07:05:18,2026-05-27 07:05:34
362,37433abe-ec27-35d0-6699-8edd883ec100,worker-prod-use2-eks-04,worker-prod-usw2-eks-05,action_result,"{""pod"":""cart-svc-da3cf51-00806"",""action"":""restart""}",processed,2026-06-23 04:41:11,2026-06-23 04:41:37
363,7fe58718-458e-06b3-8dda-0e294c316659,cluster_manager-prod-use2-eks-01,worker-staging-use2-eks-03,action_request,"{""pod"":""session-store-4732511-0dba8"",""action"":""restart""}",processed,2026-06-23 04:47:28,2026-06-23 04:47:46
364,e3aef730-4ed5-91de-1ecb-e51a20c91a59,worker-prod-use2-eks-00,worker-prod-usw2-eks-00,escalation,"{""pod"":""ledger-svc-842cd31-95bfa"",""action"":""scale""}",failed,2026-06-05 03:10:41,2026-06-05 03:10:42
365,91e0d064-7e2b-dbcc-5018-35c800fa4db3,worker-dr-use1-eks-00,worker-prod-use2-eks-05,heartbeat,"{""pod"":""inventory-svc-bf8f159-02345"",""action"":""notify""}",processed,2026-05-28 08:12:01,2026-05-28 08:12:16
366,652cf58d-271c-8196-ab75-e3769b442039,worker-staging-use2-eks-01,worker-prod-usw2-eks-01,action_request,"{""pod"":""orders-worker-f884840-8265c"",""action"":""scale""}",failed,2026-06-04 17:47:18,2026-06-04 17:47:47
367,abe64f87-4980-95a0-3c1a-0c70d42719fa,worker-prod-usw2-eks-01,worker-prod-usw2-eks-03,action_result,"{""pod"":""session-store-28ebc77-cf7c8"",""action"":""notify""}",pending,2026-06-15 17:47:35,
368,1763957d-e0fd-bfd7-d107-8f599a89185c,worker-prod-use2-eks-02,worker-prod-use2-eks-02,escalation,"{""pod"":""checkout-web-2b77739-52fdd"",""action"":""notify""}",processed,2026-05-29 02:04:10,2026-05-29 02:04:21
369,f4e7e202-3e57-1df3-f812-1c95e9f8ce2c,strategist-staging-use2-eks-00,worker-staging-use2-eks-05,query,"{""pod"":""orders-api-cbca488-26609"",""action"":""scale""}",failed,2026-06-13 09:12:21,2026-06-13 09:12:33
370,3173f338-e172-9ac1-8ad6-c143140da99f,worker-dr-use1-eks-01,worker-prod-use2-eks-01,heartbeat,"{""pod"":""config-svc-0f5b883-4b9e2"",""action"":""scale""}",processed,2026-06-06 22:23:05,2026-06-06 22:23:22
371,9fb419e0-7229-ef81-6730-4145d8eb27e0,cluster_manager-dr-use1-eks-01,worker-dr-use1-eks-01,prediction,"{""pod"":""indexer-4680271-0a829"",""action"":""restart""}",pending,2026-06-16 01:30:23,
372,68c132bc-e64f-3db5-4282-e38fb27bedc9,worker-prod-use2-eks-03,worker-staging-use2-eks-01,escalation,"{""pod"":""checkout-web-aca9086-f5fe6"",""action"":""notify""}",pending,2026-06-18 15:19:22,
373,1d42cf9d-8074-62d9-4f39-396014edae19,worker-dr-use1-eks-03,cluster_manager-prod-use2-eks-01,prediction,"{""pod"":""session-store-28ebc77-cf7c8"",""action"":""restart""}",failed,2026-06-13 12:15:52,2026-06-13 12:15:58
374,3b2a5548-cbeb-9d58-c3da-2030f0185988,worker-prod-usw2-eks-03,cluster_manager-prod-use2-eks-00,ack,"{""pod"":""search-api-15a6d76-12766"",""action"":""notify""}",processed,2026-06-15 16:09:46,2026-06-15 16:10:09
375,fe982485-ad48-4fb4-d96c-ec74eba6d1f2,cluster_manager-prod-use2-eks-01,worker-staging-use2-eks-01,ack,"{""pod"":""payments-worker-b4be648-d2dcb"",""action"":""scale""}",processed,2026-06-17 19:24:32,2026-06-17 19:24:58
376,869aed4d-832f-aa00-cd40-11ea0ced803c,worker-prod-usw2-eks-01,worker-dr-use1-eks-04,heartbeat,"{""pod"":""inventory-svc-bfded25-1e6d2"",""action"":""scale""}",pending,2026-06-13 11:13:49,
377,36988eee-5685-afd3-a7f7-0bfa55b7a69f,worker-dr-use1-eks-03,worker-prod-usw2-eks-01,heartbeat,"{""pod"":""search-api-eff0684-a368a"",""action"":""notify""}",pending,2026-06-15 13:39:36,
378,b1724cbc-9ee9-c752-36af-11e7a0bc342c,cluster_manager-dr-use1-eks-00,cluster_manager-prod-usw2-eks-00,escalation,"{""pod"":""ledger-svc-0744083-43011"",""action"":""scale""}",failed,2026-06-20 23:11:21,2026-06-20 23:11:23
379,c7337a8f-3bd8-6ebd-3b18-6ef3caea8744,worker-staging-use2-eks-01,worker-dr-use1-eks-05,heartbeat,"{""pod"":""notifications-b2aff41-e1772"",""action"":""scale""}",processed,2026-06-20 07:57:35,2026-06-20 07:57:45
